feature_id,gene_symbol,mapping_source_column,has_gene_symbol
7921970,ALDH9A1,gene_assignment,True
7921987,TMCO1,gene_assignment,True
7922001,FAM78B,gene_assignment,True
7922008,TADA1,gene_assignment,True
7922018,ILDR2,gene_assignment,True
7922029,GPA33,gene_assignment,True
7922040,CD247,gene_assignment,True
7922051,CREG1,gene_assignment,True
7922058,ADCY10,gene_assignment,True
7922095,BRP44,gene_assignment,True
7922104,GCSH,gene_assignment,True
7922108,GPR161,gene_assignment,True
7922121,ANKRD36BP1,gene_assignment,True
7922125,,,False
7922127,XCL2,gene_assignment,True
7922130,DPT,gene_assignment,True
7922137,NME7,gene_assignment,True
7922152,BC026073,gene_assignment,True
7922162,SLC19A2,gene_assignment,True
7922174,F5,gene_assignment,True
7922200,SELP,gene_assignment,True
7922219,SELL,gene_assignment,True
7922229,SELE,gene_assignment,True
7922243,C1ORF156,gene_assignment,True
7922250,SCYL3,gene_assignment,True
7922268,KIFAP3,gene_assignment,True
7922291,,,False
7922293,,,False
7922295,,,False
7922297,,,False
7922299,,,False
7922301,MYOC,gene_assignment,True
7922309,VAMP4,gene_assignment,True
7922324,,,False
7922326,MIR214,gene_assignment,True
7922328,MIR199A2,gene_assignment,True
7922330,PIGC,gene_assignment,True
7922337,TNFSF18,gene_assignment,True
7922343,TNFSF4,gene_assignment,True
7922351,AK130460,gene_assignment,True
7922353,SLC9A11,gene_assignment,True
7922382,ANKRD45,gene_assignment,True
7922389,,,False
7922391,CENPL,gene_assignment,True
7922400,,,False
7922402,SNORD47,gene_assignment,True
7922404,SNORD80,gene_assignment,True
7922406,SNORD79,gene_assignment,True
7922408,SNORD78,gene_assignment,True
7922410,SNORD44,gene_assignment,True
7922412,SNORD77,gene_assignment,True
7922414,SNORD76,gene_assignment,True
7922416,SNORD75,gene_assignment,True
7922418,SNORD74,gene_assignment,True
7922420,SERPINC1,gene_assignment,True
7922432,RC3H1,gene_assignment,True
7922456,,,False
7922458,,,False
7922460,,,False
7922462,MRPS14,gene_assignment,True
7922472,,,False
7922474,KIAA0040,gene_assignment,True
7922482,TNR,gene_assignment,True
7922504,RFWD2,gene_assignment,True
7922523,,,False
7922525,ASTN1,gene_assignment,True
7922550,SEC16B,gene_assignment,True
7922590,AK125993,gene_assignment,True
7922596,AK096082,gene_assignment,True
7922598,ANGPTL1,gene_assignment,True
7922610,ABL2,gene_assignment,True
7922627,NPHS2,gene_assignment,True
7922637,TOR1AIP2,gene_assignment,True
7922646,TOR1AIP2,gene_assignment,True
7922648,TOR1AIP1,gene_assignment,True
7922652,,,False
7922656,ACBD6,gene_assignment,True
7922667,,,False
7922669,STX6,gene_assignment,True
7922684,,,False
7922686,ZNF648,gene_assignment,True
7922689,GLUL,gene_assignment,True
7922703,TEDDM1,gene_assignment,True
7922707,RNASEL,gene_assignment,True
7922717,RGS16,gene_assignment,True
7922727,RGS8,gene_assignment,True
7922737,C1ORF14,gene_assignment,True
7922752,,,False
7922754,,,False
7922756,NMNAT2,gene_assignment,True
7922773,NCF2,gene_assignment,True
7922793,ARPC5,gene_assignment,True
7922804,APOBEC4,gene_assignment,True
7922807,GLT25D2,gene_assignment,True
7922821,,,False
7922823,EDEM3,gene_assignment,True
7922846,FAM129A,gene_assignment,True
7922868,,,False
7922870,C1ORF25,gene_assignment,True
7922887,,,False
7922889,IVNS1ABP,gene_assignment,True
7922908,,,False
7922910,,,False
7922912,TPR,gene_assignment,True
7922969,PDC,gene_assignment,True
7922976,PTGS2,gene_assignment,True
7922992,,,False
7922994,FAM5C,gene_assignment,True
7923005,,,False
7923007,UCHL5,gene_assignment,True
7923027,GLRX2,gene_assignment,True
7923034,B3GALT2,gene_assignment,True
7923043,KCNT2,gene_assignment,True
7923073,F13B,gene_assignment,True
7923086,ASPM,gene_assignment,True
7923119,ZBTB41,gene_assignment,True
7923131,DENND1B,gene_assignment,True
7923141,DENND1B,gene_assignment,True
7923162,,,False
7923164,ATP6V1G3,gene_assignment,True
7923173,MIR181B1,gene_assignment,True
7923175,MIR181A1,gene_assignment,True
7923177,,,False
7923179,,,False
7923183,ZNF281,gene_assignment,True
7923189,KIF14,gene_assignment,True
7923221,DDX59,gene_assignment,True
7923231,,,False
7923233,KIF21B,gene_assignment,True
7923271,CACNA1S,gene_assignment,True
7923317,ASCL5,gene_assignment,True
7923319,TMEM9,gene_assignment,True
7923332,TNNT2,gene_assignment,True
7923347,LAD1,gene_assignment,True
7923360,TNNI1,gene_assignment,True
7923372,PHLDA3,gene_assignment,True
7923378,CSRP1,gene_assignment,True
7923386,LMOD1,gene_assignment,True
7923394,ARL8A,gene_assignment,True
7923406,PTPN7,gene_assignment,True
7923424,,,False
7923426,UBE2T,gene_assignment,True
7923436,,,False
7923438,RPS27,gene_assignment,True
7923442,SYT2,gene_assignment,True
7923453,KDM5B,gene_assignment,True
7923483,RABIF,gene_assignment,True
7923489,KLHL12,gene_assignment,True
7923501,,,False
7923503,ADIPOR1,gene_assignment,True
7923516,CYB5R1,gene_assignment,True
7923528,MYOG,gene_assignment,True
7923534,MYBPH,gene_assignment,True
7923547,CHI3L1,gene_assignment,True
7923562,CHIT1,gene_assignment,True
7923578,FMOD,gene_assignment,True
7923582,,,False
7923584,C1ORF157,gene_assignment,True
7923596,ETNK2,gene_assignment,True
7923608,REN,gene_assignment,True
7923621,KISS1,gene_assignment,True
7923628,GOLT1A,gene_assignment,True
7923635,PLEKHA6,gene_assignment,True
7923659,PPP1R15B,gene_assignment,True
7923662,PIK3C2B,gene_assignment,True
7923698,,,False
7923700,LRRN2,gene_assignment,True
7923707,TMEM81,gene_assignment,True
7923712,RBBP5,gene_assignment,True
7923731,DSTYK,gene_assignment,True
7923753,NUAK2,gene_assignment,True
7923762,KLHDC8A,gene_assignment,True
7923772,LEMD1,gene_assignment,True
7923778,ELK4,gene_assignment,True
7923792,SLC45A3,gene_assignment,True
7923798,NUCKS1,gene_assignment,True
7923810,,,False
7923812,RAB7L1,gene_assignment,True
7923824,SLC41A1,gene_assignment,True
7923837,PM20D1,gene_assignment,True
7923850,SLC26A9,gene_assignment,True
7923875,C1ORF186,gene_assignment,True
7923885,IKBKE,gene_assignment,True
7923889,LGTN,gene_assignment,True
7923905,,,False
7923907,IL10,gene_assignment,True
7923917,FAIM3,gene_assignment,True
7923929,PIGR,gene_assignment,True
7923942,FCAMR,gene_assignment,True
7923958,C1ORF116,gene_assignment,True
7923965,,,False
7923967,YOD1,gene_assignment,True
7923972,,,False
7923974,MIR29C,gene_assignment,True
7923976,MIR29B2,gene_assignment,True
7923978,CD34,gene_assignment,True
7923991,PLXNA2,gene_assignment,True
7924029,LAMB3,gene_assignment,True
7924055,BC039719,gene_assignment,True
7924058,IRF6,gene_assignment,True
7924069,,,False
7924071,KCNH1,gene_assignment,True
7924085,RD3,gene_assignment,True
7924092,SLC30A1,gene_assignment,True
7924096,NEK2,gene_assignment,True
7924107,LPGAT1,gene_assignment,True
7924117,,,False
7924119,INTS7,gene_assignment,True
7924144,RPL21P28,gene_assignment,True
7924150,TMEM206,gene_assignment,True
7924163,FAM71A,gene_assignment,True
7924166,BATF3,gene_assignment,True
7924172,NSL1,gene_assignment,True
7924180,C1ORF227,gene_assignment,True
7924184,NCRNA00292,gene_assignment,True
7924190,ANGEL2,gene_assignment,True
7924203,,,False
7924207,PTPN14,gene_assignment,True
7924230,FAM108A1,gene_assignment,True
7924233,USH2A,gene_assignment,True
7924307,,,False
7924309,ESRRG,gene_assignment,True
7924325,,,False
7924327,GPATCH2,gene_assignment,True
7924340,,,False
7924342,SLC30A10,gene_assignment,True
7924351,EPRS,gene_assignment,True
7924386,,,False
7924388,BPNT1,gene_assignment,True
7924401,MIR215,gene_assignment,True
7924403,MIR194-1,gene_assignment,True
7924405,RAB3GAP2,gene_assignment,True
7924443,,,False
7924445,AK128488,gene_assignment,True
7924450,DUSP10,gene_assignment,True
7924461,,,False
7924463,,,False
7924465,HHIPL2,gene_assignment,True
7924476,TAF1A,gene_assignment,True
7924491,AIDA,gene_assignment,True
7924495,,,False
7924497,,,False
7924499,TLR5,gene_assignment,True
7924508,SUSD4,gene_assignment,True
7924526,TP53BP2,gene_assignment,True
7924549,BC032332,gene_assignment,True
7924551,,,False
7924553,,,False
7924558,NVL,gene_assignment,True
7924582,WDR26,gene_assignment,True
7924603,LBR,gene_assignment,True
7924619,ENAH,gene_assignment,True
7924636,TMEM63A,gene_assignment,True
7924663,LEFTY1,gene_assignment,True
7924669,PYCR2,gene_assignment,True
7924682,LEFTY2,gene_assignment,True
7924686,C1ORF55,gene_assignment,True
7924701,ACBD3,gene_assignment,True
7924712,LIN9,gene_assignment,True
7924731,,,False
7924733,PARP1,gene_assignment,True
7924758,LOC391169,gene_assignment,True
7924760,ITPKB,gene_assignment,True
7924773,CDC42BPA,gene_assignment,True
7924817,BC019830,gene_assignment,True
7924819,BC019830,gene_assignment,True
7924821,ZNF847P,gene_assignment,True
7924823,JMJD4,gene_assignment,True
7924832,WNT9A,gene_assignment,True
7924840,LOC100506571,gene_assignment,True
7924842,C1ORF35,gene_assignment,True
7924853,MRPL55,gene_assignment,True
7924863,OBSCN,gene_assignment,True
7924868,TRIM11,gene_assignment,True
7924874,TRIM17,gene_assignment,True
7924884,HIST3H3,gene_assignment,True
7924888,HIST3H2A,gene_assignment,True
7924893,,,False
7924897,C1ORF96,gene_assignment,True
7924910,ACTA1,gene_assignment,True
7924923,NUP133,gene_assignment,True
7924956,ABCB10,gene_assignment,True
7924967,,,False
7924969,TAF5L,gene_assignment,True
7924977,PGBD5,gene_assignment,True
7924987,AGT,gene_assignment,True
7924996,C1ORF198,gene_assignment,True
7925003,TTC13,gene_assignment,True
7925028,FAM89A,gene_assignment,True
7925031,AK054992,gene_assignment,True
7925033,C1ORF131,gene_assignment,True
7925043,EXOC8,gene_assignment,True
7925048,EGLN1,gene_assignment,True
7925058,SNRPD2P2,gene_assignment,True
7925062,SIPA1L2,gene_assignment,True
7925087,,,False
7925089,PCNXL2,gene_assignment,True
7925128,,,False
7925130,TARBP1,gene_assignment,True
7925161,IRF2BP2,gene_assignment,True
7925170,AF193050,gene_assignment,True
7925174,TOMM20,gene_assignment,True
7925182,SNORA14B,gene_assignment,True
7925184,RBM34,gene_assignment,True
7925201,ARID4B,gene_assignment,True
7925229,B3GALNT2,gene_assignment,True
7925250,GNG4,gene_assignment,True
7925257,LYST,gene_assignment,True
7925320,NID1,gene_assignment,True
7925342,ERO1LB,gene_assignment,True
7925361,LGALS8,gene_assignment,True
7925364,HEATR1,gene_assignment,True
7925413,AF333388,gene_assignment,True
7925419,ZP4,gene_assignment,True
7925450,,,False
7925452,GREM2,gene_assignment,True
7925457,RGS7,gene_assignment,True
7925480,FH,gene_assignment,True
7925492,OPN3,gene_assignment,True
7925500,CHML,gene_assignment,True
7925504,MAP1LC3C,gene_assignment,True
7925509,,,False
7925511,PLD5,gene_assignment,True
7925523,,,False
7925525,CEP170,gene_assignment,True
7925531,AKT3,gene_assignment,True
7925550,ADSS,gene_assignment,True
7925561,FAM36A,gene_assignment,True
7925565,HNRNPU,gene_assignment,True
7925585,EFCAB2,gene_assignment,True
7925587,,,False
7925589,SMYD3,gene_assignment,True
7925607,,,False
7925609,,,False
7925611,TFB2M,gene_assignment,True
7925622,AHCTF1,gene_assignment,True
7925662,ZNF695,gene_assignment,True
7925672,ZNF670,gene_assignment,True
7925677,ZNF669,gene_assignment,True
7925687,ENST00000408893,gene_assignment,True
7925691,ZNF124,gene_assignment,True
7925703,,,False
7925705,ZNF496,gene_assignment,True
7925718,OR2B11,gene_assignment,True
7925720,OR2C3,gene_assignment,True
7925726,OR13G1,gene_assignment,True
7925728,OR6F1,gene_assignment,True
7925730,ENST00000366485,gene_assignment,True
7925732,OR1C1,gene_assignment,True
7925735,OR14A16,gene_assignment,True
7925737,OR11L1,gene_assignment,True
7925739,,,False
7925741,OR2T33,gene_assignment,True
7925743,OR2T12,gene_assignment,True
7925745,OR2M7,gene_assignment,True
7925747,OR2T29,gene_assignment,True
7925749,OR2T34,gene_assignment,True
7925751,OR2T10,gene_assignment,True
7925753,,,False
7925755,OR2T11,gene_assignment,True
7925757,OR2T35,gene_assignment,True
7925759,OR2T27,gene_assignment,True
7925761,OR14I1,gene_assignment,True
7925763,SH3BP5L,gene_assignment,True
7925773,ZNF692,gene_assignment,True
7925790,,,False
7925792,ZMYND11,gene_assignment,True
7925813,C10ORF108,gene_assignment,True
7925823,GTPBP4,gene_assignment,True
7925846,C10ORF110,gene_assignment,True
7925851,WDR37,gene_assignment,True
7925870,NCRNA00200,gene_assignment,True
7925874,,,False
7925876,PFKP,gene_assignment,True
7925902,,,False
7925904,AKR1E2,gene_assignment,True
7925918,AKR1C1,gene_assignment,True
7925927,,,False
7925929,AKR1C3,gene_assignment,True
7925939,AKR1C4,gene_assignment,True
7925950,UCN3,gene_assignment,True
7925954,NET1,gene_assignment,True
7925972,CALML3,gene_assignment,True
7925976,,,False
7925978,C10ORF18,gene_assignment,True
7925996,FBXO18,gene_assignment,True
7926021,RBM17,gene_assignment,True
7926037,PFKFB3,gene_assignment,True
7926059,,,False
7926061,ITIH2,gene_assignment,True
7926084,ATP5C1,gene_assignment,True
7926096,TAF3,gene_assignment,True
7926105,GATA3,gene_assignment,True
7926117,,,False
7926123,,,False
7926127,CELF2,gene_assignment,True
7926150,USP6NL,gene_assignment,True
7926152,ECHDC3,gene_assignment,True
7926158,C10ORF47,gene_assignment,True
7926170,DHTKD1,gene_assignment,True
7926189,SEC61A2,gene_assignment,True
7926205,,,False
7926207,CDC123,gene_assignment,True
7926223,CAMK1D,gene_assignment,True
7926239,OPTN,gene_assignment,True
7926259,MCM10,gene_assignment,True
7926283,PRPF18,gene_assignment,True
7926297,,,False
7926299,HSPA14,gene_assignment,True
7926319,SUV39H2,gene_assignment,True
7926330,MEIG1,gene_assignment,True
7926334,OLAH,gene_assignment,True
7926345,RPP38,gene_assignment,True
7926354,,,False
7926356,PTER,gene_assignment,True
7926366,,,False
7926368,VIM,gene_assignment,True
7926385,STAM,gene_assignment,True
7926403,FAM23A,gene_assignment,True
7926410,MRC1,gene_assignment,True
7926443,,,False
7926445,FAM23A,gene_assignment,True
7926451,MRC1,gene_assignment,True
7926484,,,False
7926486,SLC39A12,gene_assignment,True
7926506,CACNB2,gene_assignment,True
7926531,ARL5B,gene_assignment,True
7926539,,,False
7926545,PLXDC2,gene_assignment,True
7926563,,,False
7926565,MLLT10,gene_assignment,True
7926594,,,False
7926596,COMMD3,gene_assignment,True
7926609,BMI1,gene_assignment,True
7926622,SPAG6,gene_assignment,True
7926636,,,False
7926638,ARMC3,gene_assignment,True
7926659,,,False
7926661,MSRB2,gene_assignment,True
7926670,,,False
7926674,PTF1A,gene_assignment,True
7926677,OTUD1,gene_assignment,True
7926679,KIAA1217,gene_assignment,True
7926706,,,False
7926708,THNSL1,gene_assignment,True
7926715,GPR158,gene_assignment,True
7926728,MYO3A,gene_assignment,True
7926766,GAD2,gene_assignment,True
7926786,APBB1IP,gene_assignment,True
7926805,,,False
7926807,PDSS1,gene_assignment,True
7926817,,,False
7926819,,,False
7926821,MASTL,gene_assignment,True
7926834,,,False
7926836,RAB18,gene_assignment,True
7926851,WAC,gene_assignment,True
7926875,BAMBI,gene_assignment,True
7926882,ENST00000375520,gene_assignment,True
7926889,LYZL1,gene_assignment,True
7926894,,,False
7926896,CKS1B,gene_assignment,True
7926898,,,False
7926900,MAP3K8,gene_assignment,True
7926916,ZEB1,gene_assignment,True
7926934,,,False
7926936,C10ORF68,gene_assignment,True
7926979,,,False
7926981,,,False
7926983,CREM,gene_assignment,True
7927008,CCNY,gene_assignment,True
7927028,GJD4,gene_assignment,True
7927031,,,False
7927033,ANKRD30A,gene_assignment,True
7927056,,,False
7927060,,,False
7927062,ZNF33A,gene_assignment,True
7927071,ZNF37A,gene_assignment,True
7927082,HSD17B7P2,gene_assignment,True
7927089,,,False
7927091,LOC399744,gene_assignment,True
7927095,,,False
7927097,ACTR3BP2,gene_assignment,True
7927099,LOC84856,gene_assignment,True
7927108,BMS1,gene_assignment,True
7927120,RET,gene_assignment,True
7927146,CSGALNACT2,gene_assignment,True
7927153,,,False
7927155,FXYD4,gene_assignment,True
7927169,ZNF487P,gene_assignment,True
7927173,ZNF485,gene_assignment,True
7927179,TMEM72,gene_assignment,True
7927186,RASSF4,gene_assignment,True
7927202,ZNF22,gene_assignment,True
7927207,LOC338579,gene_assignment,True
7927215,ALOX5,gene_assignment,True
7927231,AGAP4,gene_assignment,True
7927233,FAM21C,gene_assignment,True
7927265,,,False
7927267,FAM35B,gene_assignment,True
7927277,GPRIN2,gene_assignment,True
7927280,PPYR1,gene_assignment,True
7927285,RHEB,gene_assignment,True
7927288,FAM35B2,gene_assignment,True
7927294,ANTXRL,gene_assignment,True
7927305,AGAP5,gene_assignment,True
7927307,ANXA8L2,gene_assignment,True
7927323,FAM21B,gene_assignment,True
7927353,AGAP9,gene_assignment,True
7927363,FAM25B,gene_assignment,True
7927367,ANXA8,gene_assignment,True
7927383,ZNF488,gene_assignment,True
7927389,MAPK8,gene_assignment,True
7927405,WDFY4,gene_assignment,True
7927425,WDFY4,gene_assignment,True
7927474,C10ORF71,gene_assignment,True
7927482,CHAT,gene_assignment,True
7927502,SLC18A3,gene_assignment,True
7927505,C10ORF53,gene_assignment,True
7927513,FAM21C,gene_assignment,True
7927517,,,False
7927519,TIMM23,gene_assignment,True
7927527,,,False
7927529,MSMB,gene_assignment,True
7927536,NCOA4,gene_assignment,True
7927548,TIMM23,gene_assignment,True
7927550,LOC728407,gene_assignment,True
7927552,AGAP6,gene_assignment,True
7927560,FAM21A,gene_assignment,True
7927595,,,False
7927597,,,False
7927599,ASAH2,gene_assignment,True
7927606,PRKG1,gene_assignment,True
7927631,DKK1,gene_assignment,True
7927639,,,False
7927643,,,False
7927645,,,False
7927649,CISD1,gene_assignment,True
7927658,UBE2D1,gene_assignment,True
7927669,TFAM,gene_assignment,True
7927681,BICC1,gene_assignment,True
7927694,PHYHIPL,gene_assignment,True
7927704,,,False
7927708,,,False
7927710,CDK1,gene_assignment,True
7927723,C10ORF107,gene_assignment,True
7927732,ARID5B,gene_assignment,True
7927745,,,False
7927747,ZNF365,gene_assignment,True
7927767,ADO,gene_assignment,True
7927773,,,False
7927775,NRBF2,gene_assignment,True
7927784,JMJD1C,gene_assignment,True
7927786,REEP3,gene_assignment,True
7927799,REEP3,gene_assignment,True
7927801,ANXA2P3,gene_assignment,True
7927803,LRRTM3,gene_assignment,True
7927812,,,False
7927814,SIRT1,gene_assignment,True
7927827,MYPN,gene_assignment,True
7927852,,,False
7927854,HNRNPH3,gene_assignment,True
7927872,,,False
7927874,,,False
7927876,TET1,gene_assignment,True
7927889,CCAR1,gene_assignment,True
7927915,STOX1,gene_assignment,True
7927924,,,False
7927926,DDX50,gene_assignment,True
7927936,DDX21,gene_assignment,True
7927955,KIAA1279,gene_assignment,True
7927964,SRGN,gene_assignment,True
7927972,VPS26A,gene_assignment,True
7927981,SUPV3L1,gene_assignment,True
7927998,HKDC1,gene_assignment,True
7928019,HK1,gene_assignment,True
7928046,TSPAN15,gene_assignment,True
7928064,C10ORF35,gene_assignment,True
7928069,COL13A1,gene_assignment,True
7928107,H2AFY2,gene_assignment,True
7928119,EIF4EBP2,gene_assignment,True
7928126,KIAA1274,gene_assignment,True
7928147,ADAMTS14,gene_assignment,True
7928171,SGPL1,gene_assignment,True
7928189,UNC5B,gene_assignment,True
7928208,SLC29A3,gene_assignment,True
7928216,,,False
7928218,CDH23,gene_assignment,True
7928291,CHST3,gene_assignment,True
7928298,,,False
7928300,ANAPC16,gene_assignment,True
7928306,,,False
7928308,DDIT4,gene_assignment,True
7928314,,,False
7928316,,,False
7928318,CCDC109A,gene_assignment,True
7928330,OIT3,gene_assignment,True
7928342,NUDT13,gene_assignment,True
7928354,FAM149B1,gene_assignment,True
7928363,,,False
7928365,,,False
7928367,,,False
7928369,SEC24C,gene_assignment,True
7928395,FUT11,gene_assignment,True
7928401,CHCHD1,gene_assignment,True
7928408,KIAA0913,gene_assignment,True
7928411,KIAA0913,gene_assignment,True
7928429,PLAU,gene_assignment,True
7928444,VCL,gene_assignment,True
7928471,ADK,gene_assignment,True
7928489,,,False
7928491,MYST4,gene_assignment,True
7928516,SAMD8,gene_assignment,True
7928524,VDAC2,gene_assignment,True
7928529,ZNF503,gene_assignment,True
7928531,NCRNA00245,gene_assignment,True
7928534,C10ORF11,gene_assignment,True
7928543,,,False
7928545,LOC100128292,gene_assignment,True
7928551,RPS24,gene_assignment,True
7928556,,,False
7928558,ZMIZ1,gene_assignment,True
7928589,PPIF,gene_assignment,True
7928600,EIF5AL1,gene_assignment,True
7928602,SFTPA1,gene_assignment,True
7928619,FAM22A,gene_assignment,True
7928630,EIF5AL1,gene_assignment,True
7928632,SFTPA1,gene_assignment,True
7928645,FAM22A,gene_assignment,True
7928653,FAM22A,gene_assignment,True
7928661,MBL1P,gene_assignment,True
7928671,C10ORF57,gene_assignment,True
7928679,PLAC9,gene_assignment,True
7928685,DYDC2,gene_assignment,True
7928695,C10ORF58,gene_assignment,True
7928705,TSPAN14,gene_assignment,True
7928723,SH2D4B,gene_assignment,True
7928736,NRG3,gene_assignment,True
7928746,,,False
7928748,,,False
7928750,,,False
7928752,GHITM,gene_assignment,True
7928766,C10ORF99,gene_assignment,True
7928770,CDHR1,gene_assignment,True
7928789,RGR,gene_assignment,True
7928800,FAM190B,gene_assignment,True
7928815,,,False
7928819,,,False
7928821,,,False
7928823,OPN4,gene_assignment,True
7928838,LDB3,gene_assignment,True
7928855,BMPR1A,gene_assignment,True
7928870,,,False
7928872,SNCG,gene_assignment,True
7928882,C10ORF116,gene_assignment,True
7928890,AGAP11,gene_assignment,True
7928907,,,False
7928909,FAM35A,gene_assignment,True
7928915,FAM22A,gene_assignment,True
7928937,MINPP1,gene_assignment,True
7928944,PAPSS2,gene_assignment,True
7928959,PTEN,gene_assignment,True
7928967,LIPJ,gene_assignment,True
7928982,LIPF,gene_assignment,True
7928994,LIPK,gene_assignment,True
7928999,LIPN,gene_assignment,True
7929003,LIPM,gene_assignment,True
7929012,STAMBPL1,gene_assignment,True
7929026,ACTA2,gene_assignment,True
7929032,FAS,gene_assignment,True
7929047,IFIT2,gene_assignment,True
7929052,IFIT3,gene_assignment,True
7929061,IFIT1B,gene_assignment,True
7929065,IFIT1,gene_assignment,True
7929072,IFIT5,gene_assignment,True
7929078,KIF20B,gene_assignment,True
7929114,,,False
7929116,RPP30,gene_assignment,True
7929130,,,False
7929132,PCGF5,gene_assignment,True
7929145,HECTD2,gene_assignment,True
7929168,TNKS2,gene_assignment,True
7929201,BTAF1,gene_assignment,True
7929243,NHP2,gene_assignment,True
7929247,MARCH5,gene_assignment,True
7929256,,,False
7929258,KIF11,gene_assignment,True
7929282,HHEX,gene_assignment,True
7929288,EXOC6,gene_assignment,True
7929315,CYP26C1,gene_assignment,True
7929322,CYP26A1,gene_assignment,True
7929332,,,False
7929334,CEP55,gene_assignment,True
7929344,GPR120,gene_assignment,True
7929350,PDE6C,gene_assignment,True
7929373,LGI1,gene_assignment,True
7929383,TMEM20,gene_assignment,True
7929388,PLCE1,gene_assignment,True
7929424,TBC1D12,gene_assignment,True
7929438,HELLS,gene_assignment,True
7929466,CYP2C18,gene_assignment,True
7929478,CYP2C19,gene_assignment,True
7929487,CYP2C9,gene_assignment,True
7929497,C10ORF129,gene_assignment,True
7929511,ENTPD1,gene_assignment,True
7929525,AK294399,gene_assignment,True
7929533,,,False
7929536,,,False
7929541,CC2D2B,gene_assignment,True
7929550,CCNJ,gene_assignment,True
7929562,ZNF518A,gene_assignment,True
7929574,DNTT,gene_assignment,True
7929589,,,False
7929591,,,False
7929593,RPL13AP5,gene_assignment,True
7929596,LCOR,gene_assignment,True
7929609,BC024315,gene_assignment,True
7929616,FRAT1,gene_assignment,True
7929624,PGAM1,gene_assignment,True
7929634,ZDHHC16,gene_assignment,True
7929649,UBTD1,gene_assignment,True
7929653,ANKRD2,gene_assignment,True
7929664,DHDPSL,gene_assignment,True
7929674,C10ORF62,gene_assignment,True
7929677,PI4K2A,gene_assignment,True
7929689,MARVELD1,gene_assignment,True
7929692,ZFYVE27,gene_assignment,True
7929711,GOLGA7B,gene_assignment,True
7929719,C10ORF28,gene_assignment,True
7929732,CNNM1,gene_assignment,True
7929744,NKX2-3,gene_assignment,True
7929750,ENTPD7,gene_assignment,True
7929768,CUTC,gene_assignment,True
7929779,ABCC2,gene_assignment,True
7929812,,,False
7929814,,,False
7929816,SCD,gene_assignment,True
7929822,WNT8B,gene_assignment,True
7929831,HIF1AN,gene_assignment,True
7929840,PAX2,gene_assignment,True
7929858,FAM178A,gene_assignment,True
7929882,SEMA4G,gene_assignment,True
7929901,C10ORF2,gene_assignment,True
7929911,LZTS2,gene_assignment,True
7929919,SFXN3,gene_assignment,True
7929932,KAZALD1,gene_assignment,True
7929945,,,False
7929947,TLX1,gene_assignment,True
7929952,,,False
7929956,,,False
7929958,BTRC,gene_assignment,True
7929976,DPCD,gene_assignment,True
7929986,,,False
7929988,HPS6,gene_assignment,True
7929990,PPRC1,gene_assignment,True
7930008,NOLC1,gene_assignment,True
7930025,ELOVL3,gene_assignment,True
7930031,GBF1,gene_assignment,True
7930074,NFKB2,gene_assignment,True
7930099,FBXL15,gene_assignment,True
7930106,TMEM180,gene_assignment,True
7930120,SUFU,gene_assignment,True
7930137,,,False
7930139,TRIM8,gene_assignment,True
7930148,SFXN2,gene_assignment,True
7930162,C10ORF26,gene_assignment,True
7930170,C10ORF32,gene_assignment,True
7930179,,,False
7930181,AS3MT,gene_assignment,True
7930194,CNNM2,gene_assignment,True
7930205,LOC729020,gene_assignment,True
7930208,INA,gene_assignment,True
7930213,TAF5,gene_assignment,True
7930226,PDCD11,gene_assignment,True
7930264,NEURL,gene_assignment,True
7930274,,,False
7930276,SLK,gene_assignment,True
7930299,C10ORF78,gene_assignment,True
7930304,GSTO1,gene_assignment,True
7930311,GSTO2,gene_assignment,True
7930320,CCDC147,gene_assignment,True
7930341,SORCS3,gene_assignment,True
7930376,,,False
7930378,,,False
7930380,ADD3,gene_assignment,True
7930398,MXI1,gene_assignment,True
7930413,DUSP5,gene_assignment,True
7930422,SMC3,gene_assignment,True
7930450,,,False
7930452,,,False
7930454,PDCD4,gene_assignment,True
7930470,SHOC2,gene_assignment,True
7930482,ADRA2A,gene_assignment,True
7930487,TECTB,gene_assignment,True
7930498,ACSL5,gene_assignment,True
7930524,VTI1A,gene_assignment,True
7930533,LOC143188,gene_assignment,True
7930537,TCF7L2,gene_assignment,True
7930559,,,False
7930561,HABP2,gene_assignment,True
7930577,CASP7,gene_assignment,True
7930593,C10ORF81,gene_assignment,True
7930612,,,False
7930614,NHLRC2,gene_assignment,True
7930627,ADRB1,gene_assignment,True
7930631,TDRD1,gene_assignment,True
7930663,VWA2,gene_assignment,True
7930680,,,False
7930682,FAM160B1,gene_assignment,True
7930703,TRUB1,gene_assignment,True
7930714,ATRNL1,gene_assignment,True
7930750,C10ORF96,gene_assignment,True
7930760,PNLIPRP3,gene_assignment,True
7930775,,,False
7930777,PNLIP,gene_assignment,True
7930790,PNLIPRP1,gene_assignment,True
7930804,PNLIPRP2,gene_assignment,True
7930818,ENST00000341276,gene_assignment,True
7930833,KCNK18,gene_assignment,True
7930837,SLC18A2,gene_assignment,True
7930857,EMX2,gene_assignment,True
7930861,CASC2,gene_assignment,True
7930870,TOMM22,gene_assignment,True
7930872,NANOS1,gene_assignment,True
7930882,FAM45A,gene_assignment,True
7930894,GRK5,gene_assignment,True
7930915,,,False
7930917,AK097099,gene_assignment,True
7930919,,,False
