gene_symbol,disease_group,stratum,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,max_n_plp_variants,max_review_weight,n_hcm_cohorts_available,cohorts_available,mean_log2FC,sd_log2FC,min_FDR,n_FDR_lt_0_05,D_g_direction_agreement,S_g_effect_size_consistency,R_g_statistical_reproducibility,MCI,MCI_tier,bootstrap_tier_majority,tier_stability_note,CI_crosses_HIGH_threshold_0_70,CI_crosses_MODERATE_threshold_0_45,mean_log2FC_rounded,sd_log2FC_rounded,min_FDR_rounded,D_g_direction_agreement_rounded,S_g_effect_size_consistency_rounded,R_g_statistical_reproducibility_rounded,MCI_rounded,MCI_CI95_lower_rounded,MCI_CI95_upper_rounded,MCI_CI95_width_rounded,bootstrap_prob_HIGH_rounded,bootstrap_prob_MODERATE_or_HIGH_rounded,bootstrap_prob_UNSTABLE_rounded,n_disease_cohorts,sigma_disease,mean_log2FC_across_HCM_cohorts,min_log2FC_across_HCM_cohorts,max_log2FC_across_HCM_cohorts,gtex_name,n_gtex_lv_samples,gtex_lv_mean_log2_tpm_plus1,sigma_GTEx,gtex_expression_scale,gtex_tissue,gtex_release,sigma_GTEx_safe,sigma_disease_to_GTEx_ratio,Adj_MCI,GTEx_low_confidence_flag,GTEx_adjustment_status,MCI_original_from_step5,n_cohorts_bootstrapped,n_bootstrap_iterations,MCI_bootstrap_point_estimate,MCI_CI95_lower,MCI_CI95_upper,MCI_CI95_width,bootstrap_mean_MCI,bootstrap_median_MCI,bootstrap_sd_MCI,bootstrap_prob_HIGH,bootstrap_prob_MODERATE,bootstrap_prob_UNSTABLE,bootstrap_prob_MODERATE_or_HIGH,bootstrap_majority_tier,MCI_original_minus_bootstrap_point,MCI_original_inside_bootstrap_CI,bootstrap_point_inside_bootstrap_CI,primary_tier_matches_bootstrap_majority
TPM1,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,2.0,3,GSE141910|GSE249925|GSE36961,0.0476605372000985,0.0722510543665977,0.0313314330687925,1,1.0,0.2420243390956957,0.3333333333333333,0.5680418520168269,MODERATE,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.0477,0.0723,0.0313,1.0,0.242,0.3333,0.568,0.5206,1.0,0.4794,0.314,1.0,0.0,3,0.0722510543665977,0.0476605372000985,0.0010659348838885,0.1308904849986678,ENSG00000140416.19,432.0,9.77195638677244,1.5438802032286714,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.5438802032286714,0.0467983553487513,0.6055232772584626,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.5680418520168269,3,1000,0.5680418520168269,0.5205612837145948,1.0,0.4794387162854052,0.6376757066750749,0.5957759261690173,0.1162533824198442,0.314,0.686,0.0,1.0,MODERATE,0.0,True,True,True
MT-TI,HCM,,ClinVar_PLP_review2plus,False,True,1,3.0,2,GSE141910|GSE249925,-0.2049254242782458,0.2413092288232419,0.1328220788472755,0,1.0,0.4112267190048745,0.0,0.5439293516517061,MODERATE,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,-0.2049,0.2413,0.1328,1.0,0.4112,0.0,0.5439,0.5439,0.75,0.2061,0.486,1.0,0.0,2,0.2413092288232419,-0.2049254242782458,-0.3755568163420565,-0.0342940322144352,ENSG00000210100.1,432.0,2.405319894891719,1.2229475989867138,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2229475989867138,0.1973177174747154,0.6852454789109648,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.5439293516517061,2,1000,0.5439293516517061,0.5439293516517061,0.75,0.2060706483482939,0.6440796867489769,0.5439293516517061,0.1030464625260712,0.486,0.514,0.0,1.0,MODERATE,0.0,True,True,True
PTPN11,HCM,,ClinVar_PLP_review2plus,False,True,2,3.0,3,GSE141910|GSE249925|GSE36961,0.3337111709803695,0.4131719225570806,1.0519159325724516e-18,2,0.3333333333333333,0.3809438243507508,0.6666666666666666,0.4333303385227627,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.3337,0.4132,0.0,0.3333,0.3809,0.6667,0.4333,0.2167,1.0,0.7833,0.343,0.343,0.657,3,0.4131719225570806,0.3337111709803695,-0.1423931905591081,0.5983060585041104,ENSG00000179295.17,432.0,4.026556210649911,1.2275037797598385,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2275037797598385,0.3365952344667467,0.614706227050229,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.4333303385227627,3,1000,0.4333303385227627,0.2166666666666666,1.0,0.7833333333333333,0.5719075302145818,0.4333303385227627,0.3000823394464957,0.343,0.0,0.657,0.343,UNSTABLE,0.0,True,True,True
PLN,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,2.0,3,GSE141910|GSE249925|GSE36961,0.2662414927797327,0.360495812616969,0.0002921462667866,2,0.3333333333333333,0.3229909266711952,0.6666666666666666,0.4130468243349183,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.2662,0.3605,0.0003,0.3333,0.323,0.6667,0.413,0.2167,1.0,0.7833,0.346,0.346,0.654,3,0.360495812616969,0.2662414927797327,-0.1218955742620339,0.590576844046081,ENSG00000198523.5,432.0,8.791448015084574,2.006740516398898,log2(TPM+1),Heart - Left Ventricle,GTEx v8,2.006740516398898,0.1796424648184608,0.5114963955709492,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.4130468243349183,3,1000,0.4130468243349183,0.2166666666666666,1.0,0.7833333333333333,0.5533853720950171,0.4130468243349183,0.2903354289027735,0.346,0.0,0.654,0.346,UNSTABLE,-5.551115123125783e-17,True,True,True
LZTR1,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.2034731979081104,0.2775036453680588,6.145025628838597e-05,2,0.3333333333333333,0.3180830492147154,0.6666666666666666,0.4113290672251504,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.2035,0.2775,0.0001,0.3333,0.3181,0.6667,0.4113,0.2167,1.0,0.7833,0.356,0.356,0.644,3,0.2775036453680588,-0.2034731979081104,-0.4620491362058299,0.0897114957127529,ENSG00000099949.18,432.0,3.5269559312234064,0.6267951797070186,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.6267951797070186,0.4427341727448697,0.6288421420400978,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.4113290672251504,3,1000,0.4113290672251504,0.2166666666666666,1.0,0.7833333333333333,0.5551979702467771,0.4113290672251504,0.2879615592430638,0.356,0.0,0.644,0.356,UNSTABLE,0.0,True,True,True
LMNA,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.3461623578906416,0.4945396786888619,2.5909063902644696e-16,2,0.3333333333333333,0.2856824732441083,0.6666666666666666,0.3999888656354379,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.3462,0.4945,0.0,0.3333,0.2857,0.6667,0.4,0.2167,1.0,0.7833,0.358,0.358,0.642,3,0.4945396786888619,-0.3461623578906416,-0.7357543737749255,0.2102038917295147,ENSG00000160789.19,432.0,5.555370280051081,0.8589479191421264,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.8589479191421264,0.5757504822676363,0.6623972027678536,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.3999888656354379,3,1000,0.3999888656354379,0.2166666666666666,1.0,0.7833333333333333,0.5570695182697102,0.3999888656354379,0.3032717140713474,0.358,0.0,0.642,0.358,UNSTABLE,0.0,True,True,True
MYL2,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,3.0,3,GSE141910|GSE249925|GSE36961,0.2541927489442626,0.3745457850129671,8.171591169210441e-11,2,0.3333333333333333,0.2632642225858798,0.6666666666666666,0.3921424779050579,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.2542,0.3745,0.0,0.3333,0.2633,0.6667,0.3921,0.2167,1.0,0.7833,0.326,0.453,0.547,3,0.3745457850129671,0.2541927489442626,-0.1154626826124831,0.633444464042233,ENSG00000111245.14,432.0,13.33394595197749,1.622826634441314,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.622826634441314,0.230798396491632,0.5096261954292214,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.3921424779050579,3,1000,0.3921424779050579,0.2166666666666666,1.0,0.7833333333333333,0.5275597704035857,0.3921424779050579,0.2811334928809866,0.326,0.127,0.547,0.453,UNSTABLE,0.0,True,True,True
MRPL44,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.0739280732903633,0.1116092000106587,0.0087221468856378,2,0.3333333333333333,0.2451500827547792,0.6666666666666666,0.3858025289641727,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.0739,0.1116,0.0087,0.3333,0.2452,0.6667,0.3858,0.2167,1.0,0.7833,0.341,0.341,0.659,3,0.1116092000106587,0.0739280732903633,-0.0549470524501667,0.1384881148981819,ENSG00000135900.3,432.0,4.1329234416592575,1.2523608811481486,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2523608811481486,0.089119040438517,0.4333186045734151,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.3858025289641727,3,1000,0.3858025289641727,0.2166666666666666,1.0,0.7833333333333333,0.5472566490347283,0.3858025289641727,0.3127662094075676,0.341,0.0,0.659,0.341,UNSTABLE,0.0,True,True,True
PKP2,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.1993440246583064,0.4491018598370247,1.9796343058738784e-08,2,0.3333333333333333,0.0,0.6666666666666666,0.3,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.1993,0.4491,0.0,0.3333,0.0,0.6667,0.3,0.2167,1.0,0.7833,0.34,0.34,0.66,3,0.4491018598370247,0.1993440246583064,-0.3178644496181332,0.4905676749051761,ENSG00000057294.14,432.0,5.340300998802248,1.8719725464521475,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.8719725464521475,0.2399083579981898,0.3930700483576799,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.3,3,1000,0.3,0.2166666666666666,1.0,0.7833333333333333,0.5071715107566732,0.3,0.3331476973617869,0.34,0.0,0.66,0.34,UNSTABLE,0.0,True,True,True
MYH7,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,135,3.0,3,GSE141910|GSE249925|GSE36961,0.2355887776832755,0.3687196073331015,3.624606772096488e-05,1,0.3333333333333333,0.2174508247824809,0.3333333333333333,0.292774455340535,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.2356,0.3687,0.0,0.3333,0.2175,0.3333,0.2928,0.1333,1.0,0.8667,0.22,0.449,0.551,3,0.3687196073331015,0.2355887776832755,-0.0994236668916344,0.630645313784695,ENSG00000092054.12,432.0,11.54774558221735,1.7404733502156615,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.7404733502156615,0.2118501885061403,0.3739348605156427,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.292774455340535,3,1000,0.292774455340535,0.1333333333333333,1.0,0.8666666666666667,0.4383937964979403,0.292774455340535,0.2719151104356171,0.22,0.229,0.551,0.449,UNSTABLE,0.0,True,True,True
TCAP,HCM,,ClinVar_PLP_review2plus,False,True,7,2.0,3,GSE141910|GSE249925|GSE36961,-0.1583089692020477,0.2655612360216872,0.0002633843335537,1,0.3333333333333333,0.1612565056792368,0.3333333333333333,0.2731064436543995,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.1583,0.2656,0.0003,0.3333,0.1613,0.3333,0.2731,0.1333,1.0,0.8667,0.349,0.349,0.651,3,0.2655612360216872,-0.1583089692020477,-0.3958408204354153,0.1284055640736555,ENSG00000173991.5,432.0,10.279909501407726,1.5176005388915037,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.5176005388915037,0.1749875736177982,0.3366434285949151,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.2731064436543995,3,1000,0.2731064436543995,0.1333333333333333,1.0,0.8666666666666667,0.4470514721750295,0.2731064436543996,0.283498892933958,0.349,0.0,0.651,0.349,UNSTABLE,-5.551115123125783e-17,True,True,True
ACTC1,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,5,3.0,3,GSE141910|GSE249925|GSE36961,0.0604673166477784,0.1753238669769115,0.0075797885381488,1,0.3333333333333333,0.0,0.3333333333333333,0.2166666666666666,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.0605,0.1753,0.0076,0.3333,0.0,0.3333,0.2167,0.2167,1.0,0.7833,0.339,0.567,0.433,3,0.1753238669769115,0.0604673166477784,-0.043513132533908,0.2628886150655369,ENSG00000159251.6,432.0,10.506316196151788,2.0651256513367566,log2(TPM+1),Heart - Left Ventricle,GTEx v8,2.0651256513367566,0.084897433172371,0.242137708777757,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.2166666666666666,3,1000,0.2166666666666666,0.2166666666666666,1.0,0.7833333333333333,0.4584933359551119,0.4574227493244788,0.2442290074947244,0.339,0.228,0.433,0.5670000000000001,UNSTABLE,-8.326672684688674e-17,False,True,True
COQ9,HCM,,ClinVar_PLP_review2plus,False,True,6,2.0,3,GSE141910|GSE249925|GSE36961,-0.0265839180286942,0.2309963018249076,0.0080675917319001,1,0.3333333333333333,0.0,0.3333333333333333,0.2166666666666666,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0266,0.231,0.0081,0.3333,0.0,0.3333,0.2167,0.2167,1.0,0.7833,0.108,0.46,0.54,3,0.2309963018249075,-0.0265839180286942,-0.2858347422931078,0.1573650529472631,ENSG00000088682.13,432.0,6.404050446524728,1.3011074356516386,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.3011074356516386,0.1775382228210976,0.2677510095853357,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.2166666666666666,3,1000,0.2166666666666666,0.2166666666666666,1.0,0.7833333333333333,0.4212210253658579,0.3257509977888742,0.2240541491407514,0.108,0.352,0.54,0.4599999999999999,UNSTABLE,-8.326672684688674e-17,False,True,True
MTO1,HCM,,ClinVar_PLP_review2plus,False,True,13,2.0,3,GSE141910|GSE249925|GSE36961,-0.0478947793058324,0.134115506288489,0.0032713764106017,1,0.3333333333333333,0.0,0.3333333333333333,0.2166666666666666,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0479,0.1341,0.0033,0.3333,0.0,0.3333,0.2167,0.2167,1.0,0.7833,0.117,0.45,0.55,3,0.134115506288489,-0.0478947793058324,-0.2021744104116211,0.0408775594649229,ENSG00000135297.15,432.0,1.516910622104164,0.5184181562113528,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.5184181562113528,0.2587014067343192,0.2885861512747906,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.2166666666666666,3,1000,0.2166666666666666,0.2166666666666666,1.0,0.7833333333333333,0.4387434616624975,0.4473121372836652,0.2304649298786462,0.117,0.333,0.55,0.45,UNSTABLE,-8.326672684688674e-17,False,True,True
NEXN,HCM,,ClinVar_PLP_review2plus,False,True,3,2.0,3,GSE141910|GSE249925|GSE36961,0.1231790161141297,0.2893329595762849,7.321173813635676e-08,1,0.3333333333333333,0.0,0.3333333333333333,0.2166666666666666,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.1232,0.2893,0.0,0.3333,0.0,0.3333,0.2167,0.1333,1.0,0.8667,0.308,0.308,0.692,3,0.2893329595762849,0.1231790161141297,-0.2083352623915912,0.3248147542428604,ENSG00000162614.18,432.0,6.688931423588912,1.753056261783391,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.753056261783391,0.1650448795533495,0.264416865065181,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.2166666666666666,3,1000,0.2166666666666666,0.1333333333333333,1.0,0.8666666666666667,0.3977485553579638,0.2166666666666666,0.3020929218015607,0.308,0.0,0.692,0.308,UNSTABLE,-8.326672684688674e-17,True,True,True
TNNT2,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,3,GSE141910|GSE249925|GSE36961,-0.048889459351539,0.0751676362866279,0.233846544386933,0,0.3333333333333333,0.231249053644304,0.0,0.2142705021088397,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0489,0.0752,0.2338,0.3333,0.2312,0.0,0.2143,0.1333,0.75,0.6167,0.315,0.315,0.685,3,0.0751676362866279,-0.048889459351539,-0.0926914436942204,0.0379053936284437,ENSG00000118194.18,432.0,10.88813428142424,1.484321584042947,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.484321584042947,0.0506410720525189,0.2295415370272766,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.2142705021088397,3,1000,0.2142705021088397,0.1333333333333333,0.75,0.6166666666666667,0.3651313208852864,0.2142705021088397,0.2626006504098976,0.315,0.0,0.685,0.315,UNSTABLE,-5.551115123125783e-17,True,True,True
CACNA1C,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.064335620706451,0.1475685016814658,0.0513617441302739,0,0.3333333333333333,0.0,0.0,0.1333333333333333,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0643,0.1476,0.0514,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.125,0.342,0.658,3,0.1475685016814658,-0.064335620706451,-0.202467326923923,0.0911373298630856,ENSG00000151067.21,432.0,3.2451611695071283,1.0103277505664787,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.0103277505664787,0.146060030122627,0.1595576818411482,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.1333333333333333,3,1000,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,0.3314061101024562,0.1333333333333333,0.2638734556068671,0.125,0.217,0.658,0.3419999999999999,UNSTABLE,-2.775557561562892e-17,False,True,True
DES,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.0473109209529854,0.1535557298408886,0.1301612926694358,0,0.3333333333333333,0.0,0.0,0.1333333333333333,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0473,0.1536,0.1302,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.091,0.312,0.688,3,0.1535557298408887,-0.0473109209529854,-0.2004016464597313,0.1067056267005272,ENSG00000175084.11,432.0,12.599413623936089,1.3523201435725676,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.3523201435725676,0.1135498354962192,0.1540221500718291,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.1333333333333333,3,1000,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,0.3097660572691439,0.1668162174987045,0.2388725977682327,0.091,0.221,0.688,0.312,UNSTABLE,-2.775557561562892e-17,False,True,True
JPH2,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.0199939792573354,0.1194447619036121,0.1762792525917891,0,0.3333333333333333,0.0,0.0,0.1333333333333333,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.02,0.1194,0.1763,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.107,0.34,0.66,3,0.1194447619036121,0.0199939792573354,-0.0938695591396107,0.1443302892079416,ENSG00000149596.6,432.0,5.233052778925936,1.2847862973868684,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2847862973868684,0.0929685832940087,0.1504335909638775,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.1333333333333333,3,1000,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,0.3168934818195457,0.1333333333333333,0.2290578855911992,0.107,0.233,0.66,0.34,UNSTABLE,-2.775557561562892e-17,False,True,True
MYBPC3,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,458,3.0,3,GSE141910|GSE249925|GSE36961,0.0190331057431457,0.0641582785214783,0.698704809303921,0,0.3333333333333333,0.0,0.0,0.1333333333333333,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.019,0.0642,0.6987,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.093,0.309,0.691,3,0.0641582785214783,0.0190331057431457,-0.0496806247194024,0.0773712582059218,ENSG00000134571.10,432.0,9.71458066461108,1.7125313792921362,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.7125313792921362,0.0374640017095615,0.1404081704251487,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.1333333333333333,3,1000,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,0.3044251289079744,0.1333333333333333,0.2553665599558807,0.093,0.216,0.691,0.309,UNSTABLE,-2.775557561562892e-17,False,True,True
MYO6,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.0005354183293971,0.052978628630767,0.6450664126415696,0,0.3333333333333333,0.0,0.0,0.1333333333333333,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.0005,0.053,0.6451,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.343,0.343,0.657,3,0.052978628630767,0.0005354183293971,-0.0603474456040541,0.0361433530825707,ENSG00000196586.13,432.0,1.7932237159716975,0.4317294160182036,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.4317294160182036,0.1227125756669154,0.1555984843117688,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.1333333333333333,3,1000,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,0.3455423190117161,0.1374233752022481,0.2761859273693502,0.343,0.0,0.657,0.343,UNSTABLE,-2.775557561562892e-17,False,True,True
TTN,HCM,,ClinVar_PLP_review2plus,False,True,115,2.0,3,GSE141910|GSE249925|GSE36961,-0.0577673178640442,0.2803379728801225,0.0968923401853897,0,0.3333333333333333,0.0,0.0,0.1333333333333333,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0578,0.2803,0.0969,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.112,0.35,0.65,3,0.2803379728801225,-0.0577673178640442,-0.3700376070092879,0.1722246403847425,ENSG00000155657.26,432.0,5.497645726050964,1.5957061443964062,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.5957061443964062,0.1756827056564124,0.1644665009097846,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.1333333333333333,3,1000,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,0.3361981627415705,0.193883051434433,0.2347413003818623,0.112,0.238,0.65,0.35,UNSTABLE,-2.775557561562892e-17,False,True,True
CEP85L,HCM,,ClinVar_PLP_review2plus,False,True,2,2.0,2,GSE141910|GSE249925,-0.1119601171554263,0.2277294062193911,0.1268641692743559,0,0.0,0.0,0.0,0.0,UNSTABLE,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.112,0.2277,0.1269,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.5,0.5,2,0.2277294062193911,-0.1119601171554263,-0.2729891245687437,0.0490688902578911,ENSG00000111860.13,432.0,1.545122933006951,0.5868907395473557,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.5868907395473557,0.3880269203004111,0.0,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.0,2,1000,0.0,0.0,0.75,0.75,0.375,0.375,0.3751876407422901,0.5,0.0,0.5,0.5,UNSTABLE,0.0,True,True,True
CASR,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,1,GSE36961,-0.0135691425418498,,0.8291552979366176,0,,,0.0,,INSUFFICIENT_COHORT_COVERAGE,INSUFFICIENT_COHORT_COVERAGE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,False,False,-0.0136,,0.8292,,,0.0,,,,,,,,1,,-0.0135691425418498,-0.0135691425418498,-0.0135691425418498,ENSG00000036828.15,432.0,0.0024114411533397,0.0044773819239756,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.0044773819239756,,,False,NO_DISEASE_SIGMA,,1,0,,,,,,,,,,,,INSUFFICIENT_COVERAGE,,False,False,False
RPL36A-HNRNPH2,HCM,,ClinVar_PLP_review2plus,False,True,8,2.0,1,GSE249925,-0.4262889373630525,,3.4174721900688497e-07,1,,,1.0,,INSUFFICIENT_COHORT_COVERAGE,INSUFFICIENT_COHORT_COVERAGE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,False,False,-0.4263,,0.0,,,1.0,,,,,,,,1,,-0.4262889373630525,-0.4262889373630525,-0.4262889373630525,,,,,,,,,,,False,NO_GTEx_MATCH,,1,0,,,,,,,,,,,,INSUFFICIENT_COVERAGE,,False,False,False
