gene_symbol,disease_group,stratum,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,max_n_plp_variants,max_review_weight,n_hcm_cohorts_available,cohorts_available,mean_log2FC,sd_log2FC,min_FDR,n_FDR_lt_0_05,D_g_direction_agreement,S_g_effect_size_consistency,R_g_statistical_reproducibility,MCI,MCI_tier,bootstrap_tier_majority,tier_stability_note,CI_crosses_HIGH_threshold_0_70,CI_crosses_MODERATE_threshold_0_45,mean_log2FC_rounded,sd_log2FC_rounded,min_FDR_rounded,D_g_direction_agreement_rounded,S_g_effect_size_consistency_rounded,R_g_statistical_reproducibility_rounded,MCI_rounded,MCI_CI95_lower_rounded,MCI_CI95_upper_rounded,MCI_CI95_width_rounded,bootstrap_prob_HIGH_rounded,bootstrap_prob_MODERATE_or_HIGH_rounded,bootstrap_prob_UNSTABLE_rounded,n_disease_cohorts,sigma_disease,mean_log2FC_across_HCM_cohorts,min_log2FC_across_HCM_cohorts,max_log2FC_across_HCM_cohorts,gtex_name,n_gtex_lv_samples,gtex_lv_mean_log2_tpm_plus1,sigma_GTEx,gtex_expression_scale,gtex_tissue,gtex_release,sigma_GTEx_safe,sigma_disease_to_GTEx_ratio,Adj_MCI,GTEx_low_confidence_flag,GTEx_adjustment_status,MCI_original_from_step5,n_cohorts_bootstrapped,n_bootstrap_iterations,MCI_bootstrap_point_estimate,MCI_CI95_lower,MCI_CI95_upper,MCI_CI95_width,bootstrap_mean_MCI,bootstrap_median_MCI,bootstrap_sd_MCI,bootstrap_prob_HIGH,bootstrap_prob_MODERATE,bootstrap_prob_UNSTABLE,bootstrap_prob_MODERATE_or_HIGH,bootstrap_majority_tier,MCI_original_minus_bootstrap_point,MCI_original_inside_bootstrap_CI,bootstrap_point_inside_bootstrap_CI,primary_tier_matches_bootstrap_majority
CAV3,HCM,,ClinVar_PLP_review2plus,False,True,2,2.0,3,GSE141910|GSE249925|GSE36961,0.3610469164639351,0.2406096937029641,3.2513003854312975e-13,2,1.0,0.6667888815399998,0.6666666666666666,0.8000427752056666,HIGH,HIGH,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.361,0.2406,0.0,1.0,0.6668,0.6667,0.8,0.6413,1.0,0.3587,0.763,1.0,0.0,3,0.2406096937029641,0.3610469164639351,0.0848428805938757,0.5251589830466012,ENSG00000182533.6,432.0,3.4164179149553697,1.2030298080947512,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2030298080947512,0.2000031022373583,1.0104845351008231,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.8000427752056666,3,1000,0.8000427752056666,0.6412562876994091,1.0,0.3587437123005909,0.8185351573465472,0.8000427752056666,0.1280689336840166,0.763,0.237,0.0,1.0,HIGH,0.0,True,True,True
ALPK3,HCM,,ClinVar_PLP_review2plus,False,True,7,2.0,3,GSE141910|GSE249925|GSE36961,0.2724023418901936,0.1853284430215791,8.067123952508962e-05,2,1.0,0.6598258999251083,0.6666666666666666,0.7976057316404546,HIGH,HIGH,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.2724,0.1853,0.0001,1.0,0.6598,0.6667,0.7976,0.6398,1.0,0.3602,0.789,1.0,0.0,3,0.1853284430215791,0.2724023418901936,0.06823707330624,0.4300191019143207,ENSG00000136383.6,432.0,5.177359829171191,1.2887968826114795,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2887968826114795,0.1437995742556806,0.952209059296004,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.7976057316404546,3,1000,0.7976057316404546,0.6397575936793855,1.0,0.3602424063206145,0.8144570343681291,0.7985343062627502,0.1135093405189692,0.789,0.211,0.0,1.0,HIGH,0.0,True,True,True
PMS2,HCM,,ClinVar_PLP_review2plus,False,True,1,3.0,3,GSE141910|GSE249925|GSE36961,0.1370606832033087,0.1106295196518835,0.0001046892457475,2,1.0,0.5964213913636287,0.6666666666666666,0.7754141536439366,HIGH,HIGH,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.1371,0.1106,0.0001,1.0,0.5964,0.6667,0.7754,0.6746,1.0,0.3254,0.908,1.0,0.0,3,0.1106295196518835,0.1370606832033087,0.0614469709251586,0.2640348848509517,ENSG00000122512.14,432.0,1.4995184625245908,0.5238867546599433,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.5238867546599433,0.2111706750893016,0.9897403163246168,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.7754141536439366,3,1000,0.7754141536439366,0.6746318002650559,1.0,0.3253681997349441,0.8294314500121889,0.8125030462739969,0.0836963109584502,0.908,0.092,0.0,1.0,HIGH,0.0,True,True,True
TNNC1,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.1299762378745638,0.0431896359044197,0.0197426142010275,1,1.0,0.8338556469602514,0.3333333333333333,0.7751828097694213,HIGH,HIGH,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.13,0.0432,0.0197,1.0,0.8339,0.3333,0.7752,0.6744,1.0,0.3256,0.787,1.0,0.0,3,0.0431896359044197,0.1299762378745638,0.0806688900510401,0.1611055382049729,ENSG00000114854.7,432.0,11.201639011631515,1.6381750671385276,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.6381750671385276,0.0263644812882306,0.8042856142880007,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.7751828097694213,3,1000,0.7751828097694213,0.6743865142816066,1.0,0.3256134857183934,0.7906359012171638,0.7751828097694213,0.0802854800854172,0.787,0.213,0.0,1.0,HIGH,0.0,True,True,True
KIF5B,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.321913670100112,0.2706686852640833,2.505756121928153e-09,2,1.0,0.579594297471263,0.6666666666666666,0.7695246707816087,HIGH,HIGH,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.3219,0.2707,0.0,1.0,0.5796,0.6667,0.7695,0.5485,1.0,0.4515,0.774,1.0,0.0,3,0.2706686852640833,0.321913670100112,0.0104653151712822,0.5002537455498299,ENSG00000170759.10,432.0,4.886066513370049,0.9762431109747616,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.9762431109747616,0.2772554113020326,1.041203084137076,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.7695246707816087,3,1000,0.7695246707816087,0.5484836045565706,1.0,0.4515163954434293,0.7878946592488424,0.7698187720499566,0.1611514385871427,0.774,0.226,0.0,1.0,HIGH,0.0,True,True,True
MYL3,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,3,2.0,3,GSE141910|GSE249925|GSE36961,-0.3041335448558479,0.2850764072358427,2.143243221901844e-05,2,1.0,0.53133021322761,0.6666666666666666,0.7526322412963301,HIGH,HIGH,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,-0.3041,0.2851,0.0,1.0,0.5313,0.6667,0.7526,0.6109,1.0,0.3891,0.766,1.0,0.0,3,0.2850764072358427,-0.3041335448558479,-0.6203883311351372,-0.0669129119350639,ENSG00000160808.9,432.0,11.451827877106858,1.3173105590017526,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.3173105590017526,0.2164078965949163,0.9653464993132008,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.7526322412963301,3,1000,0.7526322412963301,0.6108987375679494,1.0,0.3891012624320505,0.7933290868364073,0.7883768003265806,0.1067372876432706,0.766,0.234,0.0,1.0,HIGH,0.0,True,True,True
FLNC,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,94,2.0,3,GSE141910|GSE249925|GSE36961,-0.4688656469169615,0.5044500897403315,1.016185552118092e-05,2,1.0,0.4620526231156447,0.6666666666666666,0.7283850847571424,HIGH,HIGH,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,-0.4689,0.5045,0.0,1.0,0.4621,0.6667,0.7284,0.5626,1.0,0.4374,0.748,1.0,0.0,3,0.5044500897403315,-0.4688656469169615,-1.0243574877286916,-0.0393254442316739,ENSG00000128591.15,432.0,7.838582862616504,1.9823579418245152,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.9823579418245152,0.2544697297583138,0.9666235731777928,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.7283850847571424,3,1000,0.7283850847571424,0.5626445724244521,1.0,0.4373554275755479,0.7629415990015539,0.7736751959038533,0.128565129931282,0.748,0.252,0.0,1.0,HIGH,0.0,True,True,True
MT-TL1,HCM,,ClinVar_PLP_review2plus,False,True,1,3.0,2,GSE141910|GSE249925,-0.3984599964379101,0.378689723917444,0.0193693541020183,1,1.0,0.5248083530306746,0.5,0.7086829235607361,HIGH,HIGH,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,False,False,-0.3985,0.3787,0.0194,1.0,0.5248,0.5,0.7087,0.7087,1.0,0.2913,1.0,1.0,0.0,2,0.378689723917444,-0.3984599964379101,-0.6662340681855963,-0.1306859246902239,ENSG00000209082.1,432.0,4.770747699532321,1.0502933935025274,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.0502933935025274,0.3605561324675063,1.023477382996277,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.7086829235607361,2,1000,0.7086829235607361,0.7086829235607361,1.0,0.2913170764392638,0.792630681315443,0.75,0.1216100930120897,1.0,0.0,0.0,1.0,HIGH,0.0,True,True,True
LAMP2,HCM,,ClinVar_PLP_review2plus,False,True,6,2.0,3,GSE141910|GSE249925|GSE36961,-0.1173363951143119,0.0958734471048353,0.0135238106609304,1,1.0,0.591459039578329,0.3333333333333333,0.6903439971857486,MODERATE,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,-0.1173,0.0959,0.0135,1.0,0.5915,0.3333,0.6903,0.5811,1.0,0.4189,0.451,1.0,0.0,3,0.0958734471048353,-0.117336395114312,-0.2152729454452217,-0.0236686575166918,ENSG00000005893.15,432.0,3.5646616803462154,0.8448431882810553,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.8448431882810553,0.1134807600211614,0.7974002176898318,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.6903439971857486,3,1000,0.6903439971857486,0.5810674459569171,1.0,0.4189325540430829,0.7205232401898026,0.6903439971857486,0.1009958988677322,0.451,0.549,0.0,1.0,MODERATE,0.0,True,True,True
RAF1,HCM,,ClinVar_PLP_review2plus,False,True,2,3.0,3,GSE141910|GSE249925|GSE36961,-0.1572348444042574,0.1420532234473193,0.0001988088629154,1,1.0,0.5482768975746417,0.3333333333333333,0.6752302474844579,MODERATE,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,-0.1572,0.1421,0.0002,1.0,0.5483,0.3333,0.6752,0.647,1.0,0.353,0.443,1.0,0.0,3,0.1420532234473193,-0.1572348444042574,-0.3194775548119728,-0.0552066606163541,ENSG00000132155.11,432.0,5.7064597914609045,1.145914023906225,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.145914023906225,0.1239649925594628,0.7890721100763475,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.6752302474844579,3,1000,0.6752302474844579,0.6470003306746381,1.0,0.3529996693253618,0.7301968194013095,0.6991505365938835,0.0800869536646389,0.443,0.557,0.0,1.0,MODERATE,0.0,True,True,True
SSUH2,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,2,GSE141910|GSE249925,0.5742054293823804,0.7148060414612941,1.4836386558915442e-08,1,1.0,0.377569416027514,0.5,0.6571492956096299,MODERATE,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.5742,0.7148,0.0,1.0,0.3776,0.5,0.6571,0.6571,1.0,0.3429,0.465,1.0,0.0,2,0.7148060414612941,0.5742054293823804,0.0687612302319869,1.079649628532774,ENSG00000125046.14,432.0,0.6297141031445939,0.3319408192640829,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.3319408192640829,2.15341410268863,1.7459895812163626,False,DISEASE_VARIABILITY_EXCEEDS_GTEx_BASELINE,0.6571492956096299,2,1000,0.6571492956096299,0.6571492956096299,1.0,0.3428507043903701,0.7615748731511519,0.6571492956096299,0.140750501006799,0.465,0.535,0.0,1.0,MODERATE,0.0,True,True,True
CSRP3,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,6,2.0,3,GSE141910|GSE249925|GSE36961,0.2001976411705827,0.2175746481775564,0.0016196160006942,1,1.0,0.4566003702506983,0.3333333333333333,0.6431434629210778,MODERATE,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.2002,0.2176,0.0016,1.0,0.4566,0.3333,0.6431,0.6164,1.0,0.3836,0.328,1.0,0.0,3,0.2175746481775564,0.2001976411705827,0.0526345920651192,0.4500688798851911,ENSG00000129170.8,432.0,9.044095227947626,1.9162485049386355,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.9162485049386355,0.1135419793501803,0.7429309961102324,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.6431434629210778,3,1000,0.6431434629210778,0.6164098516536075,1.0,0.3835901483463925,0.7107020814089364,0.6824805945744021,0.0878375694267786,0.328,0.672,0.0,1.0,MODERATE,0.0,True,True,True
SLC25A4,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.0842482689144887,0.114269854115312,0.0076632974898595,1,1.0,0.3218266939627278,0.3333333333333333,0.5959726762202882,MODERATE,HIGH,PRIMARY_TIER_DIFFERS_FROM_BOOTSTRAP_MAJORITY,True,False,-0.0842,0.1143,0.0077,1.0,0.3218,0.3333,0.596,0.5863,1.0,0.4137,0.579,1.0,0.0,3,0.114269854115312,-0.0842482689144887,-0.2161473585797954,-0.015204831932416,ENSG00000151729.10,432.0,8.312843371254392,1.7375027656808533,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.7375027656808533,0.0657667178276602,0.6507376101761548,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.5959726762202882,3,1000,0.5959726762202882,0.5863013653604052,1.0,0.4136986346395948,0.6923303661033497,0.7137936315718616,0.0965125619749855,0.579,0.421,0.0,1.0,HIGH,0.0,True,True,False
PRKAG2,HCM,,ClinVar_PLP_review2plus,False,True,6,2.0,3,GSE141910|GSE249925|GSE36961,-0.1336291743048665,0.1904756327909202,1.5538981905361973e-05,1,1.0,0.2872977260326324,0.3333333333333333,0.5838875374447547,MODERATE,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,-0.1336,0.1905,0.0,1.0,0.2873,0.3333,0.5839,0.5704,1.0,0.4296,0.321,1.0,0.0,3,0.1904756327909202,-0.1336291743048665,-0.3534387964355984,-0.0171089115421354,ENSG00000106617.13,432.0,4.0860805605925,1.263276407834176,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.263276407834176,0.1507790627685996,0.7021895041115338,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,0.5838875374447547,3,1000,0.5838875374447547,0.5703568397147402,1.0,0.4296431602852598,0.6773830858345482,0.6878786990644548,0.1037794494988745,0.321,0.679,0.0,1.0,MODERATE,0.0,True,True,True
