gse_id,level,gsm_id,file_url_or_value,looks_useful_for_expression
GSE57338,sample,GSM1380099,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380099/suppl/GSM1380099_P00348_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380100,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380100/suppl/GSM1380100_P00353_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380101,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380101/suppl/GSM1380101_P00389_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380102,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380102/suppl/GSM1380102_P00333_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380103,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380103/suppl/GSM1380103_P00347_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380104,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380104/suppl/GSM1380104_P00418_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380105,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380105/suppl/GSM1380105_P00182_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380106,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380106/suppl/GSM1380106_P00189_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380107,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380107/suppl/GSM1380107_P00219_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380108,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380108/suppl/GSM1380108_P00239_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380109,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380109/suppl/GSM1380109_P00240_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380110,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380110/suppl/GSM1380110_P00242_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380111,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380111/suppl/GSM1380111_P00248_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380112,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380112/suppl/GSM1380112_P00266_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380113,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380113/suppl/GSM1380113_P00267_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380114,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380114/suppl/GSM1380114_P00275_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380115,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380115/suppl/GSM1380115_P00278_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380116,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380116/suppl/GSM1380116_P00280_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380117,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380117/suppl/GSM1380117_P00282_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380118,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380118/suppl/GSM1380118_P00315_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380119,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380119/suppl/GSM1380119_P00205_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380120,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380120/suppl/GSM1380120_C02093_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380121,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380121/suppl/GSM1380121_P01104_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380122,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380122/suppl/GSM1380122_P01245_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380123,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380123/suppl/GSM1380123_P01270_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380124,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380124/suppl/GSM1380124_P01105_HuGene1.1ST.CEL.gz,True
