path,filename,size_mb,suffixes,inspection_type,n_members,preview
/content/drive/MyDrive/MCI_Project/data/raw/geo_supplementary/GSE160997/GSE160997_RAW.tar,GSE160997_RAW.tar,159.8438,.tar,tar,41,GSM4887610_C19.count.txt.gz | GSM4887611_C20.count.txt.gz | GSM4887612_C21.count.txt.gz | GSM4887613_C22.count.txt.gz | GSM4887614_C23.count.txt.gz | GSM4887615_C1.count.txt.gz | GSM4887616_C2.count.txt.gz | GSM4887617_C3.count.txt.gz | GSM4887618_C4.count.txt.gz | GSM4887619_C5.count.txt.gz
