feature_id,missing_n,mean_expression,sd_expression
ALKBH8,0,6.486703246448277,0.16514166983341802
ALLC,0,6.053680785558623,0.07938595799041405
ALMS1,0,6.6478892093034485,0.19517853811115096
ALOX12,0,6.034126652806896,0.14285212920996337
ALOX12B,0,6.0092477765586185,0.1465624722023043
ALOX12P2,0,6.03214198928276,0.11710048596637815
ALOX15,0,6.111386911565518,0.07362464659910156
ALOX15B,0,6.162909996489653,0.10261563211067222
ALOX5,0,6.986170737048281,0.5100965246310833
ALOX5AP,0,8.200514581337929,0.8303842442468412
ALOXE3,0,6.153091049289656,0.1306978613333964
ALPI,0,6.248872186455174,0.14824885592218873
ALPK1,0,6.480003100510347,0.2359154803877742
ALPK2,0,10.977311850813791,0.4964525252929352
ALPK3,0,7.071501606358623,0.27386147337106126
ALPL,0,8.456244723344822,0.5125239272512913
ALPP,0,11.212525725517244,0.40993681733728016
ALPPL2,0,6.2087119720896515,0.1580339462516025
ALS2,0,10.094862841958617,0.3000406847780031
ALS2CL,0,6.183339035406896,0.10455284349846339
ALS2CR11,0,6.188540693496551,0.17614980602185482
ALS2CR12,0,6.069180495455173,0.21737774147193809
ALS2CR13,0,7.853384790972412,0.3359468387673437
ALS2CR14,0,7.43968632308276,0.2802851234503672
ALS2CR16,0,6.256009415655173,0.16033656841271424
ALS2CR4,0,8.505433326786207,0.30789836203509174
ALS2CR8,0,6.2726471438206906,0.16553583667826435
ALX3,0,6.109477646613793,0.09538275889773365
ALX4,0,5.936313044751724,0.14108193380155007
AMAC1,0,6.184531424834486,0.16850457074881467
AMAC1L1,0,6.085441343227588,0.1239640645404267
