gene_symbol,MCI,original_tier_normalized,equal_weight_composite,equal_weight_tier_normalized
MT-TL1,0.7086829235607361,HIGH,0.6749361176768915,MODERATE
PTPN11,0.4333303385227627,UNSTABLE,0.4603146081169169,MODERATE
