dataset,contrast,gene_symbol,log2FC,SE,t_stat,p_value,FDR,mean_DCM_HF,mean_Control,n_DCM_HF,n_Control,abs_log2FC,direction
GSE57338,DCM_HF_vs_Control,S1PR3,-0.627092333601114,0.034112413339065444,-18.383112545220293,1.3248959566372563e-51,1.806274820882126e-48,6.068580302384175,6.695672635985292,177,136,0.627092333601114,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PDE5A,1.0190080451859007,0.05559570589642209,18.328898406009444,2.13910873772681e-51,2.7340483554070787e-48,6.90717652716384,5.8881684819779405,177,136,1.0190080451859007,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,LUM,1.231227212046777,0.06787143254537328,18.140580887602148,1.130101821695425e-50,1.3594460149218495e-47,10.20782216864972,8.976594956602941,177,136,1.231227212046777,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SLCO4A1,-0.749986146916251,0.04137480962660521,-18.12663680351989,1.2783657267567501e-50,1.4523655062319744e-47,5.210117306466103,5.960103453382352,177,136,0.749986146916251,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ASPN,1.8227636113278503,0.10301201508815702,17.69466998357367,5.830392580743833e-49,6.2753435934848094e-46,8.356902101180792,6.534138489852941,177,136,1.8227636113278503,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ITIH5,0.8112024551743531,0.0460775322192541,17.605162778994956,1.2869025028796946e-48,1.3158578091944879e-45,7.309573945372882,6.498371490198529,177,136,0.8112024551743531,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,MTCH1,-0.3771248035986208,0.021538021815154015,-17.50972335506124,2.993581965125844e-48,2.9151786279439763e-45,8.336651170180792,8.713775973779416,177,136,0.3771248035986208,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,CSDC2,-0.8284829541708616,0.04772921192867514,-17.35798519801495,1.145801872798086e-47,1.06507492266913e-44,8.291459972542377,9.119942926713234,177,136,0.8284829541708616,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,FRZB,1.3568381620648475,0.0788883248758496,17.19947995093279,4.655568297235652e-47,4.139407464281264e-44,6.58678417817514,5.229946016110294,177,136,1.3568381620648475,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,AP3M2,0.5001488652396566,0.02919173245247453,17.133236818127248,8.363798226179245e-47,7.126653071890231e-44,6.982836421644067,6.482687556404413,177,136,0.5001488652396566,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,NRK,0.9934186454575864,0.05826429028825002,17.050214471726367,1.7428088337531274e-46,1.4249398383814257e-43,5.725793497994353,4.732374852536766,177,136,0.9934186454575864,up_in_DCM_HF
