dataset,contrast,gene_symbol,log2FC,SE,t_stat,p_value,FDR,mean_DCM_HF,mean_Control,n_DCM_HF,n_Control,abs_log2FC,direction
GSE57338,DCM_HF_vs_Control,CTSC,-0.7743633913826438,0.08208529200367799,-9.433643622147885,9.590107187936392e-19,1.7541832915321933e-17,7.012057929757064,7.786421321139704,177,136,0.7743633913826438,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ZDHHC18,-0.2492223509175795,0.026420001672756068,-9.433093684266268,9.629292582238995e-19,1.7597768838855e-17,6.845702746141236,7.094925097058826,177,136,0.2492223509175795,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PNPLA6,-0.2218194292801594,0.02352123208940321,-9.430604163805413,9.808678484091588e-19,1.790959598211366e-17,5.789887404661018,6.011706833941176,177,136,0.2218194292801594,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,CREB3L1,-0.293337212592804,0.031108791899596408,-9.429399043831388,9.896702425022252e-19,1.8054198447074492e-17,6.600104882039546,6.89344209463235,177,136,0.293337212592804,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,BEST1,-0.42226284790183577,0.044802234580697986,-9.425039885929218,1.0221698713765066e-18,1.8630457994340073e-17,4.9833634067231625,5.405626254625,177,136,0.42226284790183577,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,IMPACT,0.2617072546018617,0.027768930196157258,9.424462979062747,1.0265495969495267e-18,1.8693623559766537e-17,7.431514597954806,7.169807343352944,177,136,0.2617072546018617,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,FGGY,0.3205458890447419,0.03402948426266489,9.419651692941631,1.0638083948688162e-18,1.935487693511325e-17,6.358469340949148,6.037923451904412,177,136,0.3205458890447419,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,TMEM53,-0.2739807479253491,0.02911082959841532,-9.411643422908963,1.1288231509748974e-18,2.051949638883258e-17,6.790595389508476,7.064576137433823,177,136,0.2739807479253491,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ZNF44,0.22928784408079972,0.024365909261470232,9.410190345056082,1.1410355674927066e-18,2.0723070475333793e-17,5.998183538073446,5.768895693992649,177,136,0.22928784408079972,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,BTN3A3,0.3677872549264709,0.03908856524323498,9.409075330287891,1.1504955485948564e-18,2.0876338925257153e-17,6.307346397000001,5.93955914207353,177,136,0.3677872549264709,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,KCTD7,0.2628139888705139,0.02794681075593342,9.404078023991183,1.193858661843723e-18,2.1643980172610048e-17,6.844982639966106,6.582168651095587,177,136,0.2628139888705139,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,CD14,-0.8088199281141577,0.08601740187414436,-9.40298021669587,1.2035998113441428e-18,2.180125433302721e-17,7.719618479915256,8.528438408029412,177,136,0.8088199281141577,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ADAM9,-0.2270814206095877,0.02415230732106231,-9.402059090708846,1.2118340396707623e-18,2.1930978859528396e-17,9.371606085875708,9.598687506485296,177,136,0.2270814206095877,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,THSD1P1,0.29786827053086573,0.03169459369117506,9.398078215901004,1.2480679001528833e-18,2.2566744967397405e-17,5.015360362214689,4.717492091683822,177,136,0.29786827053086573,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,CENPC1,0.2633163589762386,0.028019763418499714,9.397522564462024,1.2532101990600607e-18,2.263970721800198e-17,6.849398147005653,6.586081788029411,177,136,0.2633163589762386,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,TSPAN13,-0.3779083192777084,0.040221586895567346,-9.395659108600613,1.2706095919072437e-18,2.293377418755793e-17,6.862767392994348,7.240675712272057,177,136,0.3779083192777084,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ZNF501,0.2881772173247761,0.030681389183517684,9.392573967269627,1.2999445264537369e-18,2.3442562227494637e-17,5.273027488898306,4.984850271573531,177,136,0.2881772173247761,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SERTAD3,-0.31771696587716125,0.03382802447755963,-9.392122974485961,1.3042887019551397e-18,2.3500179696019918e-17,5.010154641909602,5.327871607786768,177,136,0.31771696587716125,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SRF,-0.2450123439076517,0.02608948837199512,-9.391228391073085,1.3129484234993158e-18,2.3635383151902295e-17,8.53159537386441,8.776607717772055,177,136,0.2450123439076517,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PTH1R,-0.3312059207946989,0.035288581302371884,-9.385640016433227,1.3683510204276847e-18,2.4611062768466272e-17,5.8020762945141255,6.133282215308827,177,136,0.3312059207946989,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,MXRA8,0.3822026035581181,0.0407243482044291,9.385112847958375,1.3736955420878851e-18,2.4685477887255933e-17,8.095798750124294,7.713596146566175,177,136,0.3822026035581181,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,UBE2J1,-0.28731042178024246,0.030614055424270765,-9.38491871784041,1.3756688793756862e-18,2.4699234928211397e-17,7.6734162817344576,7.960726703514706,177,136,0.28731042178024246,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PRKRA,-0.17161011574443252,0.018289025616607033,-9.383229010768344,1.3929640120719339e-18,2.498781933936057e-17,7.969811550079089,8.141421665823533,177,136,0.17161011574443252,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,FRMD4B,0.4851449933304264,0.05173248561760429,9.377956375738771,1.44833156108263e-18,2.595826505183154e-17,7.793341455903954,7.308196462573533,177,136,0.4851449933304264,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ELOVL1,-0.2778254663629527,0.02962611108372207,-9.37772310303672,1.4508309509409954e-18,2.5980291547060734e-17,7.784709454350286,8.062534920713231,177,136,0.2778254663629527,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,FAM20C,-0.31127212223442235,0.033205727521291195,-9.3740491616947,1.4907644573989117e-18,2.6672032505518586e-17,7.129706456728817,7.440978578963237,177,136,0.31127212223442235,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,EFCAB6,0.24240872379316247,0.02586136891711971,9.373391043994301,1.498032108489493e-18,2.6778633407875993e-17,4.313049502344632,4.070640778551469,177,136,0.24240872379316247,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,FAM188A,0.1961149274934777,0.020926135551227968,9.371769910090707,1.5160847337831022e-18,2.7077670572807373e-17,6.663489679265531,6.467374751772063,177,136,0.1961149274934777,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,AZIN1,0.3494303979173736,0.03731220068374771,9.365043913627348,1.5933184279027854e-18,2.8432252923745166e-17,8.164597923542368,7.815167525625001,177,136,0.3494303979173736,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,EMP3,-0.45643559925618904,0.04875061546364455,-9.362663320559982,1.6215795868452359e-18,2.891133613860948e-17,7.612470502971757,8.06890610222794,177,136,0.45643559925618904,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,CARNS1,0.26325049224422514,0.028123393447884146,9.3605521941034,1.6470575574129872e-18,2.934000614032717e-17,5.850261766604519,5.587011274360294,177,136,0.26325049224422514,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ZBTB20,0.20771334492825666,0.022191118085788473,9.360201866587309,1.6513237137238035e-18,2.9390400300828356e-17,8.946514615920908,8.738801270992653,177,136,0.20771334492825666,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,AKT1S1,-0.18028190584010462,0.019261490708381453,-9.359706814470838,1.6573709712405361e-18,2.947237944510345e-17,6.521917096152545,6.70219900199265,177,136,0.18028190584010462,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ATPIF1,0.32736380642401963,0.03498743881641479,9.356609614717863,1.6957063954385519e-18,3.0127885131814406e-17,7.276941284666665,6.949577478242648,177,136,0.32736380642401963,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,DIP2B,0.1748741704447485,0.018690514291797276,9.356305969680871,1.699511771246691e-18,3.016928448089829e-17,7.139893179841807,6.965019009397061,177,136,0.1748741704447485,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,C16ORF58,0.20677545077463488,0.02211195309444085,9.351297458505378,1.7635165794378967e-18,3.127832961795749e-17,6.655012242723169,6.4482367919485295,177,136,0.20677545077463488,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,KLF13,-0.23370355539298737,0.024994827890450017,-9.350076600538644,1.7794772798733455e-18,3.153406444836215e-17,7.278598106401125,7.512301661794116,177,136,0.23370355539298737,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,HCFC1,-0.18868187145729287,0.02018182947653668,-9.34909650666971,1.7923940325677157e-18,3.1735117061871587e-17,7.675311574248585,7.863993445705882,177,136,0.18868187145729287,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,TMCC1,0.18621465105184498,0.019918176865680502,9.348980697761416,1.7939264216881932e-18,3.1735117061871587e-17,7.491983354169487,7.305768703117648,177,136,0.18621465105184498,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PPIL4,0.2012667730916009,0.02153146777867223,9.347564000767454,1.8127777672901672e-18,3.2040886206641246e-17,6.928679734525424,6.727412961433821,177,136,0.2012667730916009,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SERPINE1,-1.4973391645238037,0.16021242236606517,-9.345961707654432,1.834335701410828e-18,3.2393924951512464e-17,6.317752111542372,7.815091276066177,177,136,1.4973391645238037,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ECD,0.15620772089867918,0.01671871980084083,9.343282425896213,1.870953616854666e-18,3.301208064251762e-17,8.703182423067798,8.546974702169113,177,136,0.15620772089867918,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,FAM13A,0.32823743179411746,0.035132804489143035,9.34276203015764,1.878149559284356e-18,3.311048145462507e-17,6.8642950470000015,6.5360576152058805,177,136,0.32823743179411746,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ELF2,-0.18252611032473354,0.019540974016182794,-9.340686404555635,1.907125159240363e-18,3.359234238282982e-17,6.997159640564969,7.179685750889705,177,136,0.18252611032473354,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ANKRD27,-0.1887116491661689,0.02020702303485491,-9.338913942972296,1.9322193908843676e-18,3.400506587227652e-17,6.828177833892654,7.016889483058822,177,136,0.1887116491661689,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SLC16A7,0.4142629537136928,0.04438016564814387,9.334416572440592,1.9973722782987744e-18,3.512146439484947e-17,10.078746646096041,9.66448369238235,177,136,0.4142629537136928,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,MED12,0.17801098889759892,0.019073696519169767,9.332799686662275,2.0213247285226005e-18,3.5512105410899643e-17,7.448149074022599,7.270138085124998,177,136,0.17801098889759892,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,TNKS,0.18655885303705455,0.019992789908284483,9.33130663068437,2.0436957490966244e-18,3.587431593907809e-17,7.758468333242936,7.571909480205885,177,136,0.18655885303705455,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,CD63,-0.28820639335086495,0.030889901971593813,-9.330116800496745,2.061699157050646e-18,3.615930339767214e-17,8.749435603163837,9.037641996514706,177,136,0.28820639335086495,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,DDX21,-0.4066080699228145,0.04359677523158822,-9.326562980011536,2.11641445277182e-18,3.708712558627568e-17,6.761933045768361,7.1685411156911725,177,136,0.4066080699228145,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,NIPA2,-0.30168897043656484,0.03235102631552343,-9.325483757274228,2.133313780658527e-18,3.735125583430383e-17,6.974378986423727,7.276067956860295,177,136,0.30168897043656484,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,TMEM14A,0.3307073766959543,0.0354655459139552,9.324750773562055,2.144867694026105e-18,3.752142373210765e-17,6.352231667276834,6.021524290580881,177,136,0.3307073766959543,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SERPINI1,0.41598174850000036,0.04462114108464593,9.322526013193755,2.1803178048476776e-18,3.8108973597551285e-17,5.087357581000003,4.671375832500001,177,136,0.41598174850000036,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,C9ORF123,0.20733021865345602,0.022247454927215145,9.319278062670913,2.2331180346988394e-18,3.899851734380125e-17,9.307748673344634,9.100418454691173,177,136,0.20733021865345602,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,TMEM214,-0.22516868195347284,0.0241658465638348,-9.317640967333094,2.2602103125446756e-18,3.943797004397493e-17,7.554802291870059,7.779970973823528,177,136,0.22516868195347284,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ATXN1,0.20204808668282626,0.021689627192780996,9.315424598449269,2.2974092440024218e-18,4.005287215673446e-17,7.559220967881361,7.357172881198526,177,136,0.20204808668282626,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ICAM2,-0.30655567376192305,0.03291137794903268,-9.314580332572591,2.3117383727509473e-18,4.026835581154759e-17,7.829415167039545,8.135970840801471,177,136,0.30655567376192305,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,CHRAC1,-0.23075223769553777,0.0247747290111341,-9.314016617168026,2.3213552460304428e-18,4.040145938835962e-17,7.128561787355932,7.359314025051468,177,136,0.23075223769553777,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,MGEA5,0.2634204413031327,0.028282803684354103,9.313802275156174,2.3250222840470355e-18,4.043087220132812e-17,8.637211309531075,8.373790868227942,177,136,0.2634204413031327,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,EIF3B,-0.2614908060795109,0.02808716992849097,-9.3099734414417,2.3915040573954348e-18,4.155162104820445e-17,7.4077136282881355,7.669204434367647,177,136,0.2614908060795109,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PARP8,0.3483705699385178,0.03742324382566882,9.308935686103416,2.4098456584435566e-18,4.183475697382914e-17,6.012773359350284,5.6644027894117635,177,136,0.3483705699385178,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,EHD1,-0.2039782837915416,0.021914408508069506,-9.307952971508723,2.4273430785274007e-18,4.210277010677298e-17,6.219504844723161,6.423483128514708,177,136,0.2039782837915416,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,CACNA1H,-0.3274484349206963,0.03517988425996518,-9.307831501121044,2.429514615696688e-18,4.2104723636438366e-17,5.452351425395479,5.779799860316174,177,136,0.3274484349206963,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,CCNG2,0.34960225499854536,0.03756194691724464,9.307351819882463,2.4381087698903736e-18,4.221788682833035e-17,6.222427532785312,5.872825277786764,177,136,0.34960225499854536,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,B4GALT5,-0.25327945621938364,0.02721821190556669,-9.305514157143538,2.471313051711524e-18,4.2756642899746757e-17,9.143469700435034,9.396749156654415,177,136,0.25327945621938364,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ACADSB,0.38751132627505,0.041658541316021244,9.302085815616858,2.534462604937744e-18,4.381213885965923e-17,8.137677205355937,7.750165879080877,177,136,0.38751132627505,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,IMPA2,-0.3400561012127783,0.036560059753262375,-9.301300476743174,2.549152307445405e-18,4.4028855310184576e-17,5.850358590096045,6.190414691308821,177,136,0.3400561012127783,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,KIAA1109,0.20035605456684147,0.021542163539355542,9.300646808330532,2.561443511407058e-18,4.4203814184197756e-17,8.348523551412432,8.148167496845588,177,136,0.20035605456684147,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,FAM59A,-0.28183066020384606,0.03030265497890256,-9.30052698022874,2.563703058327455e-18,4.4205503830351144e-17,7.216833982700572,7.498664642904413,177,136,0.28183066020384606,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ZNF273,0.21988332820484446,0.02364342806988493,9.299976617388825,2.5741064376065797e-18,4.43474950708126e-17,5.686904595418078,5.467021267213236,177,136,0.21988332820484446,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PPP1CA,-0.20310670090158656,0.021840765499625353,-9.299431418970666,2.5844534869082585e-18,4.4488277615550415e-17,8.444219450502832,8.647326151404412,177,136,0.20310670090158656,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,MARCKS,0.3177556266188519,0.03417315572052173,9.29839869684709,2.60416623882275e-18,4.4789907135345023e-17,6.975184765435031,6.657429138816177,177,136,0.3177556266188519,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,KLHL26,-0.19810083115694566,0.0213074157087341,-9.297271610265827,2.625850493290814e-18,4.512490973764466e-17,5.468673127740113,5.666773958897058,177,136,0.19810083115694566,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,TLR3,0.3974683883688521,0.04275912847492429,9.295521273356728,2.6598811930783843e-18,4.5671343743453363e-17,6.753577485435025,6.356109097066178,177,136,0.3974683883688521,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,STX2,-0.3323668148294283,0.035781583040467545,-9.288767756684624,2.7953361466822614e-18,4.7956899496352554e-17,7.401913851214689,7.734280666044123,177,136,0.3323668148294283,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,LDHA,-0.34683289586249444,0.03734055391095985,-9.288370405257842,2.803515608014291e-18,4.80569104642852e-17,10.473066270446328,10.819899166308826,177,136,0.34683289586249444,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ENPP4,-0.24403687069740787,0.02627624178343765,-9.28735824204618,2.824458370618588e-18,4.837535484015923e-17,5.8199114935084735,6.06394836420588,177,136,0.24403687069740787,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,NPHP3,0.23815044045239286,0.025646633011654384,9.285836481700041,2.856237676275565e-18,4.8878711698606945e-17,7.041831240084747,6.803680799632354,177,136,0.23815044045239286,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,LARP1B,-0.21052505204631888,0.022682214373021665,-9.28150349803229,2.9486804686361232e-18,5.0418491290642744e-17,5.999075877446327,6.209600929492648,177,136,0.21052505204631888,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SIPA1,-0.1862968411463113,0.020075304335373544,-9.27990121763924,2.983611148715068e-18,5.097313950812292e-17,5.987666358338985,6.173963199485293,177,136,0.1862968411463113,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,AKR7A2,0.20601806132689582,0.02221350119194561,9.274452484851684,3.1054967382747927e-18,5.301119223515819e-17,7.586041357525423,7.380023296198534,177,136,0.20601806132689582,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PIGA,-0.356155358229977,0.038406841643948815,-9.27322693002774,3.13358511104487e-18,5.344605131014812e-17,4.878853264299436,5.235008622529411,177,136,0.356155358229977,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,EIF2AK2,0.2549581418040052,0.027494706697802775,9.272990056096146,3.1390429928602933e-18,5.349452433666083e-17,7.629651106259883,7.374692964455881,177,136,0.2549581418040052,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,LRCH4,-0.17609309494200742,0.018992088671589264,-9.27191832278192,3.1638552063716355e-18,5.387247208184841e-17,5.859595267734465,6.035688362676472,177,136,0.17609309494200742,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,COL4A3BP,0.20686809549160756,0.022323848796807055,9.266685927437189,3.2878146094607366e-18,5.593661294798009e-17,7.676879492418078,7.470011396926472,177,136,0.20686809549160756,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SLC41A3,-0.18823223653688892,0.020316487392552943,-9.26499905716408,3.3287957020181965e-18,5.65867598555878e-17,7.426782609610169,7.615014846147057,177,136,0.18823223653688892,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,P2RX5,-0.6632696982782487,0.07161320356965457,-9.261835321095774,3.407027119324743e-18,5.786852540713538e-17,6.191988009971748,6.855257708250001,177,136,0.6632696982782487,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,AKAP8,-0.26324166286989037,0.0284397757975466,-9.256108935028923,3.553292634124628e-18,6.030276711024783e-17,6.933392948983052,7.1966346118529385,177,136,0.26324166286989037,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SPTBN1,0.1883107710322376,0.020347503033272162,9.254736108126512,3.5892734932016734e-18,6.086288800661212e-17,10.868451533502828,10.680140762470595,177,136,0.1883107710322376,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,KIAA1377,0.3754836409512714,0.04057642844983521,9.253738076417525,3.6156578806916294e-18,6.125948936217384e-17,5.154203497576268,4.778719856624999,177,136,0.3754836409512714,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,TMEM62,-0.21494164832851448,0.023233353818761397,-9.251425773705765,3.677528421429898e-18,6.225617236609389e-17,7.0445337364067795,7.259475384735295,177,136,0.21494164832851448,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,OAS1,0.4929077752364166,0.0532818360769122,9.250953261537486,3.69030012109427e-18,6.242070924431582e-17,6.242173789508474,5.74926601427206,177,136,0.4929077752364166,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ZBTB4,0.23416785387529115,0.025321029974783846,9.247959269764664,3.77225462513826e-18,6.375422073064248e-17,7.877570277242943,7.643402423367646,177,136,0.23416785387529115,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,APP,0.14088963422357814,0.015235855629671459,9.24724135277306,3.792172996236273e-18,6.403793375147133e-17,10.81746348135593,10.676573847132355,177,136,0.14088963422357814,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PEX3,0.2616127328983473,0.028295131054875307,9.245856907005592,3.830879026184523e-18,6.46381815886745e-17,6.79710930336158,6.5354965704632395,177,136,0.2616127328983473,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,DAG1,-0.24688447915677791,0.026707375744067997,-9.244056081085155,3.881813055848197e-18,6.544359191434099e-17,8.644728900593217,8.891613379750005,177,136,0.24688447915677791,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ZBTB7A,-0.17272202095596478,0.018685599619112234,-9.243589955727144,3.895105883778019e-18,6.561360405540402e-17,6.657434625073452,6.830156646029412,177,136,0.17272202095596478,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,AP1B1,-0.2270855492492525,0.024569384553224737,-9.242622612598064,3.922836548726759e-18,6.602634355675903e-17,6.886855612338981,7.1139411615882375,177,136,0.2270855492492525,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ZNF462,0.2570276924691761,0.027817243238964486,9.239869323540637,4.002841106143347e-18,6.731751695775612e-17,8.899615171248591,8.642587478779406,177,136,0.2570276924691761,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SLC22A5,-0.5073471575854924,0.05494166419635654,-9.234288130994349,4.1700173121591916e-18,7.007136732428551e-17,6.879918316576273,7.387265474161769,177,136,0.5073471575854924,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,MT1A,-0.8641387605392561,0.0936048179671283,-9.23177651862664,4.247490920413727e-18,7.131460535505806e-17,7.483365417203387,8.347504177742648,177,136,0.8641387605392561,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,STRN4,-0.1768233414286713,0.01915608298821806,-9.230662737127751,4.282302141982318e-18,7.184009745983461e-17,7.453772084446326,7.630595425875,177,136,0.1768233414286713,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,UBAP1,-0.18892907309097717,0.020469206921409033,-9.229916616523798,4.305780264580211e-18,7.217475935300435e-17,7.351193309423733,7.540122382514705,177,136,0.18892907309097717,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PRDX1,-0.22340985335265096,0.02420894123489443,-9.228402480924325,4.353818624130943e-18,7.292022183741014e-17,9.43975015624294,9.663160009595586,177,136,0.22340985335265096,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SGCE,0.3243647567273187,0.03515167148360387,9.227577040784967,4.3802305338439984e-18,7.330254862283942e-17,8.331071479050847,8.00670672232353,177,136,0.3243647567273187,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,KPNA5,0.2798949548526499,0.0303441792809934,9.224008079466065,4.496269022683123e-18,7.518291211273088e-17,6.021038779757059,5.7411438249044116,177,136,0.2798949548526499,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,BC118593,-0.31528255930321514,0.03419108203737413,-9.221192794032698,4.589949926496704e-18,7.66866633961255e-17,4.144663028542373,4.459945587845589,177,136,0.31528255930321514,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,DOT1L,-0.3589275440724493,0.038953433098904734,-9.21427241499136,4.8285405156623175e-18,8.060706411860767e-17,6.1011680280451985,6.4600955721176465,177,136,0.3589275440724493,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,TNXB,0.3716372820965712,0.04035062331827331,9.210199286519332,4.974676583707395e-18,8.297890386363478e-17,7.681741747297556,7.310104465200982,177,136,0.3716372820965712,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,EFTUD2,-0.18772980617800794,0.020389359818648325,-9.20724377066063,5.083453176506215e-18,8.472421960843692e-17,8.262664714858756,8.450394521036765,177,136,0.18772980617800794,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,FADS3,-0.4547094845840389,0.04938886148172266,-9.20672133234562,5.102925200329252e-18,8.497949539636254e-17,8.241554141790962,8.696263626375,177,136,0.4547094845840389,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SLC2A8,-0.2134776860508052,0.023189496271819897,-9.20579229270389,5.13773475799621e-18,8.548956533850489e-17,6.689057853412425,6.902535539463233,177,136,0.2134776860508052,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ZNF622,-0.35541616089456607,0.03860839128194488,-9.205671334479444,5.142284153196245e-18,8.549569994541724e-17,6.646589533796607,7.002005694691174,177,136,0.35541616089456607,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,SKA2,0.2754035724855024,0.029932595599855838,9.200791544012601,5.3291897883965374e-18,8.85312194741748e-17,8.259405398316376,7.98400182583088,177,136,0.2754035724855024,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,BAP1,-0.18414082959031175,0.020014141156538663,-9.200536168405735,5.3391546030612845e-18,8.86247659355546e-17,7.6813844568361525,7.8655252864264735,177,136,0.18414082959031175,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PRIMA1,-0.31323403438978925,0.034053415345907154,-9.19831480067495,5.4266160774046775e-18,9.000348644195106e-17,5.057695112073447,5.370929146463233,177,136,0.31323403438978925,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,STEAP4,-0.5828824641164423,0.06337019336255954,-9.198054056448905,5.436975046087778e-18,9.010222017220021e-17,8.109447884435028,8.692330348551469,177,136,0.5828824641164423,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,PPP1R3C,0.5243288192423572,0.05702059043838121,9.195429496805517,5.542343244508071e-18,9.177402376533607e-17,9.846167271757063,9.321838452514704,177,136,0.5243288192423572,up_in_DCM_HF
GSE57338,DCM_HF_vs_Control,ASRGL1,-0.3048714457622137,0.03317583936618329,-9.189562391991036,5.785270583106711e-18,9.571908044056005e-17,4.629803938796607,4.934675384558823,177,136,0.3048714457622137,down_in_DCM_HF
GSE57338,DCM_HF_vs_Control,LAMA5,-0.2520641565940509,0.02745119269780146,-9.182266117502373,6.1021509554069424e-18,1.008803452207534e-16,6.5377567601412405,6.789820916735292,177,136,0.2520641565940509,down_in_DCM_HF
