timestamp,dataset,contrast,model,log2FC_definition,input_gene_symbol_matrix,input_design_table,input_target_universe,expression_matrix_shape_full,expression_matrix_shape_hcm_control,n_samples_used,n_HCM,n_Control,n_genes_tested,FDR_lt_0_05,FDR_lt_0_10,nominal_p_lt_0_05,target_HCM_rows,target_HCM_rows_matched,target_HCM_rows_not_matched,H4_HCM_rows,H4_HCM_rows_matched,full_de_output,target_de_output,h4_snapshot_output
2026-07-08T10:49:49.804009,GSE141910,HCM_vs_Control,expression ~ HCM_status,HCM minus Control,/content/drive/MyDrive/MCI_Project/data/processed/expression_matrices/GSE141910_expression_matrix_gene_symbol.csv,/content/drive/MyDrive/MCI_Project/data/processed/sample_metadata/GSE141910_analysis_design_table_initial.csv,/content/drive/MyDrive/MCI_Project/data/processed/clinvar/mci_target_gene_universe.csv,"[18513, 366]","[18513, 194]",194,28,166,18513,6762,7932,8173,50,47,3,15,15,/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE141910/GSE141910_HCM_vs_Control_disease_only_DE_gene_level.csv,/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE141910/GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE141910/GSE141910_HCM_vs_Control_H4_prespecified_target_DE_snapshot.csv
