cohort,disease,comparison,step,timestamp,disease_only_model,disease_only_n_samples,disease_only_n_hcm,disease_only_n_control,disease_only_n_features_tested,disease_only_n_gene_level_rows,disease_only_n_fdr_lt_0_05,disease_only_target_rows,disease_only_target_rows_matched,disease_only_target_rows_not_matched,adjusted_model,adjusted_n_original_samples,adjusted_n_samples_used,adjusted_n_excluded_missing_covariates,adjusted_n_hcm,adjusted_n_control,adjusted_n_male,adjusted_n_female,adjusted_age_mean,adjusted_age_sd,adjusted_n_features_tested,adjusted_n_gene_level_rows,adjusted_n_fdr_lt_0_05,adjusted_target_rows,adjusted_target_rows_matched,adjusted_target_rows_not_matched,disease_only_vs_adjusted_n_compared_genes,disease_only_vs_adjusted_direction_agreement_fraction,disease_only_vs_adjusted_median_abs_log2FC_change,disease_only_vs_adjusted_mean_abs_log2FC_change
GSE36961,HCM,HCM_vs_Control,Step 3 real differential expression,2026-07-08T08:47:49.556006,expression ~ HCM_status,145,106,39,37846,37846,7973,101,89,12,expression ~ HCM_status + age_years + sex,145,142,3,106,36,73,69,44.25352112676056,18.33898170360291,37846,37846,7483,101,89,12,37846,0.9188289383290176,0.007908426477994734,0.012945557706567239
