timestamp,dataset,contrast,model,log2FC_definition,input_gene_symbol_matrix,input_design_table,input_target_universe,expression_matrix_shape_full,expression_matrix_shape_dcm_control,n_samples_used,n_DCM_HF,n_Control,n_genes_tested,FDR_lt_0_05,FDR_lt_0_10,nominal_p_lt_0_05,target_DCM_rows,target_DCM_rows_matched,target_DCM_rows_not_matched,H4_DCM_rows,H4_DCM_rows_matched,missing_DCM_target_rows,full_de_output,target_de_output,h4_snapshot_output
2026-07-08T11:27:43.471284,GSE57338,DCM_HF_vs_Control,expression ~ DCM_HF_status,DCM/HF minus Control,/content/drive/MyDrive/MCI_Project/data/processed/expression_matrices/GSE57338_expression_matrix_gene_symbol_CODE18.csv,/content/drive/MyDrive/MCI_Project/data/processed/sample_metadata/GSE57338_analysis_design_table_CODE16.csv,/content/drive/MyDrive/MCI_Project/data/processed/clinvar/mci_target_gene_universe.csv,"[20450, 313]","[20450, 313]",313,177,136,20450,10922,12043,11798,51,46,5,7,6,"[{'gene_symbol': 'RBM20', 'disease_group': 'DCM', 'stratum': 'DCM_RNA_processing'}, {'gene_symbol': 'CEP85L', 'disease_group': 'DCM', 'stratum': nan}, {'gene_symbol': 'MHRT', 'disease_group': 'DCM', 'stratum': nan}, {'gene_symbol': 'MT-TI', 'disease_group': 'DCM', 'stratum': nan}, {'gene_symbol': 'TARID', 'disease_group': 'DCM', 'stratum': nan}]",/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_gene_level.csv,/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_H4_prespecified_target_DE_snapshot.csv
