cohort,disease,comparison,step,timestamp,input_count_matrix_type,normalization,transformation,model,log2FC_definition,n_samples,n_hcm,n_control,original_gene_count,filtered_gene_count,removed_gene_count,filter_rule,min_samples_expressed,n_fdr_lt_0_05,n_fdr_lt_0_10,n_nominal_p_lt_0_05,target_universe_rows,target_rows_matched_in_de,target_rows_not_matched_in_de,library_size_min,library_size_median,library_size_max,detected_genes_min,detected_genes_median,detected_genes_max,unique_target_symbols,matched_target_symbols_before_filtering,missing_target_symbols_before_filtering,h4_prespecified_rows_total,h4_prespecified_rows_matched_in_de,h4_prespecified_rows_not_matched_in_de
GSE249925,HCM,HCM_vs_Control,Step 3 real differential expression,2026-07-08T09:09:24.415834,gene-symbol raw counts,CPM,log2(CPM + 1),log2(CPM + 1) ~ HCM_status,HCM minus Control on log2CPM scale,120,97,23,58674,15826,42848,CPM >= 1 in at least 20 percent of samples,24,8678,9678,9418,101,97,4,42135002.0,53807210.0,109606788.0,25390,28110.0,32339,75,74,1,22,22,0
