timestamp,dataset,step,status,matrix_ensembl_shape,matrix_gene_symbol_shape,total_samples,total_missing_expression_values,unique_target_symbols,matched_target_symbols,missing_target_symbols,hcm_samples_used,hcm_n_HCM,hcm_n_Control,hcm_genes_tested,hcm_FDR_lt_0_05,hcm_target_rows_matched,hcm_target_rows_total,hcm_H4_rows_matched,hcm_H4_rows_total,dcm_samples_used,dcm_n_DCM,dcm_n_Control,dcm_genes_tested,dcm_FDR_lt_0_05,dcm_target_rows_matched,dcm_target_rows_total,dcm_H4_rows_matched,dcm_H4_rows_total,manifest_output
2026-07-08T10:56:04.169931,GSE141910,Step 3 differential expression completion,COMPLETE_FOR_HCM_AND_DCM_ARMS,"[20781, 366]","[18513, 366]",366,0,75,71,"['CASR', 'MHRT', 'RPL36A-HNRNPH2', 'SCO2']",194,28,166,18513,6762,47,50,15,15,332,166,166,18513,12171,49,51,7,7,/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE141910/GSE141910_STEP3_DE_file_manifest_CODE15.csv
