timestamp,dataset,contrast,model,log2FC_definition,input_gene_symbol_matrix,input_design_table,input_target_universe,expression_matrix_shape_full,expression_matrix_shape_dcm_control,n_samples_used,n_DCM,n_Control,n_genes_tested,FDR_lt_0_05,FDR_lt_0_10,nominal_p_lt_0_05,target_DCM_rows,target_DCM_rows_matched,target_DCM_rows_not_matched,H4_DCM_rows,H4_DCM_rows_matched,full_de_output,target_de_output,h4_snapshot_output
2026-07-08T10:52:28.265301,GSE141910,DCM_vs_Control,expression ~ DCM_status,DCM minus Control,/content/drive/MyDrive/MCI_Project/data/processed/expression_matrices/GSE141910_expression_matrix_gene_symbol.csv,/content/drive/MyDrive/MCI_Project/data/processed/sample_metadata/GSE141910_analysis_design_table_initial.csv,/content/drive/MyDrive/MCI_Project/data/processed/clinvar/mci_target_gene_universe.csv,"[18513, 366]","[18513, 332]",332,166,166,18513,12171,13128,12671,51,49,2,7,7,/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_gene_level.csv,/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,/content/drive/MyDrive/MCI_Project/results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_H4_prespecified_target_DE_snapshot.csv
