gene_symbol,log2FC,FDR,SE,p_value,stratum,disease_group,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,n_plp_variants,max_review_weight,cohort,arm,selected_source_file,matched_in_DE,score_eligible,direction
LMNA,-0.7357543737749255,9.337349364209024e-06,0.1458262886822073,1.6584916632624517e-06,DCM_RNA_processing,DCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,82,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PLN,0.590576844046081,0.0008939340085854,0.1573990568685179,0.0002734446187009,DCM_RNA_processing,DCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
RBM20,0.8086368574171772,2.855344453100908e-13,0.0911381399594163,9.165392279636428e-15,DCM_RNA_processing,DCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,9,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
SCN5A,0.0785825343970298,0.5707596635037041,0.1119035683006703,0.4839159083086504,DCM_RNA_processing,DCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,28,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TNNT2,-0.0918823279888405,0.233846544386933,0.0658336304734708,0.1654332055450589,DCM_TTN_related,DCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TTN,0.1722246403847425,0.1998912441512213,0.1151072943348679,0.1372689271727204,DCM_TTN_related,DCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1111,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
ABCC9,-0.1691861015061044,0.2494788231467478,0.1250708052466075,0.1787306266168221,,DCM,ClinVar_PLP_review2plus,False,True,9,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
ACTN2,0.230575361126692,0.0017606495277162,0.0652985740832255,0.0005912961101865,,DCM,ClinVar_PLP_review2plus,False,True,2,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
BAG3,-0.5495780678896001,0.0001073243812295,0.1253307934320202,2.5335769510535456e-05,,DCM,ClinVar_PLP_review2plus,False,True,43,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
CCDC30,0.3451796785573323,7.125633966080482e-07,0.0606990584140692,9.554819290606223e-08,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
CEP85L,0.0490688902578911,0.7846332776664519,0.1386272628648122,0.7239984679491468,,DCM,ClinVar_PLP_review2plus,False,True,2,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
CSRP3,0.0526345920651192,0.7508529520420693,0.128838726831346,0.6836244272699467,,DCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
DES,-0.2004016464597313,0.1301612926694358,0.1145883087207651,0.0829114110577898,,DCM,ClinVar_PLP_review2plus,False,True,9,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
DMD,0.4849451207108333,0.0026531625403374,0.1429427177843265,0.0009430076639326,,DCM,ClinVar_PLP_review2plus,False,True,43,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
DSG2,0.0739911504454993,0.6489031986510095,0.1289324793986391,0.5671445117996187,,DCM,ClinVar_PLP_review2plus,False,True,8,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
DSP,-0.1509567548731971,0.3336563294486254,0.1313774740659715,0.2528670551880964,,DCM,ClinVar_PLP_review2plus,False,True,44,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
EMD,-0.3180953868241241,0.0005700900069359,0.081725313005036,0.0001649464262454,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
EYA4,-0.1974743644240575,0.2283913874566726,0.1400040267944265,0.1610255971971157,,DCM,ClinVar_PLP_review2plus,False,True,9,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
FKTN,0.1610087156110726,0.1890348241438571,0.105177351799835,0.1284877798126798,,DCM,ClinVar_PLP_review2plus,False,True,42,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
FLNC,-1.0243574877286916,1.016185552118092e-05,0.2039269348024408,1.8248447738655489e-06,,DCM,ClinVar_PLP_review2plus,False,True,19,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
GATA4,0.3302079597985052,0.0038038270896055,0.101107602792924,0.0014286584241511,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
KIF5B,0.455021949579224,0.0036852807686851,0.1388385427235433,0.0013766826680441,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
LAMP2,-0.1130675823810225,0.3378590674270543,0.0992115156037095,0.2567353181396282,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
LDB3,0.174565295402876,0.11585749178817,0.096344954576591,0.0725481956034857,,DCM,ClinVar_PLP_review2plus,False,True,2,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MHRT,,,,,,DCM,ClinVar_PLP_review2plus,False,True,3,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,False,False,
MT-TI,-0.3755568163420565,0.1328220788472755,0.2161952434924788,0.0849755812162684,,DCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MYBPC3,0.0773712582059218,0.698704809303921,0.1572773813511198,0.6236746903790067,,DCM,ClinVar_PLP_review2plus,False,True,7,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MYH7,0.630645313784695,3.624606772096488e-05,0.1346202073872552,7.570556940143945e-06,,DCM,ClinVar_PLP_review2plus,False,True,66,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MYPN,0.2618821116902525,0.0315794394520056,0.1072610897652837,0.0161089861428056,,DCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
NCAPH2,-0.2694901489569152,0.0591364446214523,0.1251313778323126,0.0333011496566652,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
NEXN,0.2530575564911199,0.1544532380259549,0.1533343262627101,0.1015276781994193,,DCM,ClinVar_PLP_review2plus,False,True,3,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
NKX2-5,-0.480951962932892,0.0038633441075265,0.1475116647025404,0.0014541669104887,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PMS2,0.2640348848509517,0.0009563510016565,0.0707782542577025,0.0002953170317891,,DCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PPCS,0.3611750035518255,4.41393568131012e-08,0.0569828767876205,4.4122622569396e-09,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PPP1R13L,0.2157083428961947,0.0910094692280371,0.1112476354874578,0.0548897626552264,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PSEN1,-0.1679708447397164,0.0155368810639718,0.0613045273774665,0.0070998814517025,,DCM,ClinVar_PLP_review2plus,False,True,5,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
RAF1,-0.0970203177844453,0.084768993784788,0.0491052158684771,0.0505153785153756,,DCM,ClinVar_PLP_review2plus,False,True,5,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
RNF220,-0.3490508178346592,4.162911618533584e-06,0.0664540680580184,6.736520065123537e-07,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
SCO2,-0.6909549389293488,1.922069778059276e-05,0.1422363720439709,3.683582482531141e-06,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
SDHA,0.1855873285929348,0.0767266954011328,0.0916595372355211,0.0451507465102205,,DCM,ClinVar_PLP_review2plus,False,True,41,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
SGCB,0.101299684199632,0.4222784901788849,0.1048521325151135,0.3359603128362053,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
SGCD,-0.0025718814932831,0.990109820890296,0.139816862115029,0.9853550915595956,,DCM,ClinVar_PLP_review2plus,False,True,12,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TAB2,-0.1673468985717232,0.1939255341255794,0.1104395792381141,0.1323756821154199,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TARID,,,,,,DCM,ClinVar_PLP_review2plus,False,True,4,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,False,False,
TCAP,-0.2074916512443834,0.2874654271256884,0.1651479742447572,0.2114531974465355,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TMEM43,-0.7768090303163863,2.0999825802606102e-09,0.1107335114297235,1.5511687326707018e-10,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TNNC1,0.0806688900510401,0.5931293822804142,0.1211547823759208,0.5068171765814509,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TNNI3,0.408234870196916,0.0256029500241555,0.1612279787381082,0.01265425724055,,DCM,ClinVar_PLP_review2plus,False,True,8,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TPM1,0.1308904849986678,0.0313314330687925,0.0535380110389217,0.0159705971544262,,DCM,ClinVar_PLP_review2plus,False,True,7,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TSFM,0.1145761124960451,0.0413019962443017,0.0493507976725781,0.0219663150757163,,DCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
ACTC1,0.2628886150655369,0.0075797885381488,0.0871655862463068,0.003137570751511,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,5,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
BAG3,-0.5495780678896001,0.0001073243812295,0.1253307934320202,2.5335769510535456e-05,HCM_non_sarcomeric,HCM,PreSpecified_H4_Stratum,True,False,0,,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
CSRP3,0.0526345920651192,0.7508529520420693,0.128838726831346,0.6836244272699467,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,6,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
FLNC,-1.0243574877286916,1.016185552118092e-05,0.2039269348024408,1.8248447738655489e-06,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,94,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
JPH2,0.1443302892079416,0.1762792525917891,0.0917733444962934,0.1184699943489364,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
LMNA,-0.7357543737749255,9.337349364209024e-06,0.1458262886822073,1.6584916632624517e-06,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MYBPC3,0.0773712582059218,0.698704809303921,0.1572773813511198,0.6236746903790067,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,458,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MYH7,0.630645313784695,3.624606772096488e-05,0.1346202073872552,7.570556940143945e-06,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,135,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MYL2,0.633444464042233,8.171591169210441e-11,0.0821530264518608,4.373396765020374e-12,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MYL3,-0.6203883311351372,2.143243221901844e-05,0.128495183468001,4.17245821223277e-06,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,3,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PLN,0.590576844046081,0.0008939340085854,0.1573990568685179,0.0002734446187009,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
RBM20,0.8086368574171772,2.855344453100908e-13,0.0911381399594163,9.165392279636428e-15,HCM_non_sarcomeric,HCM,PreSpecified_H4_Stratum,True,False,0,,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TNNI3,0.408234870196916,0.0256029500241555,0.1612279787381082,0.01265425724055,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,14,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TNNT2,-0.0918823279888405,0.233846544386933,0.0658336304734708,0.1654332055450589,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TPM1,0.1308904849986678,0.0313314330687925,0.0535380110389217,0.0159705971544262,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
ACTN2,0.230575361126692,0.0017606495277162,0.0652985740832255,0.0005912961101865,,HCM,ClinVar_PLP_review2plus,False,True,2,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
ALPK3,0.4300191019143207,8.067123952508962e-05,0.0963183661127049,1.8474920508046272e-05,,HCM,ClinVar_PLP_review2plus,False,True,7,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
CACNA1C,-0.202467326923923,0.0513617441302739,0.0912013764765533,0.0283291207199014,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
CASR,,,,,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,False,False,
CAV3,0.5251589830466012,3.2099484480510006e-06,0.0987533918821668,5.047680552993549e-07,,HCM,ClinVar_PLP_review2plus,False,True,2,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
CEP85L,0.0490688902578911,0.7846332776664519,0.1386272628648122,0.7239984679491468,,HCM,ClinVar_PLP_review2plus,False,True,2,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
COQ9,0.0487179352597619,0.6164609551848028,0.0776989860839898,0.5318648628011146,,HCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
DES,-0.2004016464597313,0.1301612926694358,0.1145883087207651,0.0829114110577898,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
GLA,-0.6492459624229141,5.314147751268396e-13,0.0742407138050206,1.819959611517421e-14,,HCM,ClinVar_PLP_review2plus,False,True,8,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
KCNH2,-0.5808608874031778,9.743404645131927e-05,0.1316431875657013,2.273625259349944e-05,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
KIF5B,0.455021949579224,0.0036852807686851,0.1388385427235433,0.0013766826680441,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
LAMP2,-0.1130675823810225,0.3378590674270543,0.0992115156037095,0.2567353181396282,,HCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
LZTR1,-0.4620491362058299,0.0050606010707309,0.1460605756086952,0.001983182600826,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MHRT,,,,,,HCM,ClinVar_PLP_review2plus,False,True,9,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,False,False,
MRPL44,0.1384881148981819,0.0158603611840196,0.0507010463146916,0.0072737584654122,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MT-TI,-0.3755568163420565,0.1328220788472755,0.2161952434924788,0.0849755812162684,,HCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MT-TL1,-0.1306859246902239,0.3758223339971812,0.1234402764437218,0.2918999197202926,,HCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MTO1,0.0176125130292008,0.8268441386415861,0.0622373344079226,0.7776807155111847,,HCM,ClinVar_PLP_review2plus,False,True,13,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MYH6,-2.590261720531984,1.3348183553712822e-25,0.1775291126706898,3.458078640858244e-28,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
MYO6,0.0361433530825707,0.7923982611090021,0.1059743856706811,0.7336668596000384,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
NEXN,0.2530575564911199,0.1544532380259549,0.1533343262627101,0.1015276781994193,,HCM,ClinVar_PLP_review2plus,False,True,3,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PKP2,0.4253288486878763,0.0003004245388877,0.1040969232356244,8.039289284655209e-05,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PMS2,0.2640348848509517,0.0009563510016565,0.0707782542577025,0.0002953170317891,,HCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PRKAG2,-0.0171089115421354,0.8678934914802019,0.078812771339507,0.8285185687655056,,HCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
PTPN11,0.5452206449961063,0.0001061523897995,0.1242448407675197,2.50121484621837e-05,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
RAF1,-0.0970203177844453,0.084768993784788,0.0491052158684771,0.0505153785153756,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
RPL36A-HNRNPH2,-0.4262889373630525,3.4174721900688497e-07,0.0726837310746647,4.1870836449788324e-08,,HCM,ClinVar_PLP_review2plus,False,True,8,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
SLC25A4,-0.015204831932416,0.8590142330075327,0.0659993832864287,0.8181966730920983,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
SSUH2,0.0687612302319869,0.632320998508941,0.1144408848413977,0.5490956326619724,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TCAP,-0.2074916512443834,0.2874654271256884,0.1651479742447572,0.2114531974465355,,HCM,ClinVar_PLP_review2plus,False,True,7,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TINF2,-0.433750235370922,3.161974888141509e-09,0.0626324116352243,2.4375138149454316e-10,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TMEM43,-0.7768090303163863,2.0999825802606102e-09,0.1107335114297235,1.5511687326707018e-10,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TNNC1,0.0806688900510401,0.5931293822804142,0.1211547823759208,0.5068171765814509,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TRIM63,-0.2365548866116291,0.0146968358731026,0.0856460884206196,0.0066649305611814,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
TTN,0.1722246403847425,0.1998912441512213,0.1151072943348679,0.1372689271727204,,HCM,ClinVar_PLP_review2plus,False,True,115,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,
ACTC1,-0.043513132533908,0.731318077032931,0.0862643551427661,0.6145473626317348,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,5,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
BAG3,-0.1710872912614531,0.1841042284836613,0.1012639472327967,0.0927432633737711,HCM_non_sarcomeric,HCM,PreSpecified_H4_Stratum,True,False,0,,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
CSRP3,0.4500688798851911,0.0016196160006942,0.1223368214215249,0.0003040990233032,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,6,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM
FLNC,-0.0393254442316739,0.8946305869615503,0.1905784525203842,0.8367378930070353,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,94,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM
