test,alternative,n_sarcomeric,n_non_sarcomeric,median_MCI_sarcomeric,median_MCI_non_sarcomeric,mean_MCI_sarcomeric,mean_MCI_non_sarcomeric,delta_median_non_sarco_minus_sarco,delta_mean_non_sarco_minus_sarco,mann_whitney_U,p_value_directional_less,p_value_two_sided,rank_biserial_effect_size_less_positive,interpretation_direction,significant_at_0_05_directional
H4_HCM_sarcomeric_lower_than_non_sarcomeric,HCM_sarcomeric_MCI < HCM_non_sarcomeric_MCI,8,7,0.34245846662279644,0.6431434629210778,0.441447827649046,0.5642361075192938,0.3006849962982814,0.12278827987024776,19.5,0.1770547053999298,0.3541094107998596,0.3035714285714286,supports_H4_direction,False
