gene_symbol,disease_group,stratum,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,max_n_plp_variants,max_review_weight,n_hcm_cohorts_available,cohorts_available,mean_log2FC,sd_log2FC,min_FDR,n_FDR_lt_0_05,D_g_direction_agreement,S_g_effect_size_consistency,R_g_statistical_reproducibility,MCI,MCI_CI95_lower,MCI_CI95_upper,MCI_CI95_width,MCI_tier,bootstrap_prob_HIGH,bootstrap_prob_MODERATE_or_HIGH,bootstrap_prob_UNSTABLE,bootstrap_tier_majority,tier_stability_note,CI_crosses_HIGH_threshold_0_70,CI_crosses_MODERATE_threshold_0_45,mean_log2FC_rounded,sd_log2FC_rounded,min_FDR_rounded,D_g_direction_agreement_rounded,S_g_effect_size_consistency_rounded,R_g_statistical_reproducibility_rounded,MCI_rounded,MCI_CI95_lower_rounded,MCI_CI95_upper_rounded,MCI_CI95_width_rounded,bootstrap_prob_HIGH_rounded,bootstrap_prob_MODERATE_or_HIGH_rounded,bootstrap_prob_UNSTABLE_rounded,n_disease_cohorts,sigma_disease,mean_log2FC_across_HCM_cohorts,min_log2FC_across_HCM_cohorts,max_log2FC_across_HCM_cohorts,gtex_name,n_gtex_lv_samples,gtex_lv_mean_log2_tpm_plus1,sigma_GTEx,gtex_expression_scale,gtex_tissue,gtex_release,sigma_GTEx_safe,sigma_disease_to_GTEx_ratio,Adj_MCI,GTEx_low_confidence_flag,GTEx_adjustment_status
CSRP3,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,6,2.0,3,GSE141910|GSE249925|GSE36961,0.2001976411705827,0.2175746481775564,0.0016196160006942,1,1.0,0.4566003702506983,0.3333333333333333,0.6431434629210778,0.6164098516536075,1.0,0.3835901483463925,MODERATE,0.328,1.0,0.0,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.2002,0.2176,0.0016,1.0,0.4566,0.3333,0.6431,0.6164,1.0,0.3836,0.328,1.0,0.0,3,0.21757464817755648,0.20019764117058278,0.0526345920651192,0.4500688798851911,ENSG00000129170.8,432.0,9.044095227947626,1.9162485049386353,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.9162485049386353,0.11354197935018034,0.7429309961102324,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
SLC25A4,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.0842482689144887,0.114269854115312,0.0076632974898595,1,1.0,0.3218266939627278,0.3333333333333333,0.5959726762202882,0.5863013653604052,1.0,0.4136986346395948,MODERATE,0.579,1.0,0.0,HIGH,PRIMARY_TIER_DIFFERS_FROM_BOOTSTRAP_MAJORITY,True,False,-0.0842,0.1143,0.0077,1.0,0.3218,0.3333,0.596,0.5863,1.0,0.4137,0.579,1.0,0.0,3,0.114269854115312,-0.08424826891448876,-0.2161473585797954,-0.015204831932416,ENSG00000151729.10,432.0,8.312843371254392,1.7375027656808533,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.7375027656808533,0.06576671782766028,0.6507376101761548,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
PRKAG2,HCM,,ClinVar_PLP_review2plus,False,True,6,2.0,3,GSE141910|GSE249925|GSE36961,-0.1336291743048665,0.1904756327909202,1.5538981905361973e-05,1,1.0,0.2872977260326324,0.3333333333333333,0.5838875374447547,0.5703568397147402,1.0,0.4296431602852598,MODERATE,0.321,1.0,0.0,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,-0.1336,0.1905,0.0,1.0,0.2873,0.3333,0.5839,0.5704,1.0,0.4296,0.321,1.0,0.0,3,0.19047563279092028,-0.13362917430486657,-0.3534387964355984,-0.0171089115421354,ENSG00000106617.13,432.0,4.0860805605924995,1.263276407834176,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.263276407834176,0.15077906276859962,0.7021895041115338,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
TPM1,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,2.0,3,GSE141910|GSE249925|GSE36961,0.0476605372000985,0.0722510543665977,0.0313314330687925,1,1.0,0.2420243390956957,0.3333333333333333,0.5680418520168269,0.5205612837145948,1.0,0.4794387162854052,MODERATE,0.314,1.0,0.0,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,0.0477,0.0723,0.0313,1.0,0.242,0.3333,0.568,0.5206,1.0,0.4794,0.314,1.0,0.0,3,0.07225105436659779,0.04766053720009856,0.0010659348838885,0.1308904849986678,ENSG00000140416.19,432.0,9.771956386772441,1.5438802032286714,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.5438802032286714,0.04679835534875133,0.6055232772584626,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
MT-TI,HCM,,ClinVar_PLP_review2plus,False,True,1,3.0,2,GSE141910|GSE249925,-0.2049254242782458,0.2413092288232419,0.1328220788472755,0,1.0,0.4112267190048745,0.0,0.5439293516517061,0.5439293516517061,0.75,0.2060706483482939,MODERATE,0.486,1.0,0.0,MODERATE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,False,-0.2049,0.2413,0.1328,1.0,0.4112,0.0,0.5439,0.5439,0.75,0.2061,0.486,1.0,0.0,2,0.24130922882324193,-0.20492542427824587,-0.3755568163420565,-0.0342940322144352,ENSG00000210100.1,432.0,2.405319894891719,1.2229475989867138,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2229475989867138,0.1973177174747154,0.6852454789109648,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
PTPN11,HCM,,ClinVar_PLP_review2plus,False,True,2,3.0,3,GSE141910|GSE249925|GSE36961,0.3337111709803695,0.4131719225570806,1.0519159325724516e-18,2,0.3333333333333333,0.3809438243507508,0.6666666666666666,0.4333303385227627,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.343,0.343,0.657,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.3337,0.4132,0.0,0.3333,0.3809,0.6667,0.4333,0.2167,1.0,0.7833,0.343,0.343,0.657,3,0.4131719225570806,0.33371117098036956,-0.1423931905591081,0.5983060585041104,ENSG00000179295.17,432.0,4.026556210649911,1.2275037797598383,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2275037797598383,0.3365952344667467,0.614706227050229,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
PLN,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,2.0,3,GSE141910|GSE249925|GSE36961,0.2662414927797327,0.360495812616969,0.0002921462667866,2,0.3333333333333333,0.3229909266711952,0.6666666666666666,0.4130468243349183,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.346,0.346,0.654,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.2662,0.3605,0.0003,0.3333,0.323,0.6667,0.413,0.2167,1.0,0.7833,0.346,0.346,0.654,3,0.360495812616969,0.2662414927797327,-0.1218955742620339,0.590576844046081,ENSG00000198523.5,432.0,8.791448015084574,2.006740516398898,log2(TPM+1),Heart - Left Ventricle,GTEx v8,2.006740516398898,0.17964246481846086,0.5114963955709492,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
LZTR1,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.2034731979081104,0.2775036453680588,6.145025628838597e-05,2,0.3333333333333333,0.3180830492147154,0.6666666666666666,0.4113290672251504,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.356,0.356,0.644,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.2035,0.2775,0.0001,0.3333,0.3181,0.6667,0.4113,0.2167,1.0,0.7833,0.356,0.356,0.644,3,0.2775036453680588,-0.20347319790811044,-0.4620491362058299,0.0897114957127529,ENSG00000099949.18,432.0,3.5269559312234064,0.6267951797070186,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.6267951797070186,0.4427341727448697,0.6288421420400978,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
LMNA,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.3461623578906416,0.4945396786888619,2.5909063902644696e-16,2,0.3333333333333333,0.2856824732441083,0.6666666666666666,0.3999888656354379,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.358,0.358,0.642,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.3462,0.4945,0.0,0.3333,0.2857,0.6667,0.4,0.2167,1.0,0.7833,0.358,0.358,0.642,3,0.4945396786888619,-0.34616235789064165,-0.7357543737749255,0.2102038917295147,ENSG00000160789.19,432.0,5.555370280051081,0.8589479191421264,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.8589479191421264,0.5757504822676363,0.6623972027678536,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
MYL2,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,3.0,3,GSE141910|GSE249925|GSE36961,0.2541927489442626,0.3745457850129671,8.171591169210441e-11,2,0.3333333333333333,0.2632642225858798,0.6666666666666666,0.3921424779050579,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.326,0.453,0.547,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.2542,0.3745,0.0,0.3333,0.2633,0.6667,0.3921,0.2167,1.0,0.7833,0.326,0.453,0.547,3,0.37454578501296715,0.2541927489442626,-0.1154626826124831,0.633444464042233,ENSG00000111245.14,432.0,13.33394595197749,1.622826634441314,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.622826634441314,0.230798396491632,0.5096261954292214,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
MRPL44,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.0739280732903633,0.1116092000106587,0.0087221468856378,2,0.3333333333333333,0.2451500827547792,0.6666666666666666,0.3858025289641727,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.341,0.341,0.659,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.0739,0.1116,0.0087,0.3333,0.2452,0.6667,0.3858,0.2167,1.0,0.7833,0.341,0.341,0.659,3,0.1116092000106587,0.0739280732903633,-0.0549470524501667,0.1384881148981819,ENSG00000135900.3,432.0,4.1329234416592575,1.2523608811481486,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2523608811481486,0.08911904043851705,0.4333186045734151,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
PKP2,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.1993440246583064,0.4491018598370247,1.9796343058738784e-08,2,0.3333333333333333,0.0,0.6666666666666666,0.3,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.34,0.34,0.66,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.1993,0.4491,0.0,0.3333,0.0,0.6667,0.3,0.2167,1.0,0.7833,0.34,0.34,0.66,3,0.4491018598370247,0.1993440246583064,-0.3178644496181332,0.4905676749051761,ENSG00000057294.14,432.0,5.340300998802248,1.8719725464521473,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.8719725464521473,0.2399083579981898,0.39307004835767995,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
MYH7,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,135,3.0,3,GSE141910|GSE249925|GSE36961,0.2355887776832755,0.3687196073331015,3.624606772096488e-05,1,0.3333333333333333,0.2174508247824809,0.3333333333333333,0.292774455340535,0.1333333333333333,1.0,0.8666666666666667,UNSTABLE,0.22,0.449,0.551,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.2356,0.3687,0.0,0.3333,0.2175,0.3333,0.2928,0.1333,1.0,0.8667,0.22,0.449,0.551,3,0.3687196073331015,0.23558877768327555,-0.0994236668916344,0.630645313784695,ENSG00000092054.12,432.0,11.54774558221735,1.7404733502156617,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.7404733502156617,0.21185018850614032,0.37393486051564273,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
TCAP,HCM,,ClinVar_PLP_review2plus,False,True,7,2.0,3,GSE141910|GSE249925|GSE36961,-0.1583089692020477,0.2655612360216872,0.0002633843335537,1,0.3333333333333333,0.1612565056792368,0.3333333333333333,0.2731064436543995,0.1333333333333333,1.0,0.8666666666666667,UNSTABLE,0.349,0.349,0.651,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.1583,0.2656,0.0003,0.3333,0.1613,0.3333,0.2731,0.1333,1.0,0.8667,0.349,0.349,0.651,3,0.2655612360216872,-0.15830896920204773,-0.3958408204354153,0.1284055640736555,ENSG00000173991.5,432.0,10.279909501407726,1.5176005388915035,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.5176005388915035,0.1749875736177982,0.33664342859491514,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
ACTC1,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,5,3.0,3,GSE141910|GSE249925|GSE36961,0.0604673166477784,0.1753238669769115,0.0075797885381488,1,0.3333333333333333,0.0,0.3333333333333333,0.2166666666666666,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.339,0.567,0.433,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.0605,0.1753,0.0076,0.3333,0.0,0.3333,0.2167,0.2167,1.0,0.7833,0.339,0.567,0.433,3,0.17532386697691157,0.060467316647778435,-0.043513132533908,0.2628886150655369,ENSG00000159251.6,432.0,10.506316196151788,2.0651256513367566,log2(TPM+1),Heart - Left Ventricle,GTEx v8,2.0651256513367566,0.08489743317237107,0.24213770877775703,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
COQ9,HCM,,ClinVar_PLP_review2plus,False,True,6,2.0,3,GSE141910|GSE249925|GSE36961,-0.0265839180286942,0.2309963018249076,0.0080675917319001,1,0.3333333333333333,0.0,0.3333333333333333,0.2166666666666666,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.108,0.46,0.54,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0266,0.231,0.0081,0.3333,0.0,0.3333,0.2167,0.2167,1.0,0.7833,0.108,0.46,0.54,3,0.23099630182490757,-0.026583918028694264,-0.2858347422931078,0.1573650529472631,ENSG00000088682.13,432.0,6.404050446524728,1.3011074356516386,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.3011074356516386,0.17753822282109766,0.2677510095853357,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
MTO1,HCM,,ClinVar_PLP_review2plus,False,True,13,2.0,3,GSE141910|GSE249925|GSE36961,-0.0478947793058324,0.134115506288489,0.0032713764106017,1,0.3333333333333333,0.0,0.3333333333333333,0.2166666666666666,0.2166666666666666,1.0,0.7833333333333333,UNSTABLE,0.117,0.45,0.55,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0479,0.1341,0.0033,0.3333,0.0,0.3333,0.2167,0.2167,1.0,0.7833,0.117,0.45,0.55,3,0.13411550628848903,-0.04789477930583247,-0.2021744104116211,0.0408775594649229,ENSG00000135297.15,432.0,1.516910622104164,0.5184181562113528,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.5184181562113528,0.25870140673431924,0.28858615127479065,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
NEXN,HCM,,ClinVar_PLP_review2plus,False,True,3,2.0,3,GSE141910|GSE249925|GSE36961,0.1231790161141297,0.2893329595762849,7.321173813635676e-08,1,0.3333333333333333,0.0,0.3333333333333333,0.2166666666666666,0.1333333333333333,1.0,0.8666666666666667,UNSTABLE,0.308,0.308,0.692,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.1232,0.2893,0.0,0.3333,0.0,0.3333,0.2167,0.1333,1.0,0.8667,0.308,0.308,0.692,3,0.2893329595762849,0.1231790161141297,-0.2083352623915912,0.3248147542428604,ENSG00000162614.18,432.0,6.688931423588912,1.753056261783391,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.753056261783391,0.1650448795533495,0.264416865065181,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
TNNT2,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,3,GSE141910|GSE249925|GSE36961,-0.048889459351539,0.0751676362866279,0.233846544386933,0,0.3333333333333333,0.231249053644304,0.0,0.2142705021088397,0.1333333333333333,0.75,0.6166666666666667,UNSTABLE,0.315,0.315,0.685,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0489,0.0752,0.2338,0.3333,0.2312,0.0,0.2143,0.1333,0.75,0.6167,0.315,0.315,0.685,3,0.07516763628662797,-0.048889459351539065,-0.0926914436942204,0.0379053936284437,ENSG00000118194.18,432.0,10.88813428142424,1.484321584042947,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.484321584042947,0.05064107205251897,0.2295415370272766,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
CACNA1C,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.064335620706451,0.1475685016814658,0.0513617441302739,0,0.3333333333333333,0.0,0.0,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,UNSTABLE,0.125,0.342,0.658,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0643,0.1476,0.0514,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.125,0.342,0.658,3,0.14756850168146585,-0.06433562070645103,-0.202467326923923,0.0911373298630856,ENSG00000151067.21,432.0,3.2451611695071283,1.0103277505664787,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.0103277505664787,0.146060030122627,0.1595576818411482,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
DES,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,-0.0473109209529854,0.1535557298408886,0.1301612926694358,0,0.3333333333333333,0.0,0.0,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,UNSTABLE,0.091,0.312,0.688,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0473,0.1536,0.1302,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.091,0.312,0.688,3,0.1535557298408887,-0.04731092095298547,-0.2004016464597313,0.1067056267005272,ENSG00000175084.11,432.0,12.599413623936087,1.3523201435725676,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.3523201435725676,0.11354983549621929,0.1540221500718291,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
JPH2,HCM,HCM_non_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.0199939792573354,0.1194447619036121,0.1762792525917891,0,0.3333333333333333,0.0,0.0,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,UNSTABLE,0.107,0.34,0.66,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.02,0.1194,0.1763,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.107,0.34,0.66,3,0.11944476190361214,0.0199939792573354,-0.0938695591396107,0.1443302892079416,ENSG00000149596.6,432.0,5.233052778925936,1.2847862973868684,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.2847862973868684,0.09296858329400873,0.15043359096387757,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
MYBPC3,HCM,HCM_sarcomeric,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,458,3.0,3,GSE141910|GSE249925|GSE36961,0.0190331057431457,0.0641582785214783,0.698704809303921,0,0.3333333333333333,0.0,0.0,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,UNSTABLE,0.093,0.309,0.691,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.019,0.0642,0.6987,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.093,0.309,0.691,3,0.06415827852147833,0.019033105743145737,-0.0496806247194024,0.0773712582059218,ENSG00000134571.10,432.0,9.71458066461108,1.7125313792921362,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.7125313792921362,0.03746400170956152,0.1404081704251487,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
MYO6,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,3,GSE141910|GSE249925|GSE36961,0.0005354183293971,0.052978628630767,0.6450664126415696,0,0.3333333333333333,0.0,0.0,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,UNSTABLE,0.343,0.343,0.657,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,0.0005,0.053,0.6451,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.343,0.343,0.657,3,0.05297862863076702,0.0005354183293971351,-0.0603474456040541,0.0361433530825707,ENSG00000196586.13,432.0,1.7932237159716975,0.4317294160182036,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.4317294160182036,0.12271257566691544,0.15559848431176881,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
TTN,HCM,,ClinVar_PLP_review2plus,False,True,115,2.0,3,GSE141910|GSE249925|GSE36961,-0.0577673178640442,0.2803379728801225,0.0968923401853897,0,0.3333333333333333,0.0,0.0,0.1333333333333333,0.1333333333333333,0.75,0.6166666666666667,UNSTABLE,0.112,0.35,0.65,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.0578,0.2803,0.0969,0.3333,0.0,0.0,0.1333,0.1333,0.75,0.6167,0.112,0.35,0.65,3,0.2803379728801225,-0.0577673178640442,-0.3700376070092879,0.1722246403847425,ENSG00000155657.26,432.0,5.497645726050964,1.5957061443964062,log2(TPM+1),Heart - Left Ventricle,GTEx v8,1.5957061443964062,0.1756827056564124,0.16446650090978462,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
CEP85L,HCM,,ClinVar_PLP_review2plus,False,True,2,2.0,2,GSE141910|GSE249925,-0.1119601171554263,0.2277294062193911,0.1268641692743559,0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,UNSTABLE,0.5,0.5,0.5,UNSTABLE,PRIMARY_TIER_MATCHES_BOOTSTRAP_MAJORITY,True,True,-0.112,0.2277,0.1269,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.5,0.5,2,0.2277294062193911,-0.1119601171554263,-0.2729891245687437,0.0490688902578911,ENSG00000111860.13,432.0,1.545122933006951,0.5868907395473557,log2(TPM+1),Heart - Left Ventricle,GTEx v8,0.5868907395473557,0.3880269203004111,0.0,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE
