gene_symbol,cohort,log2FC,FDR,p_value,SE,disease_group,stratum,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,n_plp_variants,max_review_weight,matched_in_DE,selected_source_file,direction,score_eligible,abs_log2FC
TCAP,GSE141910_DCM,0.0841702776914123,0.4769999605370206,0.4145954931670285,0.1030407548268865,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,True,results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,UP,True,0.0841702776914123
TCAP,GSE57338_DCM_HF,-0.118802431639831,0.0235514295363015,0.0113421126155127,0.0466413732630084,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,True,results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,DOWN,True,0.118802431639831
TMEM43,GSE141910_DCM,-0.3852933948797874,7.146836168840709e-15,7.755627863231775e-16,0.0454459109369605,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,True,results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,DOWN,True,0.3852933948797874
TMEM43,GSE57338_DCM_HF,-0.3815859129557575,3.1994331007202776e-15,2.3843208046443533e-16,0.0439989609009847,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,True,results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,DOWN,True,0.3815859129557575
TNNC1,GSE141910_DCM,0.1753711904220036,0.0232797853228534,0.014196984621348,0.0711348168218492,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,True,results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,UP,True,0.1753711904220036
TNNC1,GSE57338_DCM_HF,0.0113360142531577,0.8397006954359509,0.7830209983039899,0.0411287557305169,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,True,results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,UP,True,0.0113360142531577
TNNI3,GSE141910_DCM,0.6105217631417954,1.4464505836092324e-10,2.5189632590915383e-11,0.0883626309301424,DCM,,ClinVar_PLP_review2plus,False,True,8,3.0,True,results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,UP,True,0.6105217631417954
TNNI3,GSE57338_DCM_HF,0.1423780805587409,2.241715646671144e-05,6.055372729687725e-06,0.0309266720919434,DCM,,ClinVar_PLP_review2plus,False,True,8,3.0,True,results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,UP,True,0.1423780805587409
TNNT2,GSE141910_DCM,-0.0758746823706806,0.2064188329218385,0.1592991879195326,0.0537882521819216,DCM,DCM_TTN_related,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,True,results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,DOWN,True,0.0758746823706806
TNNT2,GSE57338_DCM_HF,-0.0142758379079426,0.716431003577788,0.6320708149902421,0.0297855296296053,DCM,DCM_TTN_related,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,True,results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,DOWN,True,0.0142758379079426
TPM1,GSE141910_DCM,0.0702133410636118,0.1508148892453951,0.1118342137719864,0.0440412290452368,DCM,,ClinVar_PLP_review2plus,False,True,7,2.0,True,results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,UP,True,0.0702133410636118
TPM1,GSE57338_DCM_HF,-0.0371372888972656,0.0478461118132925,0.0253736470716458,0.0165312054386926,DCM,,ClinVar_PLP_review2plus,False,True,7,2.0,True,results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,DOWN,True,0.0371372888972656
TSFM,GSE141910_DCM,0.0988445953779404,0.017429418847099,0.0103241509791653,0.0383180458666957,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,True,results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,UP,True,0.0988445953779404
TSFM,GSE57338_DCM_HF,0.1017060602929134,0.0048729204942736,0.0019982548295833,0.0326304251675696,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,True,results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,UP,True,0.1017060602929134
TTN,GSE141910_DCM,-0.5342814051051121,4.285229590046254e-07,1.1580512957922225e-07,0.0985930422492117,DCM,DCM_TTN_related,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1111,2.0,True,results/differential_expression/GSE141910/GSE141910_DCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,DOWN,True,0.5342814051051121
TTN,GSE57338_DCM_HF,-0.0598014927068781,0.0960419121032492,0.0562115230300141,0.0312026908390654,DCM,DCM_TTN_related,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1111,2.0,True,results/differential_expression/GSE57338/GSE57338_DCM_HF_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,DOWN,True,0.0598014927068781
