gene_symbol,disease_group,stratum,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,n_dcm_cohorts_available,cohorts_available,mean_log2FC,sd_log2FC,min_FDR,n_FDR_lt_0_05,D_g_direction_agreement,S_g_effect_size_consistency,R_g_statistical_reproducibility,MCI,MCI_tier,GSE141910_DCM_log2FC,GSE141910_DCM_FDR,GSE141910_DCM_p_value,GSE141910_DCM_SE,GSE141910_DCM_direction,GSE57338_DCM_HF_log2FC,GSE57338_DCM_HF_FDR,GSE57338_DCM_HF_p_value,GSE57338_DCM_HF_SE,GSE57338_DCM_HF_direction,DCM_uncertainty_method,MCI_CI95_lower,MCI_CI95_upper,MCI_CI95_width,bootstrap_mean_MCI,bootstrap_median_MCI,bootstrap_sd_MCI,bootstrap_prob_HIGH,bootstrap_prob_MODERATE,bootstrap_prob_UNSTABLE,bootstrap_majority_tier,bootstrap_tier_matches_primary,same_direction_across_two_DCM_cohorts,both_DCM_cohorts_FDR_lt_0_05,one_or_more_DCM_cohorts_FDR_lt_0_05,absolute_log2FC_difference_between_DCM_cohorts,note
PPP1R13L,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,0.0478075500731157,0.07881105021630148,0.2177912405684711,0,0.0,0.17574682141450682,0.0,0.06151138749507738,UNSTABLE,0.103535378113496,0.2177912405684711,0.1691461382214378,0.0751361535118931,UP,-0.0079202779672646,0.8692096246836901,0.8199048244571336,0.0347594072095284,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,False,False,False,0.1114556560807606,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
PSEN1,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.0936505258050248,0.09558676529228026,1.8968761697045797e-12,1,1.0,0.48966242062918786,0.5,0.6963818472202158,MODERATE,-0.1612405757348831,1.8968761697045797e-12,2.650687976570921e-13,0.0211504577164679,DOWN,-0.0260604758751665,0.2277839618848808,0.1539128990379111,0.0182326426533134,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,False,True,0.1351800998597166,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
RAF1,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.23488543699782835,0.07121910548720874,3.4092658791208954e-19,2,1.0,0.848396081090657,1.0,0.9469386283817299,HIGH,-0.2852449494378737,7.654995580617579e-12,1.1412406310432948e-12,0.0385480111941123,DOWN,-0.184525924557783,3.4092658791208954e-19,1.4904076752733886e-20,0.0184768495730889,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,True,True,0.10071902488009071,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
RBM20,DCM,DCM_RNA_processing,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,1,GSE141910_DCM,0.0643586308869696,,0.3785931273471833,0,,,0.0,,INSUFFICIENT_COVERAGE,0.0643586308869696,0.3785931273471833,0.3174063592910728,0.0642738663217947,UP,,,,,,INSUFFICIENT_COVERAGE,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,,,,,Insufficient DCM cohort coverage.
RNF220,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.17116191197332625,0.02325930690180382,1.912024535214917e-16,2,1.0,0.9320546649846125,1.0,0.9762191327446144,HIGH,-0.1876087256092908,2.193269008099401e-08,5.0182278212024925e-09,0.0312367139581786,DOWN,-0.1547150983373617,1.912024535214917e-16,1.2079881171137768e-17,0.0170230897726994,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,True,True,0.0328936272719291,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
SCN5A,DCM,DCM_RNA_processing,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.2567912469347695,0.19513331339516662,1.6534296006727982e-08,1,1.0,0.6200545857298347,0.5,0.7420191050054421,HIGH,-0.3947713360718916,1.6534296006727982e-08,3.706440254303522e-09,0.0651396742119188,DOWN,-0.1188111577976474,0.0506545553149232,0.0270884213654768,0.0535005741291682,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,False,True,0.2759601782742442,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
SCO2,DCM,,ClinVar_PLP_review2plus,False,True,1,GSE57338_DCM_HF,-0.0580360978160516,,0.027742196165253,1,,,1.0,,INSUFFICIENT_COVERAGE,,,,,,-0.0580360978160516,0.027742196165253,0.0136269124929079,0.0233914783803051,DOWN,INSUFFICIENT_COVERAGE,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,,,,,Insufficient DCM cohort coverage.
SDHA,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,0.13492470117099659,0.06727827716511872,2.1421044128663265e-05,1,1.0,0.7506821338820172,0.5,0.787738746858706,HIGH,0.0873517751609931,0.1572786194657291,0.1172814423229293,0.0556240635363635,UP,0.1824976271810001,2.1421044128663265e-05,5.773730818444592e-06,0.0395503329802896,UP,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,False,True,0.095145852020007,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
SGCB,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.0634562051316303,0.19038790847960246,0.0002846260790684,2,0.0,0.0,1.0,0.25,UNSTABLE,-0.198080786273481,0.0002846260790684,0.0001188747822263,0.0508548019039987,DOWN,0.0711683760102204,0.0398327314591966,0.0205338217624866,0.0305658781914299,UP,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,False,True,True,0.2692491622837014,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
SGCD,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.037518630693309046,0.28536819510787553,0.0016874719897758,2,0.0,0.0,1.0,0.25,UNSTABLE,-0.2393044165890536,0.00178535945848,0.0008640858179647,0.071175065046532,DOWN,0.1642671552024355,0.0016874719897758,0.0006305946672795,0.0475685085326204,UP,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,False,True,True,0.4035715717914891,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
TAB2,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.3164098297559934,0.2216372659043086,2.8220091595067293e-18,2,1.0,0.6497623571378468,1.0,0.8774168249982464,HIGH,-0.473131043440576,2.8220091595067293e-18,2.1325505397017849e-19,0.0492993928257121,DOWN,-0.1596886160714108,2.665059611973805e-15,1.965237112399265e-16,0.0183551951255274,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,True,True,0.31344242736916517,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
TARID,DCM,,ClinVar_PLP_review2plus,False,True,1,GSE141910_DCM,0.6525448560371148,,3.634157629617123e-07,1,,,1.0,,INSUFFICIENT_COVERAGE,0.6525448560371148,3.634157629617123e-07,9.728777190289237e-08,0.1196691613049985,UP,,,,,,INSUFFICIENT_COVERAGE,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,,,,,Insufficient DCM cohort coverage.
TCAP,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.017316076974209345,0.14352337916392816,0.0235514295363015,1,0.0,0.0,0.5,0.125,UNSTABLE,0.0841702776914123,0.4769999605370206,0.4145954931670285,0.1030407548268865,UP,-0.118802431639831,0.0235514295363015,0.0113421126155127,0.0466413732630084,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,False,False,True,0.20297270933124328,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
TMEM43,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.38343965391777246,0.0026215856096081054,3.1994331007202776e-15,2,1.0,0.9965814886608333,1.0,0.9988035210312917,HIGH,-0.3852933948797874,7.146836168840709e-15,7.755627863231775e-16,0.0454459109369605,DOWN,-0.3815859129557575,3.1994331007202776e-15,2.3843208046443533e-16,0.0439989609009847,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,True,True,0.0037074819240299206,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
TNNC1,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,0.09335360233758065,0.1159903854221209,0.0232797853228534,1,1.0,0.3787578490935881,0.5,0.6575652471827559,MODERATE,0.1753711904220036,0.0232797853228534,0.014196984621348,0.0711348168218492,UP,0.0113360142531577,0.8397006954359509,0.7830209983039899,0.0411287557305169,UP,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,False,True,0.16403517616884591,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
TNNI3,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,0.37644992185026815,0.33102757252412046,1.4464505836092324e-10,2,1.0,0.5603298695121184,1.0,0.8461154543292415,HIGH,0.6105217631417954,1.4464505836092324e-10,2.5189632590915383e-11,0.0883626309301424,UP,0.1423780805587409,2.241715646671144e-05,6.055372729687725e-06,0.0309266720919434,UP,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,True,True,0.4681436825830545,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
TNNT2,DCM,DCM_TTN_related,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.045075260139311596,0.043556960632857446,0.2064188329218385,0,1.0,0.5168418274432762,0.0,0.5808946396051466,MODERATE,-0.0758746823706806,0.2064188329218385,0.1592991879195326,0.0537882521819216,DOWN,-0.0142758379079426,0.716431003577788,0.6320708149902421,0.0297855296296053,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,False,False,0.061598844462737994,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
TPM1,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,0.016538026083173098,0.07590835840998417,0.0478461118132925,1,0.0,0.0,0.5,0.125,UNSTABLE,0.0702133410636118,0.1508148892453951,0.1118342137719864,0.0440412290452368,UP,-0.0371372888972656,0.0478461118132925,0.0253736470716458,0.0165312054386926,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,False,False,True,0.1073506299608774,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
TSFM,DCM,,ClinVar_PLP_review2plus,False,True,2,GSE141910_DCM;GSE57338_DCM_HF,0.10027532783542689,0.002023361245504802,0.0048729204942736,2,1.0,0.9899109716757767,1.0,0.9964688400865218,HIGH,0.0988445953779404,0.017429418847099,0.0103241509791653,0.0383180458666957,UP,0.1017060602929134,0.0048729204942736,0.0019982548295833,0.0326304251675696,UP,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,True,True,0.002861464914973008,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
TTN,DCM,DCM_TTN_related,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,GSE141910_DCM;GSE57338_DCM_HF,-0.2970414489059951,0.3355079635935903,4.285229590046254e-07,1,1.0,0.43525059410182054,0.5,0.6773377079356372,MODERATE,-0.5342814051051121,4.285229590046254e-07,1.1580512957922225e-07,0.0985930422492117,DOWN,-0.0598014927068781,0.0960419121032492,0.0562115230300141,0.0312026908390654,DOWN,TWO_COHORT_LIMITATION_NO_PERCENTILE_BOOTSTRAP,,,,,,,,,,NOT_ESTIMATED_TWO_COHORT_DCM,,True,False,True,0.474479912398234,Two-cohort DCM diagnostic; percentile bootstrap not estimated.
