gene_symbol,log2FC,FDR,SE,p_value,stratum,disease_group,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,n_plp_variants,max_review_weight,cohort,arm,selected_source_file,matched_in_DE,score_eligible,direction,abs_log2FC_calc
PLN,0.330043208555151,0.0002921462667866,0.0771675869230013,3.4466867864572055e-05,HCM_non_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,2,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.330043208555151
PMS2,0.0614469709251586,0.7064720734616484,0.1117291559275703,0.582983517867099,,HCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM,0.0614469709251586
PMS2,0.2640348848509517,0.0009563510016565,0.0707782542577025,0.0002953170317891,,HCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.2640348848509517
PMS2,0.0857001938338157,0.0001046892457475,0.018820772351036,1.119753915304287e-05,,HCM,ClinVar_PLP_review2plus,False,True,1,3.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.0857001938338157
PRKAG2,-0.3534387964355984,1.5538981905361973e-05,0.071208235906632,1.5227383265441434e-06,,HCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM,0.3534387964355984
PRKAG2,-0.0171089115421354,0.8678934914802019,0.078812771339507,0.8285185687655056,,HCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.0171089115421354
PRKAG2,-0.0303398149368659,0.8235884547424198,0.0537085841023685,0.5730289742119707,,HCM,ClinVar_PLP_review2plus,False,True,6,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.0303398149368659
PTPN11,-0.1423931905591081,0.4309244610361368,0.1333857921617428,0.2870734823074961,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM,0.1423931905591081
PTPN11,0.5452206449961063,0.0001061523897995,0.1242448407675197,2.50121484621837e-05,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.5452206449961063
PTPN11,0.5983060585041104,1.0519159325724516e-18,0.0543847409033242,8.866490051540772e-21,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.5983060585041104
RAF1,-0.3194775548119728,0.0001988088629154,0.0743476685382006,2.7480790806499696e-05,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM,0.3194775548119728
RAF1,-0.0970203177844453,0.084768993784788,0.0491052158684771,0.0505153785153756,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.0970203177844453
RAF1,-0.0552066606163541,0.3623150169647331,0.0361539647726144,0.1289728877172986,,HCM,ClinVar_PLP_review2plus,False,True,2,3.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.0552066606163541
RBM20,0.150925016046866,0.2989243500926736,0.1108388574062277,0.1749003395868839,HCM_non_sarcomeric,HCM,PreSpecified_H4_Stratum,True,False,0,,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM,0.150925016046866
RBM20,0.8086368574171772,2.855344453100908e-13,0.0911381399594163,9.165392279636428e-15,HCM_non_sarcomeric,HCM,PreSpecified_H4_Stratum,True,False,0,,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.8086368574171772
RBM20,0.8235595133730028,1.0031201789497473e-14,0.088219925009888,1.7891088114756624e-16,HCM_non_sarcomeric,HCM,PreSpecified_H4_Stratum,True,False,0,,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.8235595133730028
RPL36A-HNRNPH2,-0.4262889373630525,3.4174721900688497e-07,0.0726837310746647,4.187083644978832e-08,,HCM,ClinVar_PLP_review2plus,False,True,8,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.4262889373630525
SLC25A4,-0.2161473585797954,0.0076632974898595,0.0686204490927456,0.0018946098747413,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM,0.2161473585797954
SLC25A4,-0.015204831932416,0.8590142330075327,0.0659993832864287,0.8181966730920983,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.015204831932416
SLC25A4,-0.0213926162312549,0.8391866596880767,0.0408512181216455,0.6013177072638073,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.0213926162312549
SSUH2,1.079649628532774,1.4836386558915442e-08,0.1659530868895125,6.54746816757625e-10,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM,1.079649628532774
SSUH2,0.0687612302319869,0.632320998508941,0.1144408848413977,0.5490956326619724,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.0687612302319869
TCAP,0.1284055640736555,0.6144006434016914,0.1791698252052087,0.4744488520537233,,HCM,ClinVar_PLP_review2plus,False,True,7,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM,0.1284055640736555
TCAP,-0.2074916512443834,0.2874654271256884,0.1651479742447572,0.2114531974465355,,HCM,ClinVar_PLP_review2plus,False,True,7,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.2074916512443834
TCAP,-0.3958408204354153,0.0002633843335537,0.0919203631958087,3.065602677440574e-05,,HCM,ClinVar_PLP_review2plus,False,True,7,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.3958408204354153
TINF2,-0.1219077685477436,0.0349581201454645,0.0479429533059291,0.0117866054864195,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM,0.1219077685477436
TINF2,-0.433750235370922,3.161974888141509e-09,0.0626324116352243,2.4375138149454316e-10,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.433750235370922
TINF2,-0.4407610905193525,3.645971157622413e-10,0.0599765552662587,1.4065206072316027e-11,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.4407610905193525
TMEM43,-0.3257268882396701,0.0028294820683606,0.093185329604639,0.0005876604846781,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM,0.3257268882396701
TMEM43,-0.7768090303163863,2.0999825802606102e-09,0.1107335114297235,1.5511687326707018e-10,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.7768090303163863
TMEM43,-0.5821798805532185,3.0588594203661688e-12,0.0703949117023426,8.405680381495575e-14,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.5821798805532185
TNNC1,0.1611055382049729,0.310816921314031,0.1210494019314902,0.1847978098041127,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM,0.1611055382049729
TNNC1,0.0806688900510401,0.5931293822804142,0.1211547823759208,0.5068171765814509,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.0806688900510401
TNNC1,0.1481542853676785,0.0197426142010275,0.0501163521849164,0.0036442927339316,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.1481542853676785
TNNI3,0.5216546375856148,0.0048337355573696,0.157472788211246,0.0011042959767472,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,14,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM,0.5216546375856148
TNNI3,0.408234870196916,0.0256029500241555,0.1612279787381082,0.01265425724055,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,14,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.408234870196916
TNNI3,0.3384252288340567,1.8888011868672745e-07,0.0559364575559216,1.2042692131032958e-08,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,14,3.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.3384252288340567
TNNT2,-0.0926914436942204,0.3882794349482314,0.080215638487974,0.2493100871403676,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM,0.0926914436942204
TNNT2,-0.0918823279888405,0.233846544386933,0.0658336304734708,0.1654332055450589,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.0918823279888405
TNNT2,0.0379053936284437,0.7042390838481823,0.0448157986456867,0.3990750077829658,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,27,3.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.0379053936284437
TPM1,0.0110251917177394,0.9251632485219496,0.0729548676434697,0.8800369905726534,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,up_in_HCM,0.0110251917177394
TPM1,0.1308904849986678,0.0313314330687925,0.0535380110389217,0.0159705971544262,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.1308904849986678
TPM1,0.0010659348838885,0.994434887792927,0.0525833755902698,0.9838551849748872,HCM_sarcomeric,HCM,ClinVar_PLP_review2plus;PreSpecified_H4_Stratum,True,True,7,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.0010659348838885
TRIM63,-0.2142254910891646,0.0938865333151366,0.1033964236202358,0.0396125809822574,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM,0.2142254910891646
TRIM63,-0.2365548866116291,0.0146968358731026,0.0856460884206196,0.0066649305611814,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.2365548866116291
TRIM63,-0.2034765871615884,0.2066365594253865,0.1069608853661458,0.0591365157516345,,HCM,ClinVar_PLP_review2plus,False,True,1,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.2034765871615884
TTN,-0.3700376070092879,0.0968923401853897,0.1800372680295366,0.0412000487192452,,HCM,ClinVar_PLP_review2plus,False,True,115,2.0,GSE141910,HCM_vs_Control,GSE141910_HCM_vs_Control_disease_only_DE_locked_MCI_target_genes.csv,True,True,down_in_HCM,0.3700376070092879
TTN,0.1722246403847425,0.1998912441512213,0.1151072943348679,0.1372689271727204,,HCM,ClinVar_PLP_review2plus,False,True,115,2.0,GSE249925,HCM_vs_Control,GSE249925_disease_only_log2CPM_DE_locked_MCI_target_genes.csv,True,True,,0.1722246403847425
TTN,0.0245110130324128,0.8943587158326973,0.065988221605729,0.7108556822283563,,HCM,ClinVar_PLP_review2plus,False,True,115,2.0,GSE36961,HCM_vs_Control,GSE36961_disease_only_DE_locked_MCI_target_genes.csv,True,True,,0.0245110130324128
