feature_id,gene_symbol,cohort,disease,comparison,model,model_formula,n_samples_used,n_hcm,n_control,n_male,n_female,mean_expression_hcm,mean_expression_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
MSX2,MSX2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.184731598801887,6.205147076083335,-0.02435612784097607,0.03268788720481012,-0.7451117194687331,0.45747131092767046,0.7511262140290073,0.02435612784097607
OR10H5,OR10H5,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.0496919222358505,6.038102825999999,0.015019170880774037,0.020159006022867253,0.7450352891277043,0.4575173623674883,0.7511692376105142,0.015019170880774037
PKD2L1,PKD2L1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.963712018584907,5.981582182138891,-0.018505339317594894,0.02484005255033191,-0.7449798779651787,0.45755075080346774,0.7511914677645342,0.018505339317594894
VKORC1,VKORC1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,10.119937994386792,10.182948602972225,-0.03472398036941162,0.04661444547005426,-0.7449188769545434,0.457587509045818,0.7512100078821221,0.03472398036941162
SLCO6A1,SLCO6A1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.971330081915094,5.95250722777778,0.022248799518130254,0.029868359713774557,0.744895258103834,0.4576017418409989,0.7512100078821221,0.022248799518130254
HS.371339,HS.371339,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.048442612075473,6.065994639972222,-0.019764051482577222,0.026534317527336773,-0.7448486836797465,0.45762980847441004,0.7512234973551299,0.019764051482577222
HS.540963,HS.540963,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.939980636716977,5.9557171189166676,-0.022574632502438394,0.030310713202606563,-0.7447740457818424,0.45767478872765,0.7512647490538967,0.022574632502438394
HS.533995,HS.533995,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.967509521424528,5.989419428027778,-0.018038723517104418,0.0242219685059099,-0.7447257440163528,0.45770389894501806,0.7512799479322181,0.018038723517104418
FAM83H,FAM83H,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.236990146896228,6.264843944361111,-0.02297900056499067,0.030858970481874134,-0.7446457288161321,0.4577521243359489,0.751326519976508,0.02297900056499067
LOC150297,LOC150297,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.0295239886981085,6.0452387903333324,-0.020001583422524175,0.026861922279375675,-0.7446073000472195,0.45777528649003296,0.7513319524915126,0.020001583422524175
LOC651731,LOC651731,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.941102393632081,5.912159453166665,0.020194193049977233,0.02712288440640406,0.7445444498966757,0.45781316956514573,0.7513615444649828,0.020194193049977233
HS.580655,HS.580655,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.1102047538207565,6.096402544861109,0.017689402848362224,0.023760547640557676,0.7444863273339537,0.45784820465849096,0.7513864599759442,0.017689402848362224
EHBP1,EHBP1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.429866658160375,8.451983372027781,-0.029093252219366303,0.03908237778869072,-0.7444084486534243,0.4578951507202631,0.7514271587977484,0.029093252219366303
LOC652612,LOC652612,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.097532045509437,6.064102272277777,0.020668854212590383,0.02776656638202629,0.7443791907223228,0.4579127884047012,0.7514271587977484,0.020668854212590383
HS.541731,HS.541731,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.1423155673773575,6.120783047444443,0.0233936868589758,0.031429400145162587,0.744324955326149,0.45794548438111415,0.7514271587977484,0.0233936868589758
HS.582140,HS.582140,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.136973526754717,6.124471234555556,0.019422042894039294,0.026093903070434774,0.74431344523714,0.45795242344422304,0.7514271587977484,0.019422042894039294
HS.434944,HS.434944,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.016538050773585,6.008303801,0.0195944578059043,0.026329244804332904,0.7442088807150182,0.4580154647692207,0.7514548778565856,0.0195944578059043
HS.562726,HS.562726,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.134632390839624,6.147122339833334,-0.018091349462228897,0.024310178210171274,-0.7441882698605456,0.4580278915107965,0.7514548778565856,0.018091349462228897
HS.12292,HS.12292,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.993290118367926,6.0109116635,-0.01858239601778377,0.024970075249182305,-0.7441866246835714,0.4580288834327463,0.7514548778565856,0.01858239601778377
HS.563527,HS.563527,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.098276277783018,6.0896668561944445,0.017168607351002663,0.023078761724956116,0.7439137140723397,0.4581934455272286,0.7516922770568075,0.017168607351002663
LOC648684,LOC648684,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.417471943933963,6.448001079055555,-0.0213422658914392,0.028692607441539387,-0.7438245525410557,0.45824721621407816,0.7517396818463765,0.0213422658914392
HS.521205,HS.521205,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.018689373632076,6.029609820527778,-0.022188449480874388,0.029831291075476066,-0.7437978270781326,0.45826333424857146,0.7517396818463765,0.022188449480874388
HS.539563,HS.539563,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.09998673709434,6.11364637488889,-0.02013458302607933,0.027071731304449655,-0.7437493671773369,0.45829256106740535,0.7517396818463765,0.02013458302607933
GIMAP2,GIMAP2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.441536294056602,6.410071575833332,0.030683687898025325,0.04125805201852385,0.743701808419096,0.4583212454225426,0.7517396818463765,0.030683687898025325
PTPLA,PTPLA,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,11.518404669245287,11.472912943055556,0.04369874126941708,0.05875847125819474,0.7437011265558179,0.458321656685602,0.7517396818463765,0.04369874126941708
LOC645652,LOC645652,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.990452759349057,6.004501055666667,-0.018322615925436544,0.024639325545961672,-0.7436330142745964,0.45836273938493954,0.751774484713431,0.018322615925436544
HS.545237,HS.545237,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.136092483669813,6.155386854555556,-0.020641216590368557,0.027770301883081355,-0.7432838388747913,0.45857338129157377,0.752087371657172,0.020641216590368557
LOC647363,LOC647363,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.625667486311322,6.6039787664444445,0.022453128375138687,0.030209787123856968,0.7432402050065169,0.4585997075091778,0.7520979559904816,0.022453128375138687
HS.125247,HS.125247,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.1051737379905635,6.095298812805556,0.025911173740303765,0.034865833714685594,0.7431680524934615,0.4586432421494071,0.7521367597879566,0.025911173740303765
HS.544184,HS.544184,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.961467590849056,5.984036538583333,-0.01880660132054518,0.02530955457124048,-0.7430633070846424,0.4587064465232217,0.752170325079853,0.01880660132054518
HS.546494,HS.546494,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.951319613037735,5.920827771222221,0.021625060241757907,0.029103149761488107,0.7430487909035235,0.45871520611407324,0.752170325079853,0.021625060241757907
HS.232230,HS.232230,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.975886771962266,5.98993305936111,-0.01867875030396611,0.02513871858399525,-0.7430271452204439,0.45872826808137357,0.752170325079853,0.01867875030396611
ARMETL1,ARMETL1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.594537841226415,6.526594960305556,0.026399911743109242,0.03553177692954709,0.7429944130138878,0.45874802055005126,0.752170325079853,0.026399911743109242
HS.579904,HS.579904,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.187840722320754,6.200885218888889,-0.01958950119332353,0.02636799994088109,-0.7429270796891903,0.458788654809962,0.752170325079853,0.01958950119332353
ZBED3,ZBED3,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.1346484607169804,6.1047580987500005,0.02533202916362255,0.03409913569778863,0.7428935849909346,0.45880886892270867,0.752170325079853,0.02533202916362255
AKAP10,AKAP10,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.583649023716983,6.556432990361113,0.0253323876020653,0.03410234651073101,0.7428341505501369,0.45884473896050637,0.752170325079853,0.0253323876020653
LOC653166,LOC653166,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.096528271283019,6.111320986027778,-0.01738426168402334,0.0234029448702464,-0.7428236822505623,0.4588510569821336,0.752170325079853,0.01738426168402334
HS.522392,HS.522392,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.038754998726414,6.021505366333334,0.018506527814307738,0.024914856127114842,0.7427908762502177,0.4588708569850207,0.752170325079853,0.018506527814307738
PLSCR4,PLSCR4,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.83350341290566,7.81403894947222,0.050154133418570224,0.06752203852961709,0.7427816829992654,0.4588764056420356,0.752170325079853,0.050154133418570224
LOC392506,LOC392506,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.082528070877359,6.069883615805554,0.017396236723740018,0.023421533000683722,0.7427454352894914,0.45889828359526497,0.752170325079853,0.017396236723740018
HS.583341,HS.583341,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.95617563,5.940257392305557,0.01897326803122406,0.025545002425376176,0.7427389402937064,0.45890220382851044,0.752170325079853,0.01897326803122406
C9ORF79,C9ORF79,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.290085682226414,6.299483152694443,-0.01919516902681907,0.025847813260709382,-0.7426225512081197,0.45897245687669974,0.7522203522699711,0.01919516902681907
LOC643906,LOC643906,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.935373328481133,5.922601632277778,0.019823464507451736,0.02669558714955292,0.7425745834469772,0.4590014122357968,0.7522203522699711,0.019823464507451736
HS.521250,HS.521250,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.943648824330189,5.957533030861111,-0.018878896586721948,0.025423823793482046,-0.7425671582715251,0.4590058944766333,0.7522203522699711,0.018878896586721948
CHRM1,CHRM1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.915235840301884,5.900241756555555,0.025260158616997232,0.03401781953099281,0.7425566648674621,0.45901222890986393,0.7522203522699711,0.025260158616997232
HS.544081,HS.544081,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.1029221187924545,6.079168535194444,0.016690802467629915,0.022479312556601377,0.7424961250751602,0.4590487752408934,0.7522476703947543,0.016690802467629915
HS.444249,HS.444249,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.157512218641506,6.136544023583333,0.021275913192405287,0.028658769692177486,0.7423875281782464,0.45911433655208234,0.752310073807302,0.021275913192405287
LOC652806,LOC652806,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.238079881584909,6.22621642961111,0.019029592316542724,0.025633908359041207,0.7423601602223444,0.45913085976756096,0.752310073807302,0.019029592316542724
LOC389124,LOC389124,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.443248048481135,6.459867785361112,-0.01787910631370008,0.024084980334441335,-0.7423342707958576,0.45914649064104684,0.752310073807302,0.01787910631370008
LOC650716,LOC650716,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.003022702735852,6.021367959416666,-0.01930798200549959,0.026012884214783125,-0.7422468745133176,0.4591992588189374,0.7523639616113903,0.01930798200549959
HS.580812,HS.580812,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.908117562235851,5.932159773388889,-0.018107817765495894,0.024397897530715064,-0.7421876308275971,0.4592350309587314,0.7523651804351612,0.018107817765495894
HS.546166,HS.546166,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.956289580603775,5.952627856333334,0.019478859983758156,0.026245473261121526,0.7421797957293067,0.45923976201534267,0.7523651804351612,0.019478859983758156
HS.201755,HS.201755,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.020577299952829,6.04617499875,-0.019027686533628737,0.025639450508254478,-0.7421253637047673,0.4592726303916853,0.7523864587396641,0.019027686533628737
BCL7A,BCL7A,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.115825449188682,6.095917295555555,0.019548969189200596,0.026344258503989873,0.7420580536073876,0.4593132769393481,0.752420476953061,0.019548969189200596
C2ORF51,C2ORF51,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.948169691254715,5.934109871416668,0.019785202952076086,0.026666853730896112,0.7419399060622224,0.4593846276212792,0.7525047877837142,0.019785202952076086
HS.565647,HS.565647,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.072732416528304,6.1051204647777775,-0.021542043169036774,0.029036571078492886,-0.741893493925416,0.45941265816929,0.7525181329181974,0.021542043169036774
HS.545632,HS.545632,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.04705261429245,6.030307934583333,0.01816300592576764,0.024483821306482197,0.7418370563323342,0.4594467448828816,0.7525413964700743,0.01816300592576764
C10ORF2,C10ORF2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.673707000207546,6.719181168305556,-0.0377385857989626,0.050877614946100554,-0.7417522586100516,0.45949796300596923,0.7525927168357603,0.0377385857989626
LOC644444,LOC644444,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.9509044277547165,5.932839932027777,0.020740249952795286,0.027962839133619084,0.7417075874766864,0.45952494582777026,0.7526043404793921,0.020740249952795286
F9,F9,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.212928282103772,6.191018165361112,0.020198079752098926,0.02723337382375123,0.7416664524497305,0.459549793519194,0.7526124663779227,0.020198079752098926
VN1R5,VN1R5,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.132005762358491,6.1563689219722235,-0.020362360014603106,0.027458533345789606,-0.7415676488680849,0.45960947911820316,0.7526776437346394,0.020362360014603106
LOC647003,LOC647003,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.1006724020849035,6.120238952055557,-0.01896433835321273,0.025574489351306764,-0.7415334121712863,0.4596301619604247,0.7526789455044884,0.01896433835321273
HS.132600,HS.132600,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.002790821330188,6.021800627527777,-0.02174869971329206,0.02933328946733489,-0.7414340535353556,0.45969018881183854,0.7527182096672609,0.02174869971329206
HS.311049,HS.311049,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.0761813140471705,6.091013582333332,-0.017392624561919846,0.023458282273829487,-0.7414278828643559,0.4596939169275327,0.7527182096672609,0.017392624561919846
HS.435054,HS.435054,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.24499500945283,6.2187431100833335,0.018320848139339995,0.024713184722793553,0.7413390198326906,0.4597476069350336,0.7527227466058297,0.018320848139339995
HS.583475,HS.583475,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.971035695254716,5.94002454413889,0.02092954154610733,0.02823413798046368,0.7412849494675314,0.45978027735566607,0.7527227466058297,0.02092954154610733
HS.582353,HS.582353,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.058741796056602,6.076485121555555,-0.017672751829867092,0.02384170802465867,-0.7412535969146491,0.4597992218111835,0.7527227466058297,0.017672751829867092
HS.544115,HS.544115,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.896213860830188,5.880696601611112,0.018067106901663223,0.024374024363054875,0.7412443112614832,0.45980483265576744,0.7527227466058297,0.018067106901663223
ANXA3,ANXA3,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.079510816405659,7.120451829,-0.06054368852349241,0.0816798116283044,-0.7412319802964908,0.459812283686191,0.7527227466058297,0.06054368852349241
HS.539875,HS.539875,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.068740203886791,6.051469995527778,0.018782649466046165,0.025339983629238717,0.741225793231124,0.45981602226867246,0.7527227466058297,0.018782649466046165
HS.552373,HS.552373,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.060509870962264,6.04388514525,0.01863287255486949,0.02514202533756603,0.7411046765205955,0.45988921144931094,0.7528099955238159,0.01863287255486949
TCEA3,TCEA3,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,11.048687006981131,11.09257245611111,-0.0538106085205203,0.07261365775234561,-0.7410535453818545,0.45992011127956745,0.7528280148560405,0.0538106085205203
HS.570665,HS.570665,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.26776488828302,6.29340997286111,-0.030817804632662742,0.04158927746902931,-0.7410036073748127,0.45995029120425646,0.7528410067699983,0.030817804632662742
HS.574414,HS.574414,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.151862879,6.131024846305556,0.01930557031884712,0.02605429494135606,0.7409745825899641,0.45996783278398434,0.7528410067699983,0.01930557031884712
HS.552483,HS.552483,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.995764856367923,5.98679510836111,0.018900790862988338,0.025511985251192887,0.7408592736664653,0.46003752526226727,0.7528926302663518,0.018900790862988338
LOC654159,LOC654159,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.9532318075566035,5.931525505527776,0.019030788668122238,0.02568754802467871,0.7408565679308454,0.4600391606750881,0.7528926302663518,0.019030788668122238
LOC645551,LOC645551,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.036754793650943,6.068626960611111,-0.01799284729974526,0.02429109084545447,-0.7407179617506644,0.4601229420417704,0.7529971834520817,0.01799284729974526
UFSP1,UFSP1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.27162135490566,6.291972939833332,-0.027756297274699405,0.037479881708107156,-0.7405652315251445,0.4602152707694417,0.7531004565058479,0.027756297274699405
HS.58896,HS.58896,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.617590085886794,6.587830342055556,0.024885709591543133,0.033604463647799725,0.7405477395016403,0.4602258457450523,0.7531004565058479,0.024885709591543133
GALNAC4S-6ST,GALNAC4S-6ST,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.255033049943397,7.294080002972221,0.049290896574908684,0.06656780269570445,0.740461523121438,0.46027797071748056,0.7531531877631445,0.049290896574908684
LOC652281,LOC652281,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.332367990632076,6.312149738583332,0.0289488413904935,0.039100060056437395,0.7403784380051711,0.4603282057393666,0.7532028220671021,0.0289488413904935
LOC728554,LOC728554,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.90424610148113,7.965034445527779,-0.047186246805306344,0.06374308682844809,-0.7402566953228794,0.4604018195445102,0.7532464534238059,0.047186246805306344
PCDHA5,PCDHA5,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.8080678828867915,6.778070730555555,0.024391282866746387,0.0329540509299604,0.7401603802393497,0.46046006283102836,0.7532464534238059,0.024391282866746387
HS.537838,HS.537838,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.886017175933964,5.910136690833333,-0.019917897279494504,0.026910259777706953,-0.7401599777938571,0.46046030620505685,0.7532464534238059,0.019917897279494504
LOC646279,LOC646279,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.0694961345943375,6.061221929861111,0.01672082561962946,0.022591425886931908,0.7401403392293925,0.46047218247700816,0.7532464534238059,0.01672082561962946
AGR2,AGR2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.070873854122639,6.038783886527778,0.02839092919944204,0.03836245002649261,0.7400708030857162,0.46051423532136093,0.7532464534238059,0.02839092919944204
SMARCA1,SMARCA1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.141695180849057,8.138826523805557,-0.03640313900068535,0.049188787260520624,-0.7400698620171684,0.4605148044591153,0.7532464534238059,0.03640313900068535
HS.566250,HS.566250,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.123759065641509,6.13581914388889,-0.018672727915090555,0.025231345427694014,-0.7400607299599372,0.46052032734901704,0.7532464534238059,0.018672727915090555
LOC646484,LOC646484,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.96251183589623,5.950281003166667,0.014478257318709022,0.019563762426014313,0.7400548526114283,0.4605238818744405,0.7532464534238059,0.014478257318709022
ENTPD1,ENTPD1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.990715942575469,6.982924997999998,0.027764379221303613,0.03751962956437792,0.7399960912104477,0.4605594206731719,0.7532464534238059,0.027764379221303613
LOC730076,LOC730076,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.976272072103772,5.952539387277777,0.022354098157162914,0.03020909811851071,0.7399789980312381,0.46056975889096397,0.7532464534238059,0.022354098157162914
HS.562778,HS.562778,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.067208355028299,6.047863315,0.018727057443220927,0.025307781364116717,0.7399723102465854,0.4605738038017305,0.7532464534238059,0.018727057443220927
LOC651293,LOC651293,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.92642137030189,5.9393989849999995,-0.023097207077561393,0.03121501979254465,-0.7399388893893284,0.46059401772980946,0.7532469620172141,0.023097207077561393
FLJ46481,FLJ46481,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.398382488339621,6.412347881500001,-0.019303450419658776,0.02608915870750932,-0.739903138927305,0.4606156412272835,0.7532497756508565,0.019303450419658776
OR1F2P,OR1F2P,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.043194535018868,6.064479412305555,-0.01874085707697921,0.02533048152587092,-0.739853960448344,0.46064538753479445,0.7532658717871513,0.01874085707697921
LOC652448,LOC652448,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.048604091905659,6.058682595500003,-0.01735762239684351,0.023465975572719438,-0.7396931929402822,0.4607426376420901,0.7533463986906861,0.01735762239684351
HS.544393,HS.544393,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,5.9767686433018845,5.993975252666666,-0.019488360199876806,0.026347434467794587,-0.7396682293184229,0.4607577394637071,0.7533463986906861,0.019488360199876806
HEL308,HEL308,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.027124369141512,6.9874608798611115,0.021520188609917466,0.02909532906626717,0.7396441044163256,0.4607723341649892,0.7533463986906861,0.021520188609917466
