feature_id,gene_symbol,cohort,disease,comparison,model,model_formula,n_samples_used,n_hcm,n_control,n_male,n_female,mean_expression_hcm,mean_expression_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
GALT,GALT,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.23272566411321,7.963453756555556,0.2615370250742631,0.0458526298788565,5.703860951165696,6.844593417855797e-08,1.0797852542399772e-06,0.2615370250742631
DIDO1,DIDO1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.836035655915097,6.71012090052778,0.12018818307112528,0.021074423706310286,5.703035335440156,6.871477375807278e-08,1.0835747198533427e-06,0.12018818307112528
CAT,CAT,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,9.474322640783019,9.081153362166667,0.3582102764979769,0.06283869576868743,5.700472807656095,6.955579333874484e-08,1.0963800727605737e-06,0.3582102764979769
MMP23A,MMP23A,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.16141453270755,7.650288328444445,0.4640389626687194,0.08141369588944947,5.69976534782098,6.978975093953686e-08,1.0996098726301881e-06,0.4640389626687194
SLC25A19,SLC25A19,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.294008655358488,7.628591750777779,-0.3211942259931266,0.05637006087913644,-5.697957763107655,7.039102565369908e-08,1.1085024935847332e-06,0.3211942259931266
LOC400890,LOC400890,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.22399623623585,8.438635648055554,-0.22390170426753736,0.039295527602057734,-5.697892812000636,7.041272511170793e-08,1.1085024935847332e-06,0.22390170426753736
ANK2,ANK2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.914617402509437,7.596830421833335,0.293592139973365,0.051531022119029414,5.697386310234802,7.05821666625269e-08,1.11070797484823e-06,0.293592139973365
C9ORF10OS,C9ORF10OS,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.698036583547169,7.458101273833334,0.23314499713546238,0.04092890374493532,5.696341113566047,7.093308226649059e-08,1.1157661809881975e-06,0.23314499713546238
HOXB1,HOXB1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.265830805283019,6.4614375556666666,-0.1796345626617907,0.03153640202463276,-5.696102000522444,7.101360213899759e-08,1.1165686691119663e-06,0.1796345626617907
RAB15,RAB15,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.178878483273582,7.779772096305554,-0.6170073633294219,0.10832868637959613,-5.6956969012562135,7.115022114495365e-08,1.1182521883105963e-06,0.6170073633294219
TNIP1,TNIP1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,9.165165949754723,8.923176197638888,0.2691962840792162,0.04726532277203276,5.695428874517315,7.124075410185036e-08,1.1192102863174051e-06,0.2691962840792162
LOC285359,LOC285359,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.524295593028299,6.267035469194445,0.260190096660613,0.04568741308649746,5.695006109626068,7.138378316158238e-08,1.1209919740801855e-06,0.260190096660613
FAM96B,FAM96B,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,10.285780841518864,10.595617879222223,-0.30694915511455123,0.053916778024602034,-5.693017393852641,7.206038253226825e-08,1.1311477550046555e-06,0.30694915511455123
STX12,STX12,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.077032583094342,8.323831035388888,-0.24524586685187222,0.04307910004005596,-5.692919922278712,7.209370514772832e-08,1.131201643872689e-06,0.24524586685187222
PRR6,PRR6,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.957552344377362,8.434869945027778,-0.4683346333830798,0.08226970320990233,-5.692674400297448,7.21777086431536e-08,1.1320503776663037e-06,0.4683346333830798
FLJ39827,FLJ39827,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.36928880526415,7.687466681333332,-0.335005400108064,0.05887961059091191,-5.689667386485267,7.321434199722595e-08,1.14755318070502e-06,0.335005400108064
RAB7A,RAB7A,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,11.936316668113205,11.716596739722226,0.22727926587204347,0.039946425319521674,5.68960211218131,7.323700542788501e-08,1.14755318070502e-06,0.22727926587204347
LOC643961,LOC643961,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.434542474009432,6.094799801222221,0.34126344554328253,0.059980805426269705,5.6895442319922545,7.32571073451178e-08,1.14755318070502e-06,0.34126344554328253
ALDH1A2,ALDH1A2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.413900259226414,8.06937037388889,0.40323888137852054,0.0708933055005574,5.687968398868777,7.380647791191656e-08,1.155680580494164e-06,0.40323888137852054
PERP,PERP,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.255238737622644,7.671037796111111,0.5870614426236112,0.10323066295413438,5.6868901722005205,7.418469360118317e-08,1.1611223796651688e-06,0.5870614426236112
FLJ10081,FLJ10081,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.988559004386788,8.743467916722222,0.24492962840213345,0.04308190986341277,5.685208227273588,7.477847039239036e-08,1.169932199450354e-06,0.24492962840213345
GOLPH3,GOLPH3,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.941360829386788,9.173242695472222,-0.25600811314143673,0.04503319998235128,-5.684875008699526,7.489665746345674e-08,1.171297065438836e-06,0.25600811314143673
NPC1,NPC1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.601073501905663,7.914268914444443,-0.309789714901048,0.05449914186479074,-5.684304455098001,7.509944806062724e-08,1.173983358654481e-06,0.309789714901048
C9ORF21,C9ORF21,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.259999262650944,7.613394831,-0.35465290527555443,0.06239714922968158,-5.683799815438528,7.527925890015171e-08,1.1763083535652939e-06,0.35465290527555443
LOC201229,LOC201229,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.64696729000943,6.4651087639166676,0.1779545817160972,0.03131234439861017,5.683208496007596,7.549049137375229e-08,1.1791222189562646e-06,0.1779545817160972
RALGDS,RALGDS,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.860516488490564,9.360710941888888,-0.49982417668124396,0.08796054093732657,-5.6823681545725995,7.579167858277225e-08,1.183338229225907e-06,0.49982417668124396
IMP4,IMP4,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,10.319058858886796,10.678604580833332,-0.3375912417935035,0.059439960237729725,-5.679533439176433,7.681637276387875e-08,1.1988422447924764e-06,0.3375912417935035
SYT17,SYT17,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.239785579367928,6.087515938111113,0.1696497205021158,0.02987555033876299,5.6785471256072,7.717607623857284e-08,1.203959514148816e-06,0.1696497205021158
ACAT1,ACAT1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,12.937142518207544,12.62079312722222,0.3205141868321629,0.056473748421861196,5.675454450763723,7.831468234806064e-08,1.2212185694868986e-06,0.3205141868321629
MYH9,MYH9,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,10.853130710094343,11.354629891944443,-0.4891671891377419,0.08619527450071053,-5.675104487702624,7.844455655152158e-08,1.2227399865110732e-06,0.4891671891377419
KCTD12,KCTD12,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.693447864424532,8.050656564,-0.36056750523368997,0.06355070027491752,-5.673698380566869,7.89685031745679e-08,1.2304001527973225e-06,0.36056750523368997
SLC35F2,SLC35F2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.187957586547172,6.368402478305557,-0.17794582400030717,0.03136887807537002,-5.672686908749387,7.934751672331358e-08,1.23579675634178e-06,0.17794582400030717
PI4KAP1,PI4KAP1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.762961321094338,7.011399326972222,-0.24643117806661435,0.04344258828679314,-5.672571266697091,7.939096278343562e-08,1.2359647788983564e-06,0.24643117806661435
PDIA6,PDIA6,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.049835064047173,8.398262567500002,-0.36482628416900686,0.0643180090892725,-5.672226011576837,7.952081174682542e-08,1.2374772374055735e-06,0.36482628416900686
HS.128463,HS.128463,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.62537367593396,6.452341318638888,0.1781121587848936,0.03143432675736182,5.666167440445668,8.183353750189139e-08,1.272943715699376e-06,0.1781121587848936
ZFPM2,ZFPM2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.683096574000001,7.369160187944445,0.2675004556016642,0.04721148094537393,5.666004332954006,8.189670159170521e-08,1.2734028629579603e-06,0.2675004556016642
HMGCL,HMGCL,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.184195410122644,7.90014209486111,0.28262521766114945,0.04988390481708437,5.665659468670047,8.203040894492599e-08,1.2749580521271741e-06,0.28262521766114945
HLA-C,HLA-C,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.566234001481133,6.850113851555556,-0.2889366179374026,0.051010150456136216,-5.664296524391946,8.256093012202721e-08,1.2826769135460762e-06,0.2889366179374026
RHOB,RHOB,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.574155717716978,9.08187441875,-0.5090654550125933,0.08996160329756167,-5.658697003529182,8.477598494717127e-08,1.3165498261430627e-06,0.5090654550125933
DGAT1,DGAT1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.594438166405657,7.833056865416669,-0.22703567733814575,0.04012374515787446,-5.658386983688361,8.490030716000832e-08,1.3179397148390793e-06,0.22703567733814575
HS.569566,HS.569566,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.183036017764151,6.35813471677778,-0.1733040602253136,0.03062933332975046,-5.6581074866876815,8.501254223037171e-08,1.31914090744184e-06,0.1733040602253136
C15ORF59,C15ORF59,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.555180049905658,8.909912756722221,-0.36483660083655217,0.0644913145520309,-5.657143188517361,8.540088254644992e-08,1.3245066016744545e-06,0.36483660083655217
FAM38A,FAM38A,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.119035471754719,8.521549311583332,-0.36282178125159126,0.06413593047137925,-5.657075193030855,8.542833099105172e-08,1.3245066016744545e-06,0.36282178125159126
AOX1,AOX1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.082038836160377,6.369456035916667,-0.2780593291890998,0.04915452156282982,-5.65684133114146,8.55228023822075e-08,1.3254283288112305e-06,0.2780593291890998
ARID5A,ARID5A,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.615167616716981,6.367779525833333,0.2392517537014376,0.04229685307112344,5.656490644803491,8.566465809532857e-08,1.3270833607350818e-06,0.2392517537014376
SRP14P1,SRP14P1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,11.494497583773583,11.259100641944443,0.2151939691447464,0.03805263521267771,5.655166007347944,8.620256630152469e-08,1.3348700181045431e-06,0.2151939691447464
CXCL6,CXCL6,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.088903340122642,6.297467286250001,-0.21478371912110175,0.037990667897921285,-5.653591553015417,8.684622062231133e-08,1.3442871434241287e-06,0.21478371912110175
PTPRU,PTPRU,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.214646499443393,6.4334890308888895,-0.22552494567449372,0.0399085548992237,-5.651042645968637,8.789822592283702e-08,1.360014823497829e-06,0.22552494567449372
ZCWPW2,ZCWPW2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.727914178141508,6.547708287527777,0.17530543132750656,0.031036254612108464,5.648408080113926,8.89986901953027e-08,1.3764791291914287e-06,0.17530543132750656
RBM4B,RBM4B,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.132208060735847,7.933484276555557,0.21585736735211108,0.038229063073404956,5.6464205501881075,8.98377975010878e-08,1.388889413491082e-06,0.21585736735211108
CTNND2,CTNND2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.883373872669814,6.620896926694445,0.28534815194033636,0.05053992095110725,5.645995216660204,9.001837047583881e-08,1.3911128007466703e-06,0.28534815194033636
TESSP2,TESSP2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.109315988122643,6.651327828333333,0.46638406947551814,0.08263904735473246,5.643628337988215,9.102972188862561e-08,1.4061676957538468e-06,0.46638406947551814
PTPN4,PTPN4,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.12642960849057,7.857086194361113,0.24724474289434425,0.0438304419495277,5.640936570501737,9.21934125660696e-08,1.4235625834253244e-06,0.24724474289434425
NUP205,NUP205,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.982540221047169,8.226948291722222,-0.23311882497301173,0.0413295889802537,-5.6404825386574835,9.239112677121704e-08,1.426033680172708e-06,0.23311882497301173
THOC4,THOC4,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.5139315158396265,7.801270055722223,-0.2851131724935256,0.050559356554480475,-5.639177234906076,9.296185256700716e-08,1.4342577546885254e-06,0.2851131724935256
STAG3L4,STAG3L4,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.890229558301887,7.513895163333334,0.3885274399134739,0.06890005323081339,5.6390005768488605,9.303935838777624e-08,1.4348686053560634e-06,0.3885274399134739
LOC650737,LOC650737,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.320329852764152,7.022776341055556,0.30384989584577937,0.0538853608812389,5.638820838844374,9.311828037908358e-08,1.4355007899090824e-06,0.30384989584577937
ARFGAP3,ARFGAP3,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.163408885603775,7.42235941138889,-0.2763433354238861,0.04902172885948119,-5.637160129868393,9.385059451127963e-08,1.4462009771473489e-06,0.2763433354238861
RCE1,RCE1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.548062911066038,6.718566006861111,-0.16289422574362822,0.028909903717107534,-5.634547501008625,9.501409268454561e-08,1.4635341276920281e-06,0.16289422574362822
LOC651309,LOC651309,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.324520250962266,7.006368578972223,0.3274750573479304,0.05812034696100296,5.634430530286692,9.506651275040265e-08,1.4637458265059962e-06,0.3274750573479304
MYBPHL,MYBPHL,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.013801695528301,6.18964021638889,-0.17677563834718166,0.03138081407903512,-5.633239402329012,9.560192692271383e-08,1.47139102330908e-06,0.17677563834718166
TMEFF2,TMEFF2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.005147511000002,6.244166838916666,-0.2506277139754766,0.044506613097252144,-5.6312466066071085,9.650429685332699e-08,1.4846754547605744e-06,0.2506277139754766
DCAKD,DCAKD,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,9.827629918518866,9.560075118305555,0.2731215250479907,0.04850272393422264,5.631055390175336,9.659131964808964e-08,1.4854104361648112e-06,0.2731215250479907
STARD13,STARD13,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.110086676179244,7.262963467305555,-0.16547466278669923,0.029391132238564686,-5.630088063418552,9.703272909252757e-08,1.491592471663606e-06,0.16547466278669923
AP2B1,AP2B1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.124313868660378,6.89499717761111,0.22855583201398366,0.040596121000661796,5.629991890364544,9.707672238794448e-08,1.4916628645936448e-06,0.22855583201398366
TXNDC12,TXNDC12,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,9.952960014254712,9.6855227055,0.26082606813398274,0.04634079851023376,5.628432752974309,9.779266123367083e-08,1.5020540004259358e-06,0.26082606813398274
ENG,ENG,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,9.560264979490565,9.911904561999998,-0.3689575648748969,0.06555364588986556,-5.628330199891091,9.783993314173433e-08,1.5021704298913092e-06,0.3689575648748969
CLK1,CLK1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.718363626726418,8.433544884416664,0.2867146413833689,0.05094415181503009,5.628018745397568,9.798363538508271e-08,1.5037666929374859e-06,0.2867146413833689
PRKAB2,PRKAB2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.798583909188679,8.39546892019444,0.3708968217234142,0.06592237768926074,5.626265840587788,9.879626957057115e-08,1.515623679841036e-06,0.3708968217234142
OSGEPL1,OSGEPL1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.122355570075471,6.8549860644444465,0.24651223065738567,0.04382615364716304,5.624774481511976,9.949284172161377e-08,1.5256912835478909e-06,0.24651223065738567
NCRNA00153,NCRNA00153,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.880785829292451,6.620686106305554,0.2500140627270368,0.0444579904368492,5.623602422654973,1.0004364761963195e-07,1.5335163579637873e-06,0.2500140627270368
DTX2,DTX2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.924968415358493,7.127578534,-0.19461384678658167,0.034608589924787124,-5.6232815959715445,1.0019493862135434e-07,1.5352136222930268e-06,0.19461384678658167
NEK6,NEK6,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.250645478330186,6.450687450055555,-0.20699659155892733,0.03681353338990732,-5.622839551056972,1.0040375877381735e-07,1.5377906331662854e-06,0.20699659155892733
VAMP1,VAMP1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.5809537295849045,6.440224266222226,0.13766595107640564,0.02448403393609613,5.622682579011156,1.0047801410524071e-07,1.538305389088568e-06,0.13766595107640564
STX19,STX19,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.612510299754713,6.402424408472221,0.21268286580376058,0.037830499394993736,5.621994665814689,1.0080406431924866e-07,1.542673116953613e-06,0.21268286580376058
POLR2C,POLR2C,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.873053562556604,8.551168588138887,0.3113688671468167,0.0553865735251244,5.621739120683714,1.0092544854318577e-07,1.54390643717276e-06,0.3113688671468167
LOC653566,LOC653566,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,9.001903245339616,9.280790958805555,-0.32443514981878624,0.05771730207989692,-5.6211073305137695,1.012261637341863e-07,1.547880966741016e-06,0.32443514981878624
C17ORF44,C17ORF44,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.582283872084904,6.397652843444446,0.18998167564593027,0.03380365258478377,5.620152294768519,1.0168239996083664e-07,1.5542294462511404e-06,0.18998167564593027
HEATR1,HEATR1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.955805505386794,8.271128453194445,-0.3273630366193083,0.05825748948275732,-5.6192438006824705,1.0211826926874066e-07,1.5602616143499229e-06,0.3273630366193083
RPN2,RPN2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.456445104132074,7.897821860416668,-0.4148978917758338,0.07385637887004863,-5.6176311122137825,1.0289649743269553e-07,1.5715176924284887e-06,0.4148978917758338
IFNAR2,IFNAR2,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.829969258358492,6.990032471055555,-0.1497887333805433,0.026665185810427976,-5.617389447253179,1.0301361543098184e-07,1.5726717586127225e-06,0.1497887333805433
UCHL1,UCHL1,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.665219675009435,6.830572517388889,0.820631647842974,0.14609417777889452,5.617141355796908,1.0313398356084111e-07,1.5728478047228052e-06,0.820631647842974
RAMP3,RAMP3,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.735790789207544,8.099991414,-0.3498724471926566,0.06228667371114383,-5.617131664715308,1.0313868823667797e-07,1.5728478047228052e-06,0.3498724471926566
SMPDL3A,SMPDL3A,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.826763538245285,7.063320308722222,-0.24596503428440167,0.0437885478492523,-5.617108727404433,1.0314982432283471e-07,1.5728478047228052e-06,0.24596503428440167
TBC1D15,TBC1D15,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.662571334547167,8.438055954722223,0.21687212026727817,0.03863274867817229,5.613685996663553,1.0482481493571105e-07,1.5973005559187565e-06,0.21687212026727817
HS.91389,HS.91389,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.753079280933966,6.941471845666666,-0.21081963195425982,0.03755475940993837,-5.613659500597658,1.0483788460873516e-07,1.5973005559187565e-06,0.21081963195425982
GADD45B,GADD45B,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.252782886764148,7.91226657675,-0.6470264065855765,0.11526541986070753,-5.613360948734456,1.0498526104512223e-07,1.5989022895427349e-06,0.6470264065855765
ITGB3,ITGB3,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.088806531735849,6.302377228638891,-0.20847666178540677,0.03715156976826531,-5.611516904555848,1.0590005298235734e-07,1.612185601436161e-06,0.20847666178540677
REST,REST,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.373664389160379,6.244924814333334,0.12751767119535296,0.02272740828617281,5.6107440667985795,1.0628575640138525e-07,1.6174068101193513e-06,0.12751767119535296
C18ORF22,C18ORF22,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,7.033059104216978,6.860061001666668,0.18916865734193275,0.033726173915213056,5.608956942981409,1.0718293460590465e-07,1.6304040768066992e-06,0.18916865734193275
YPEL3,YPEL3,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,9.045194327245284,8.65036220947222,0.41707230254868494,0.07436710022497905,5.608290511354309,1.0751939187925089e-07,1.6348649678835393e-06,0.41707230254868494
ZNF701,ZNF701,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.624939847528303,6.418873435805556,0.20159609332200984,0.03594824727268056,5.607953338943898,1.0769001143393342e-07,1.6368016757946363e-06,0.20159609332200984
LOC388681,LOC388681,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,9.880413587424528,9.482406446888886,0.3843186589836058,0.06853374704183428,5.607728682177709,1.0780384162939242e-07,1.6378740226037679e-06,0.3843186589836058
HDAC3,HDAC3,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,8.581520916028305,8.415918395972222,0.17571950379854637,0.03133742819972038,5.607336462923728,1.0800285539745571e-07,1.6402391915618416e-06,0.17571950379854637
HS.444913,HS.444913,GSE36961,HCM,HCM_vs_Control,adjusted_age_sex,expression ~ HCM_status + age_years + sex,142,106,36,73,69,6.599911364349055,6.381659843833333,0.19989375705235762,0.03565077370013806,5.606996323100374,1.0817573478098169e-07,1.6422057194227972e-06,0.19989375705235762
