feature_id,gene_symbol,cohort,disease,comparison,model,n_hcm,n_control,mean_expression_hcm,mean_expression_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
LASS2,LASS2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.806715295933962,8.003714455153847,-0.19699915921988587,0.053183851090926444,-3.7041161025192357,0.0003022880072992975,0.0021115525884550044,0.19699915921988587
HNRNPUL2,HNRNPUL2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.44019396817925,8.631235262153844,-0.1910412939746021,0.05157724565642784,-3.7039840251879266,0.00030243163822558125,0.0021121660417577686,0.1910412939746021
FAM186B,FAM186B,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.168503992462267,6.080822400205129,0.08768159225713534,0.023676845772663862,3.7032632259812353,0.0003032166286448726,0.002117257661936135,0.08768159225713534
SYPL2,SYPL2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.250211516839624,7.4710285620769215,-0.22081704523730245,0.05962984108871522,-3.703129862593101,0.00030336207999290623,0.002117882545547229,0.22081704523730245
NCAPG2,NCAPG2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.172825629028302,6.292403458512818,-0.11957782948451934,0.03229496745985722,-3.702676884042539,0.00030385660930636315,0.0021209437911856545,0.11957782948451934
SNRPN,SNRPN,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,11.02290951660377,10.83441718092308,0.1884923356806948,0.05093892631781268,3.700359416778313,0.0003063986099627859,0.002138292788613608,0.1884923356806948
TTC35,TTC35,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.960114050160378,6.758083878333334,0.20203017182704175,0.05463981632023159,3.697489952070641,0.00030957397448594316,0.0021600546899695804,0.20203017182704175
YEATS2,YEATS2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.80067001195283,7.6614783895384635,0.13919162241436744,0.03764833654050054,3.6971519914201467,0.00030995000626021573,0.0021622798040413136,0.13919162241436744
TNFSF13,TNFSF13,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.095617237726416,6.172929849282052,-0.07731261155563654,0.020915641241181154,-3.6964016863807387,0.00031078637805230427,0.0021677149398760614,0.07731261155563654
LOC550112,LOC550112,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.468074568047169,6.361804972692308,0.10626959535486061,0.028751535128343574,3.6961363934303075,0.0003110826130996258,0.0021693813479580688,0.10626959535486061
GPR161,GPR161,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.108327319084904,6.188612243076922,-0.08028492399201853,0.021725019952793294,-3.6955051901665064,0.0003117885101952752,0.002173903455573026,0.08028492399201853
OBFC2B,OBFC2B,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.572781477301886,7.386273326487182,0.1865081508147054,0.050472563644102096,3.695238310655923,0.000312087426633418,0.0021755868020571626,0.1865081508147054
XIRP2,XIRP2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,11.199481194150943,10.611058588,0.5884226061509408,0.15925642356631245,3.6948123847948193,0.00031256504343954347,0.0021785150338882067,0.5884226061509408
LYPD2,LYPD2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.423004900698113,6.2998989879230765,0.12310591277503546,0.03332212296668369,3.6944198572858014,0.00031300582083103724,0.002181185471399638,0.12310591277503546
CD109,CD109,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.208315652933962,6.332491494666669,-0.12417584173270593,0.03361365779214968,-3.6942079466789437,0.00031324402405608515,0.0021824435446293443,0.12417584173270593
TIGD1,TIGD1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.250095026122641,6.166553446999999,0.08354157912264001,0.022615273457075563,3.694033560160319,0.00031344017604273557,0.0021834082279612315,0.08354157912264001
DLG4,DLG4,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.263036136094342,7.0584445102051285,0.20459162588920998,0.05538713932838519,3.693847134371849,0.00031364999844398053,0.002184467766122725,0.20459162588920998
ZFP112,ZFP112,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.803332905292454,6.622438955205128,0.18089395008732334,0.048996908136500615,3.691946226144932,0.0003157970708199683,0.0021990167327051555,0.18089395008732334
LOC652968,LOC652968,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.963450079650943,7.08707533228205,-0.12362525263110874,0.03349472136963908,-3.690887625748918,0.0003169987775790011,0.0022069786122617505,0.12362525263110874
EHHADH,EHHADH,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.6143856967264165,7.359191130076923,0.25519456664949147,0.06915966615739196,3.6899334659702614,0.0003180856302448505,0.002214138083915139,0.25519456664949147
LOC388474,LOC388474,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,13.77691366783019,13.91240936794872,-0.13549570011853185,0.03672619781688782,-3.689347337126927,0.00031875501733424607,0.0022183895524148355,0.13549570011853185
LTA,LTA,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.251819503311316,6.162839791333334,0.08897971197798626,0.024128618037673934,3.6877251668145745,0.0003206145667091776,0.0022309209214332664,0.08897971197798626
ARF1,ARF1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,9.858648592198112,9.973278892615387,-0.11463030041727396,0.031088884077694643,-3.687179640504299,0.000321242224316131,0.002234877430416966,0.11463030041727396
RAPGEF1,RAPGEF1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.501020429132078,8.646865767307691,-0.1458453381756183,0.03956798021820241,-3.685943466695458,0.000322668812490867,0.0022443896117495593,0.1458453381756183
SRPK2,SRPK2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.816019519264154,7.037895400846155,-0.22187588158200494,0.06020783947508688,-3.6851659769956355,0.00032356913012788834,0.0022502383864057445,0.22187588158200494
TBCE,TBCE,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.703348205896225,8.563554819076924,0.1397933868193022,0.03794297577158662,3.684302139633067,0.000324572222714704,0.002256799621690371,0.1397933868193022
GSTM5,GSTM5,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.364182265877358,6.2285432675641035,0.135638998313255,0.036820326268239695,3.6838076155303883,0.00032514778971822535,0.0022603863427031515,0.135638998313255
OCRL,OCRL,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.359750155264153,7.473314034102564,-0.11356387883841537,0.030830223027756502,-3.6835244018888096,0.0003254778511307277,0.0022622653358849443,0.11356387883841537
SCMH1,SCMH1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.735073784962263,7.841229195179487,-0.10615541021722477,0.028819442441692714,-3.683465092428406,0.0003255470113763376,0.0022623305531672554,0.10615541021722477
SAAL1,SAAL1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.415152448679246,8.25914681728205,0.15600563139719326,0.04235577791430543,3.683219600235538,0.0003258334255296107,0.0022639052363858355,0.15600563139719326
KIAA1328,KIAA1328,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.667108880556603,6.540202849487182,0.1269060310694231,0.03445746473647303,3.6829764476285978,0.0003261173449965537,0.002265462011516074,0.1269060310694231
PHF10,PHF10,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.287110462150943,7.176411008512821,0.11069945363812153,0.030059004516276504,3.682738514450118,0.00032639539641701157,0.002266977458762749,0.11069945363812153
CDCP1,CDCP1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.113524082207547,6.164315816487181,-0.0507917342796335,0.013794056685407678,-3.682146263279066,0.00032708848175156665,0.0022713744367650994,0.0507917342796335
CYB561,CYB561,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.584949298084904,6.6665583315641035,-0.08160903347919762,0.02216417218380961,-3.6820248824276436,0.0003272307001346642,0.0022719451618595675,0.08160903347919762
ZNF7,ZNF7,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.487937358566038,7.352624070743589,0.13531328782244667,0.036750759238768756,3.681918159658135,0.0003273557923816211,0.0022723967935573794,0.13531328782244667
LYPD5,LYPD5,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.109814146264154,6.19338880974359,-0.08357466347943948,0.022699821000234283,-3.68173226910366,0.0003275737870234182,0.0022734930393706744,0.08357466347943948
COX7A2,COX7A2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,13.61927969896226,13.464601403333335,0.15467829562892893,0.04201568371702293,3.6814418318333826,0.00032791465886255816,0.002275441543694972,0.15467829562892893
APAF1,APAF1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.937199319132076,7.044859508538462,-0.10766018940638739,0.02926034840403252,-3.679388499405228,0.0003303341391135634,0.0022918104177620385,0.10766018940638739
INSC,INSC,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.1323991338207575,6.213382994435897,-0.08098386061514407,0.022011437283177823,-3.679171858397259,0.0003305903934499055,0.002293167894154165,0.08098386061514407
GNPDA1,GNPDA1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,9.454182014518869,9.298817303794872,0.15536471072399494,0.042242931321645145,3.677886592221088,0.0003321145433775512,0.0023033181250992855,0.15536471072399494
FAF2,FAF2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,9.261065572,9.43309216715385,-0.17202659515384816,0.04677886247250848,-3.677442888974623,0.0003326422557999187,0.002306555297362353,0.17202659515384816
YBX1,YBX1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,11.457054366698115,11.60296866717949,-0.14591430048137669,0.03968179812906501,-3.6771090868107983,0.000333039781346563,0.0023088887277600335,0.14591430048137669
C6ORF199,C6ORF199,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.5063128265094345,6.382185399205128,0.12412742730430518,0.033760476077611325,3.6767084391508864,0.00033351750642445,0.002311777206618999,0.12412742730430518
PCDH12,PCDH12,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.725059362886791,6.522386620000001,0.202672742886791,0.05513486764371702,3.6759450334853008,0.0003344295716710561,0.002317674705999412,0.202672742886791
ACOT4,ACOT4,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.660374105688678,6.5104059684102555,0.1499681372784221,0.04079815037508882,3.6758562802394104,0.00033453576091234307,0.0023179861602871726,0.1499681372784221
EBF2,EBF2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.229639220490568,6.31550006648718,-0.08586084599661459,0.023367226876208257,-3.674413162138434,0.0003362668660917126,0.0023291796812146947,0.08586084599661459
TUBGCP5,TUBGCP5,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.526785463622638,7.299502759282052,0.22728270434058873,0.061855615454378,3.67440696646568,0.00033627431639161583,0.0023291796812146947,0.22728270434058873
ALDH1L2,ALDH1L2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.1806639592547175,6.28260679753846,-0.10194283828374537,0.02774644134287917,-3.6740869585392044,0.0003366593383676864,0.0023311529822381038,0.10194283828374537
IL2RA,IL2RA,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0078185790471705,6.105972975846154,-0.09815439679898483,0.026715456039688286,-3.674067800046811,0.0003366824023916259,0.0023311529822381038,0.09815439679898483
SBF2,SBF2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.685439545924528,6.582852208666666,0.10258733725785968,0.0279275544228084,3.673337654444842,0.00033756250511530675,0.0023368192004012984,0.10258733725785968
EPHA2,EPHA2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.3663288707264165,6.513582221717948,-0.147253350991535,0.04008836779448016,-3.6732189184267705,0.0003377058325577879,0.0023373838586287564,0.147253350991535
NAP1L2,NAP1L2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.447589318839623,6.360457064717949,0.08713225412167316,0.023723918058211807,3.6727598665564085,0.0003382605000747173,0.002340725701951046,0.08713225412167316
NEDD8,NEDD8,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,12.150580630849053,12.045935979743593,0.10464465110546506,0.028492435328678487,3.6727169825366626,0.00033831236034646253,0.002340725701951046,0.10464465110546506
FLJ22374,FLJ22374,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.9709158215471705,6.827729485974362,0.14318633557281052,0.03898749661672369,3.6726219428869595,0.0003384273199737967,0.0023410931002976255,0.14318633557281052
PTPN18,PTPN18,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.189368170141508,6.278657266,-0.08928909585849162,0.024315787167618962,-3.672062732042532,0.0003391044877408054,0.0023453487651751686,0.08928909585849162
ARHGAP10,ARHGAP10,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,9.055029731754711,8.828719888564102,0.22630984319061329,0.06163234884124484,3.6719327990168207,0.00033926201142815487,0.0023460095166288964,0.22630984319061329
GMFB,GMFB,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,9.42279984033962,9.651381608871796,-0.22858176853217332,0.06227381983021511,-3.670591737513201,0.00034089188761804884,0.002356849539421388,0.22858176853217332
LOC646531,LOC646531,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,12.298687191886794,12.520210321282056,-0.22152312939526003,0.06035383236300839,-3.670407010160871,0.00034111697754322354,0.002357975001296957,0.22152312939526003
TMEM104,TMEM104,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.219449829150942,6.343311357282051,-0.12386152813110901,0.03374993765770551,-3.6699779829913246,0.0003416402885307944,0.002361161132165165,0.12386152813110901
HABP4,HABP4,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.442740340528301,8.282321873051279,0.1604184674770178,0.043712228746617135,3.6698761897248833,0.0003417645634232148,0.002361588765257438,0.1604184674770178
HS.163752,HS.163752,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.724789087367927,9.02413505276923,-0.2993459654013064,0.08158901132988347,-3.668949537713855,0.00034289783869103556,0.0023689871491604474,0.2993459654013064
FAM80A,FAM80A,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.046818110462265,6.897635721000001,0.14918238946226378,0.04066347999307427,3.6687068959093576,0.0003431951706751493,0.0023706085835684793,0.14918238946226378
TRO,TRO,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.049680013839622,6.886563789384616,0.16311622445500532,0.044462920145636076,3.6685900053511165,0.0003433384947147511,0.0023711658158712535,0.16311622445500532
RBM38,RBM38,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.781818066009434,8.082930411999998,-0.30111234599056735,0.0820807921819513,-3.668487327986325,0.0003434644380836375,0.002371602832277567,0.30111234599056735
TSR1,TSR1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.268236619386793,7.40181555646154,-0.1335789370747461,0.036418175935494415,-3.6679194837036153,0.0003441617410381062,0.002375984175725678,0.1335789370747461
NPAT,NPAT,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.573680282094338,6.412123057435899,0.16155722465844113,0.044046878849131395,3.6678472772566733,0.00034425050514403917,0.0023761635268432077,0.16155722465844113
NR2C2,NR2C2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.777332201783018,6.93937385630769,-0.1620416545246743,0.04418212022767675,-3.667584391370324,0.0003445738562370579,0.002377961736533132,0.1620416545246743
BAI3,BAI3,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.452901211650938,6.605561754538463,-0.15266054288751962,0.04162901677601654,-3.66716667148072,0.0003450882445982229,0.0023810774302760883,0.15266054288751962
DDX50,DDX50,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.525551765981135,8.386767584871794,0.1387841811093373,0.03784809787490738,3.666873341113101,0.0003454498910093738,0.0023831382747248925,0.1387841811093373
POLR2J3,POLR2J3,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.896861254981133,8.732912248589741,0.16394900639138732,0.04473708127753487,3.66472290345226,0.0003481121219571828,0.002400832629822089,0.16394900639138732
BCL11A,BCL11A,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.466083972999998,7.300390110487179,0.16569386251281923,0.045213827044321316,3.6646723656105493,0.00034817492015621997,0.002400832629822089,0.16569386251281923
LOC728772,LOC728772,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.334275395349054,6.40141786251282,-0.06714246716376521,0.018321668470071075,-3.664648079046086,0.0003482051023910967,0.002400832629822089,0.06714246716376521
SETDB2,SETDB2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.15646415493396,7.877758827384616,0.278705327549346,0.0760543833178405,3.664553118320645,0.00034832313899018535,0.002401209019712669,0.278705327549346
ARPC2,ARPC2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,10.088414521707548,10.227847161589745,-0.13943263988219814,0.03804973370581418,-3.664483987200472,0.0003484090930627315,0.0024013641478878413,0.13943263988219814
MTG1,MTG1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.496789929188677,6.603886863846155,-0.10709693465747669,0.02923564579455633,-3.6632313652335364,0.00034997001549474103,0.0024116833951955516,0.10709693465747669
ZNF549,ZNF549,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,11.148462624150941,11.412375896923075,-0.2639132727721356,0.07204904837447317,-3.662966808394926,0.00035030053043797924,0.0024135215501466887,0.2639132727721356
CHST10,CHST10,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.256090127009434,7.113533246384615,0.1425568806248167,0.03892713057542682,3.6621471584860994,0.00035132640559617346,0.0024200138645967444,0.1425568806248167
NMI,NMI,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.207122068150942,7.405868010897437,-0.19874594274649404,0.05427085608674324,-3.6621118050695682,0.0003513707178026505,0.0024200138645967444,0.19874594274649404
TNRC15,TNRC15,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.339458456490568,8.212587949564105,0.12687050692646148,0.03464540620675026,3.66197198466509,0.0003515460213847528,0.002420780699659271,0.12687050692646148
NUCKS1,NUCKS1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.594026852858492,7.328395258923076,0.2656315939354123,0.07254087047157952,3.6618197742675695,0.0003517369532218271,0.0024216548538536055,0.2656315939354123
BCOR,BCOR,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.052408742245285,6.913833920487179,0.13857482175810232,0.03784770174053659,3.661380094043662,0.00035228903611945887,0.0024250147073439504,0.13857482175810232
FUCA2,FUCA2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.453808552556604,7.55831750351282,-0.10450895095621854,0.028544066289845522,-3.6613196555459697,0.00035236498949486476,0.002425096452522759,0.10450895095621854
ILF2,ILF2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,9.951371949537734,10.165910638615385,-0.21453868907765,0.058600058479181434,-3.66106612596416,0.0003526837700979039,0.0024268490842045947,0.21453868907765
HS.278817,HS.278817,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.434127491632075,6.269497530948717,0.16462996068335634,0.04497166057875514,3.6607489820184322,0.00035308292124320927,0.002429154015155517,0.16462996068335634
MFAP1,MFAP1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.128931155688678,7.951327776564099,0.17760337912457586,0.048518067866018214,3.6605616615860392,0.00035331887957105123,0.0024303355718367876,0.17760337912457586
AMOT,AMOT,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.031856058292455,6.882479481923077,0.1493765763693743,0.04080942741027654,3.6603448234551466,0.00035359220598470034,0.002431773692112842,0.1493765763693743
ZNF577,ZNF577,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.86457356884906,8.067730124871796,-0.20315655602274035,0.055553053369213484,-3.6569827165490443,0.0003578558242919983,0.002460648896467109,0.20315655602274035
LOC341457,LOC341457,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,12.624957185566043,12.873730348461537,-0.2487731628955036,0.06803624771990949,-3.656479762370919,0.0003584978020116286,0.0024646154068904804,0.2487731628955036
HS.294103,HS.294103,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.453950561509437,8.235474617666666,0.21847594384276628,0.059752848825108895,3.6563268218763145,0.00035869323306436717,0.0024655110967224917,0.21847594384276628
C14ORF19,C14ORF19,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.4140772150943395,6.248733130948717,0.16534408414562057,0.0452284528514089,3.655753706385515,0.0003594264696670557,0.0024699501430402483,0.16534408414562057
HS.209253,HS.209253,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.7313106237735845,6.570948085717949,0.16036253805563516,0.04386619757255907,3.6557200516497814,0.0003594695711003987,0.0024699501430402483,0.16036253805563516
ORC4L,ORC4L,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.628381207150944,6.509553727512818,0.11882747963812197,0.03250776734763537,3.655356529637694,0.0003599354431129473,0.002472702265393466,0.11882747963812197
FLJ37464,FLJ37464,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.396947394792455,6.5413115076410255,-0.1443641128485739,0.039503108297570706,-3.6545000905017835,0.0003610352698961099,0.002479807772139415,0.1443641128485739
RORA,RORA,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.591645426349057,6.5033512649487175,0.08829416140033687,0.024175434214943847,3.6522264963397664,0.0003639704111075142,0.0024995144581337293,0.08829416140033687
TMEM106C,TMEM106C,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.948857130339622,8.655353753615383,0.2935033767242371,0.08036429749582215,3.6521612938817176,0.0003640549171362158,0.002499641218058277,0.2935033767242371
HK2,HK2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.2621864573207535,7.608600863333334,-0.34641440601257933,0.09485434251007312,-3.6520669148678317,0.0003641772704481779,0.002500027748482086,0.34641440601257933
LOC348262,LOC348262,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.455309610943395,8.659851043,-0.20454143205660513,0.05602124417434394,-3.6511404748536274,0.0003653803750442524,0.0025078320047016277,0.20454143205660513
CPXM2,CPXM2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.9856476858018866,7.565969785692305,0.4196779001095773,0.11496276005803456,3.6505551875904763,0.00036614238227152674,0.002512606455022339,0.4196779001095773
NUDT9P1,NUDT9P1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.30878602335849,6.2002683880256395,0.10851763533284828,0.02972839610840299,3.650302388906034,0.00036647197434389045,0.002514412317081015,0.10851763533284828
LOC644039,LOC644039,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,13.356686550377358,13.521130805897434,-0.16444425552007813,0.04506112737337844,-3.6493595501392133,0.00036770369580492115,0.0025224060307110835,0.16444425552007813
NCALD,NCALD,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.070916472471696,8.250700748794873,-0.17978427632317573,0.04926964411721474,-3.6489867045814397,0.0003681918582804671,0.00252529704031942,0.17978427632317573
TMEM17,TMEM17,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,10.451869475924529,10.744424690717945,-0.29255521479342356,0.08018089901227879,-3.648689630539339,0.00036858125215877296,0.002527509706323776,0.29255521479342356
HS.437797,HS.437797,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.1491493417264165,6.251895189282051,-0.10274584755563707,0.028160995864532388,-3.648516126698531,0.000368808854628253,0.0025286123029458086,0.10274584755563707
C7,C7,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.83739564706604,9.32840052571795,-0.4910048786519121,0.13458790839475163,-3.648209445470952,0.0003692114840884504,0.0025309142957456064,0.4910048786519121
SPG3A,SPG3A,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.5197988787358465,6.424247022461539,0.09555185627430916,0.02619582067016272,3.6475992669755755,0.0003700137981998564,0.0025359547639753287,0.09555185627430916
CSDE1,CSDE1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.11950235523585,7.958708570307692,0.1607937849281551,0.044093033718830936,3.646693624065256,0.0003712076507834563,0.0025436763989771295,0.1607937849281551
LOX,LOX,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.299928662349059,6.45358660876923,-0.15365794642017572,0.04214065479904083,-3.6463113151168485,0.00037171271629576696,0.002546676223919188,0.15365794642017572
GSPT2,GSPT2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.819550853820752,8.652790742410257,0.16676011141049557,0.04573477358614666,3.6462432922376644,0.0003718026488143548,0.0025468313207290625,0.16676011141049557
KIF21A,KIF21A,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.478326768556602,8.261914495435898,0.21641227312070466,0.0593699160149968,3.645150400179766,0.00037325037378210416,0.002556285495142511,0.21641227312070466
PFKM,PFKM,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,11.762157755566037,11.423738149666663,0.3384196058993698,0.09287569528397811,3.6437908202421845,0.00037505880601235923,0.0025682061828014744,0.3384196058993698
HS.324250,HS.324250,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.906065188386793,6.778568404000002,0.12749678438679046,0.0349925290136585,3.643543007052309,0.0003753893228280895,0.002570004397929066,0.12749678438679046
VPS37D,VPS37D,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.044526052301885,7.917959489307691,0.12656656299419372,0.034747203634988615,3.6424963667219488,0.00037678829948079327,0.002579115569207832,0.12656656299419372
MOCS1,MOCS1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.352650120179245,8.47088658625641,-0.11823646607716631,0.03246133308332201,-3.642378634718297,0.0003769459720138827,0.0025797282562092954,0.11823646607716631
FLJ46309,FLJ46309,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,10.027096097028302,10.326302022025642,-0.2992059249973411,0.08218188227760195,-3.640777221269455,0.00037909686275054455,0.0025939793649714534,0.2992059249973411
NDUFC1,NDUFC1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,10.523596173207547,10.36789045423077,0.15570571897677601,0.042769904657515095,3.6405439811850733,0.0003794110976261994,0.002595660231518645,0.15570571897677601
LOC399744,LOC399744,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.293568871009434,6.397985997974361,-0.10441712696492626,0.028683933660273008,-3.640265250980658,0.0003797869421454046,0.0025977619035667783,0.10441712696492626
NDFIP2,NDFIP2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,9.600627500915097,9.808862073589742,-0.20823457267465112,0.05721451851093857,-3.6395407685697774,0.00038076549194915614,0.0026039211931223297,0.20823457267465112
LOC402560,LOC402560,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.447520860839623,8.243665992282054,0.20385486855757004,0.056011828695527295,3.6394967510469525,0.00038082502256333813,0.0026039211931223297,0.20385486855757004
LOC400879,LOC400879,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.191299959764152,6.109656873769232,0.08164308599491894,0.02243607540099377,3.6389201112821494,0.00038160569971216964,0.002608787809123333,0.08164308599491894
C8ORF58,C8ORF58,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.396433589226414,6.494565040076923,-0.0981314508505087,0.026970961520682787,-3.6384112882018025,0.000382295819024873,0.0026130336945666146,0.0981314508505087
C16ORF56,C16ORF56,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.571998831349055,7.76899140476923,-0.19699257342017562,0.054161842921632834,-3.6371098691232797,0.0003840663068770051,0.0026246611502468644,0.19699257342017562
C6ORF85,C6ORF85,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.285981730500001,7.149165803051283,0.1368159274487173,0.03762482888153252,3.6363202575486255,0.000385144288444048,0.002631552760507933,0.1368159274487173
ARL6IP5,ARL6IP5,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,11.545353379716984,11.390876749230774,0.1544766304862084,0.04250177223464756,3.634592685532267,0.00038751275054082633,0.002647257681763197,0.1544766304862084
