feature_id,gene_symbol,cohort,disease,comparison,model,n_hcm,n_control,mean_expression_hcm,mean_expression_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
HS.200038,HS.200038,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0339815032735835,6.04938220871795,-0.01540070544436456,0.02381304820763277,-0.6467338960590602,0.5188408869203402,0.7916805308384952,0.01540070544436456
HS.559941,HS.559941,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.083269741028305,6.068554893487178,0.01471484754112129,0.02275835011793306,0.6465691697715085,0.5189472131153117,0.7918108461361911,0.01471484754112129
LOC644736,LOC644736,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.032919648301886,6.018210110076921,0.014709538224962765,0.022752031772226802,0.6465153693622459,0.5189819422328639,0.7918319123460982,0.014709538224962765
SLC24A4,SLC24A4,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.183322403056604,6.173246106589742,0.010076296466859147,0.01558825885261573,0.6464029473803825,0.5190545165295615,0.7919107164628633,0.010076296466859147
HS.521250,HS.521250,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.943648824330189,5.959209993717948,-0.015561169387761184,0.024078366653689086,-0.6462718012219085,0.5191391849581213,0.7919461950802956,0.015561169387761184
HS.563116,HS.563116,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.109444019037737,6.092442015666666,0.01700200337106897,0.026309018281403005,0.6462424097020426,0.5191581612167971,0.7919461950802956,0.01700200337106897
HS.573566,HS.573566,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.013275535443397,6.031394428641026,-0.018118893197630728,0.028037724160766744,-0.6462326647390497,0.5191644530073346,0.7919461950802956,0.018118893197630728
HS.441196,HS.441196,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.9815441442547215,5.997725893179488,-0.016181748924770673,0.025040775966885823,-0.6462159537775339,0.519175242455386,0.7919461950802956,0.016181748924770673
LOC283682,LOC283682,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0040798160283035,6.021360374410254,-0.017280558381955247,0.026741854928728746,-0.6461989427438992,0.5191862257654418,0.7919461950802956,0.017280558381955247
HS.538746,HS.538746,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.275256447830192,6.2936105645128215,-0.01835411668263215,0.02840448745732394,-0.6461696135235012,0.5192051626960812,0.7919461950802956,0.01835411668263215
LOC648521,LOC648521,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.905578924320753,5.921273136435898,-0.0156942121151437,0.024289180094057932,-0.6461400530758594,0.5192242492873058,0.7919461950802956,0.0156942121151437
HS.99203,HS.99203,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.109442639528304,6.090843148205128,0.018599491323172318,0.028789789009553465,0.6460447249891395,0.5192858032243491,0.7919469125383872,0.018599491323172318
OR5B3,OR5B3,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.9234443470754705,5.903192824025641,0.020251523049829467,0.03134807151340847,0.6460213363098688,0.5193009060211913,0.7919469125383872,0.020251523049829467
HS.463991,HS.463991,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.231191945679242,6.215918136102564,0.015273809576679842,0.023643889982020633,0.6459939370507308,0.5193185988654818,0.7919469125383872,0.015273809576679842
BCL7A,BCL7A,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.115825449188682,6.099962589076923,0.01586286011175503,0.024556814470601318,0.6459657106888016,0.5193368261333537,0.7919469125383872,0.01586286011175503
LOC648365,LOC648365,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.052065957047169,6.033664499692307,0.018401457354860762,0.028489908967044116,0.6458938628462016,0.5193832236243618,0.7919469125383872,0.018401457354860762
C11ORF24,C11ORF24,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.7036973431886775,7.732270775948717,-0.028573432760039652,0.044240833027507184,-0.645861092675941,0.5194043864763793,0.7919469125383872,0.028573432760039652
ACD,ACD,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.025033021858489,7.046999290307692,-0.021966268449203186,0.03401130823665378,-0.6458519118511964,0.519410315498926,0.7919469125383872,0.021966268449203186
TMEM103,TMEM103,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.928842786726414,7.911066858846154,0.017775927880259945,0.027523920640183476,0.6458356028794832,0.5194208480014919,0.7919469125383872,0.017775927880259945
LOC642568,LOC642568,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.888347865603774,5.903903147435897,-0.015555281832125706,0.02408592373979848,-0.645824590336258,0.519427960078777,0.7919469125383872,0.015555281832125706
ST7OT1,ST7OT1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.248699464613203,6.228497563179487,0.02020190143371897,0.03128299200034845,0.6457790684949173,0.5194573593539045,0.7919469125383872,0.02020190143371897
C9ORF47,C9ORF47,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.099169301481134,6.081304453641026,0.017864847840105197,0.027666335698262243,0.6457251164355426,0.5194922042227401,0.7919469125383872,0.017864847840105197
ELAC2,ELAC2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.203020743745284,8.229438032564104,-0.026417288818820994,0.040912163534777314,-0.6457074507038726,0.519503613877937,0.7919469125383872,0.026417288818820994
LOC727732,LOC727732,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.097739082198111,6.085506619384616,0.01223246281349663,0.018944866527432873,0.6456874634499836,0.5195165230776794,0.7919469125383872,0.01223246281349663
C11ORF36,C11ORF36,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.079258416943393,6.063934271384616,0.015324145558779936,0.023733507551575314,0.6456755507157557,0.5195242172540135,0.7919469125383872,0.015324145558779936
LOC392617,LOC392617,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.964207727386792,5.980760318717948,-0.016552591331157093,0.025637787507264597,-0.6456325970588075,0.5195519605816328,0.7919469125383872,0.016552591331157093
LOC644617,LOC644617,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.265783271075473,6.2381655362564095,0.027617734819060047,0.042778484228950434,0.6455987236773033,0.5195738395970553,0.7919469125383872,0.027617734819060047
HS.565993,HS.565993,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.9845726811132085,5.969406167102564,0.01516651401064223,0.02349254111516479,0.6455884842892545,0.5195804533723023,0.7919469125383872,0.01516651401064223
MAP3K14,MAP3K14,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.75332337540566,6.72638818797436,0.026935187431299967,0.04172881107640786,0.6454817843235477,0.5196493751022185,0.7919764767134354,0.026935187431299967
HS.135735,HS.135735,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.987375738132075,6.002091305948718,-0.014715567816643571,0.022798401463701195,-0.645464895425812,0.5196602847464862,0.7919764767134354,0.014715567816643571
LOC728193,LOC728193,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.242872977481135,6.258370200897436,-0.015497223416305939,0.02400968501803084,-0.645457172997805,0.5196652732078801,0.7919764767134354,0.015497223416305939
HS.577983,HS.577983,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.051464848566038,6.067470098974359,-0.016005250408322264,0.024798286878842602,-0.6454175841468154,0.5196908468334598,0.7919764767134354,0.016005250408322264
LOC650058,LOC650058,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.152081795481131,6.167638180846155,-0.015556385365023462,0.02410361056601036,-0.6453964779434437,0.5197044812973146,0.7919764767134354,0.015556385365023462
TESSP1,TESSP1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.031080006867925,6.047322281564102,-0.016242274696179934,0.025168799424625837,-0.6453337094930341,0.5197450303913893,0.7920063786516556,0.016242274696179934
LOC389151,LOC389151,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.976694447528301,5.961891414641025,0.014803032887275108,0.02294220003983571,0.6452316195295938,0.5198109851283435,0.7920749906658326,0.014803032887275108
HS.543742,HS.543742,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.092712392792452,6.112806097743591,-0.020093704951138353,0.031145884425134503,-0.6451479969829619,0.519865012328286,0.7920804419229691,0.020093704951138353
BRDT,BRDT,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.937797565283018,5.948682104538461,-0.010884539255443582,0.016871607650129055,-0.645139424834854,0.5198705508224892,0.7920804419229691,0.010884539255443582
LOC644574,LOC644574,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.136178632490568,6.154630198846156,-0.01845156635558934,0.028601363694805735,-0.6451289019810027,0.5198773497163914,0.7920804419229691,0.01845156635558934
HS.309660,HS.309660,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.056660003698114,6.075521525282053,-0.01886152158393878,0.029239555641528085,-0.6450686807685378,0.5199162599798133,0.7920956565145627,0.01886152158393878
IL8RBP,IL8RBP,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.005634434415094,6.020969998717948,-0.015335564302856056,0.023775700828525648,-0.6450099794516563,0.5199541896656779,0.7920956565145627,0.015335564302856056
HS.545703,HS.545703,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.085055813169812,6.069274398051283,0.015781415118527348,0.024468769234848763,0.6449615412634337,0.5199854889465635,0.7920956565145627,0.015781415118527348
HS.571696,HS.571696,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.014786602726418,5.999746069538462,0.015040533187952065,0.023321470001723677,0.6449221762967955,0.5200109261113777,0.7920956565145627,0.015040533187952065
PDHA1,PDHA1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,11.267234760849057,11.315837577692308,-0.04860281684325185,0.07536423376231091,-0.6449056059740337,0.5200216338472363,0.7920956565145627,0.04860281684325185
C6ORF70,C6ORF70,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.085667530952831,7.109935742512821,-0.024268211559991953,0.037630926653887675,-0.6449007164559097,0.5200247934738211,0.7920956565145627,0.024268211559991953
FAM82A2,FAM82A2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.054094384783022,8.012349365923075,0.041745018859941294,0.064732641749296,0.6448835970825383,0.5200358561616525,0.7920956565145627,0.041745018859941294
HS.408044,HS.408044,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.091353325867925,6.073080391871792,0.01827293399612856,0.028337577126305982,0.6448304989054855,0.5200701694450927,0.7920956565145627,0.01827293399612856
HS.541888,HS.541888,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.123251064849057,6.137115805205129,-0.01386474035607324,0.021501657282450595,-0.6448219397204086,0.5200757007010085,0.7920956565145627,0.01386474035607324
LPAR5,LPAR5,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.729889768066033,7.776220940666667,-0.04633117260063074,0.07186091584836014,-0.6447339566113812,0.5201325603549524,0.7921235362008796,0.04633117260063074
LOC642726,LOC642726,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.412863150075469,6.425496655897436,-0.012633505821965596,0.01959516670979088,-0.6447256106095369,0.520137954180871,0.7921235362008796,0.012633505821965596
LOC341112,LOC341112,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.158193474641509,6.139463585153846,0.01872988948766216,0.02905226067486963,0.6446964557172524,0.5201567965350171,0.7921235362008796,0.01872988948766216
HCN1,HCN1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.035973470084907,6.055118863615384,-0.019145393530479865,0.029699652184774297,-0.6446335940693226,0.5201974242518621,0.7921535314946273,0.019145393530479865
LOC643331,LOC643331,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.8897746744811315,5.910575666692307,-0.02080099221117676,0.03227007335283949,-0.6445907941931112,0.520225086916959,0.7921637820656324,0.02080099221117676
LOC387927,LOC387927,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.307069438990563,6.289190112923075,0.01787932606748807,0.027744057456612816,0.6444380421086001,0.520323820780866,0.792282249900328,0.01787932606748807
HS.574874,HS.574874,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.169711308783017,6.153428802410256,0.01628250637276174,0.025268655583411306,0.6443756502602018,0.5203641516025881,0.792284189933969,0.01628250637276174
TRIML2,TRIML2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.034464032415093,6.05254460751282,-0.018080575097727064,0.028059249531903686,-0.6443712999939376,0.5203669637263824,0.792284189933969,0.018080575097727064
GLRA2,GLRA2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.973718493396227,5.989745388897436,-0.01602689550120999,0.024878005672224843,-0.6442194648706623,0.5204651188069287,0.7924017574369226,0.01602689550120999
HS.60456,HS.60456,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.056821139330185,6.043244412282051,0.013576727048136616,0.021077383737015207,0.6441372049555536,0.5205183004409052,0.7924128124595899,0.013576727048136616
CGB5,CGB5,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.093242701169809,6.080918193153847,0.012324508015964575,0.019134816562944412,0.6440881194456621,0.5205500359283475,0.7924128124595899,0.012324508015964575
ZNF267,ZNF267,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.890957383113206,5.911164749974359,-0.020207366861152945,0.03137371389278406,-0.644085903575497,0.5205514685891579,0.7924128124595899,0.020207366861152945
HS.544398,HS.544398,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.04937638440566,6.067152338307693,-0.017775953902031905,0.027599040496789365,-0.6440786919422001,0.5205561312521885,0.7924128124595899,0.017775953902031905
HS.538798,HS.538798,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.1335269668396215,6.11802659746154,0.015500369378083384,0.024068370007941,0.6440140887384259,0.520597901257992,0.7924445228254823,0.015500369378083384
HS.547294,HS.547294,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.022563943292453,6.038479280025641,-0.015915336733188873,0.024717196215229432,-0.6438973334436162,0.5206733952741315,0.7925275626425667,0.015915336733188873
RPAP2,RPAP2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.886722152132073,7.859938718871793,0.02678343326027885,0.04160270548116447,0.6437906609800891,0.5207423747098363,0.7926006802038393,0.02678343326027885
HS.567186,HS.567186,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.1166331957924545,6.135033787179485,-0.018400591387035814,0.02858889252139151,-0.643627288929351,0.5208480279882072,0.7927296093960303,0.018400591387035814
HS.570736,HS.570736,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.013863412896228,5.987885271487181,0.025978141409046668,0.04037224911399508,0.6434653005259823,0.5209527974711363,0.7928571831379991,0.025978141409046668
LOC643910,LOC643910,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.9907690677830185,5.971439382102562,0.01932968568045304,0.030041609874882406,0.6434304207050656,0.5209753581801431,0.7928596351007599,0.01932968568045304
COLQ,COLQ,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.2179668487075475,7.275862848897437,-0.0578960001898913,0.08999233776880411,-0.6433436626419208,0.5210314765968453,0.7929131554660103,0.0578960001898913
C14ORF138,C14ORF138,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.151304055103776,7.13258028851282,0.018723766590952123,0.029107635259740926,0.6432596266880244,0.52108583724838,0.7929639966426292,0.018723766590952123
HS.282148,HS.282148,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.1786768550849045,6.196447116717947,-0.017770261633043904,0.027630911223117775,-0.6431297719264566,0.521169842685594,0.7930599439620035,0.017770261633043904
LOC649255,LOC649255,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.943764904443396,5.959388651871795,-0.015623747428400225,0.024296941931419853,-0.6430334925481387,0.5212321321368307,0.7931228398540726,0.015623747428400225
HS.544745,HS.544745,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.139302041273586,6.154898039769229,-0.015595998495645857,0.024256956003134753,-0.6429495314098921,0.5212864552706329,0.7931736093825583,0.015595998495645857
PPBP,PPBP,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.962331611273586,5.939695883564103,0.022635727709480483,0.035210691013976184,0.6428651939973482,0.5213410248195605,0.7931913776246582,0.022635727709480483
LOC200261,LOC200261,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.1147742434905625,6.098848588128205,0.015925655362359764,0.024773392887448457,0.6428532189641478,0.5213487733673801,0.7931913776246582,0.015925655362359764
LOC652281,LOC652281,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.332367990632076,6.308919223461538,0.023448767170536094,0.03647715557184856,0.6428343110347345,0.5213610080270306,0.7931913776246582,0.023448767170536094
SNX20,SNX20,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.081721479792454,6.093186315846154,-0.011464836053702243,0.017836294469540857,-0.642781272381481,0.5213953282809305,0.7932117053551512,0.011464836053702243
HS.548352,HS.548352,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.946615357405661,5.929357993461538,0.017257363944120474,0.02686207821198932,0.6424433659945944,0.5216140083428232,0.7935124913474753,0.017257363944120474
MYH16,MYH16,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.177257648481134,6.165820747974359,0.011436900506771791,0.017803217777974622,0.642406369983354,0.521637953638959,0.7935170221238813,0.011436900506771791
LOC345537,LOC345537,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.060451238132076,6.0433749014615366,0.01707633667053593,0.02658856479837414,0.6422436412054903,0.5217432849878598,0.7936278367143914,0.01707633667053593
HS.491339,HS.491339,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.357350689443396,6.341252391076923,0.01609829836647228,0.025066288663556396,0.642229034483171,0.5217527401915862,0.7936278367143914,0.01609829836647228
LOC643302,LOC643302,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.882852945509433,5.866402155153848,0.01645079035558633,0.02561992029498272,0.6421093495286155,0.5218302178489385,0.7936830673935273,0.01645079035558633
LOC653853,LOC653853,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.060958651301884,6.072829006179487,-0.011870354877601352,0.018486535082267466,-0.6421081519482554,0.5218309931288152,0.7936830673935273,0.011870354877601352
DDB1,DDB1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,10.165809477858495,10.184388621897437,-0.018579144038947504,0.028940097386372227,-0.6419862307614882,0.5219099246120515,0.7937577570794753,0.018579144038947504
LOC643075,LOC643075,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.945349574028301,5.962113942512821,-0.016764368484519454,0.026114528708705093,-0.6419556206247433,0.5219297425153079,0.7937577570794753,0.016764368484519454
LOC643435,LOC643435,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.034613574990568,6.051187290897435,-0.016573715906871067,0.025818366343349733,-0.6419351126427915,0.5219430202050368,0.7937577570794753,0.016573715906871067
VCY1B,VCY1B,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.985339916367923,6.001760989641026,-0.016421073273102382,0.025586759682532167,-0.6417801033365272,0.5220433851213597,0.7938784889019561,0.016421073273102382
NLRP11,NLRP11,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.976439689273585,5.960646821794872,0.01579286747871117,0.02460984527883497,0.6417296533064105,0.5220760525037229,0.7938962665965886,0.01579286747871117
HS.513081,HS.513081,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.958657265858491,5.945136285948717,0.013520979909772038,0.021072576067320287,0.6416386808417128,0.5221349616399489,0.793953945848588,0.013520979909772038
LOC730226,LOC730226,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.420971002679246,6.404652134076922,0.01631886860232129,0.025436944501205563,0.6415420138825192,0.5221975620246473,0.7940040204362808,0.01631886860232129
HS.565054,HS.565054,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.053554122660377,6.0379952150256395,0.015558907634734942,0.024254176222601932,0.6414939634286956,0.5222286803833136,0.7940040204362808,0.015558907634734942
LOC399829,LOC399829,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.087127194867922,6.104932966025641,-0.017805771157718517,0.027756868184888133,-0.641490640770944,0.5222308322332585,0.7940040204362808,0.017805771157718517
PARD6B,PARD6B,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.168040601150944,6.185740265641026,-0.017699664490084033,0.02759534282662808,-0.6414004204000963,0.5222892633336609,0.7940609593108797,0.017699664490084033
SPIB,SPIB,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.99557855795283,6.011487976512821,-0.015909418559991034,0.024805740344705524,-0.6413603600985326,0.5223152094219584,0.7940685071014477,0.015909418559991034
TTTY12,TTTY12,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.972763674179243,5.954876300538464,0.01788737364078187,0.027892173847105656,0.6413043937999844,0.5223514585605562,0.7940917172397192,0.01788737364078187
SNAI1,SNAI1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.936799103641513,5.952255553205128,-0.015456449563619717,0.024109754160373243,-0.6410869833348992,0.5224922868078226,0.7942739028972065,0.015456449563619717
HS.565107,HS.565107,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.129499950509435,6.110045299846155,0.019454650663279116,0.030349934181387723,0.6410112966640236,0.5225413176896768,0.7942768393176003,0.019454650663279116
LOC284293,LOC284293,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.1175385039528285,6.100449903589742,0.01708860036308571,0.02666038532323954,0.6409734951651198,0.5225658069227332,0.7942768393176003,0.01708860036308571
LOC641938,LOC641938,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.139347449716981,6.122035694076923,0.017311755640056714,0.027008745442715358,0.6409685217247267,0.5225690289488691,0.7942768393176003,0.017311755640056714
HS.436313,HS.436313,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.084541569330192,6.070052418153845,0.014489151176341586,0.022605885003272083,0.6409459826166662,0.522583630961253,0.7942768393176003,0.014489151176341586
HS.577545,HS.577545,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.213542989339621,6.198069032128205,0.015473957211416284,0.024144276844145805,0.6408954515930433,0.5226163683694967,0.7942768393176003,0.015473957211416284
GNAZ,GNAZ,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.129985606424528,6.09637849325641,0.03360711316811699,0.05243822284438366,0.640889628694128,0.5226201409049009,0.7942768393176003,0.03360711316811699
HS.582621,HS.582621,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.976296640000001,5.962619169589742,0.013677470410254605,0.021343081090343247,0.6408386095877706,0.5226531957299976,0.7942824940491695,0.013677470410254605
PSG11,PSG11,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.980279301943397,5.966088785538461,0.014190516404933518,0.022144340584787335,0.6408191000585532,0.5226658360672335,0.7942824940491695,0.014190516404933518
HS.549813,HS.549813,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.05990516168868,6.075119852666665,-0.015214690977988388,0.02374512728249622,-0.6407500282891276,0.5227105893429902,0.7943042653484971,0.015214690977988388
LOC642121,LOC642121,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.010084876886794,6.027046361153847,-0.01696148426705464,0.02647240309162081,-0.6407232546418645,0.5227279371737208,0.7943042653484971,0.01696148426705464
HS.234961,HS.234961,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.4746058687830175,6.4538999282307685,0.02070594055224806,0.032317694035101985,0.6406998138468117,0.5227431257473714,0.7943042653484971,0.02070594055224806
HS.533278,HS.533278,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.985321186273582,6.002231758564103,-0.016910572290518427,0.026397561344049754,-0.6406111560881067,0.5228005740314354,0.7943088696183151,0.016910572290518427
IFNB1,IFNB1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.894260472169813,5.9139125219999995,-0.01965204983018945,0.03067716690132602,-0.6406083682173399,0.5228023805637092,0.7943088696183151,0.01965204983018945
HS.372832,HS.372832,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.038237497160382,6.02174442876923,0.016493068391145227,0.02574768902794246,0.640564998794504,0.5228304842427094,0.7943088696183151,0.016493068391145227
LOC124220,LOC124220,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.908517385047172,5.888873754358975,0.01964363068819444,0.030667476507581757,0.6405362594257813,0.5228491079796893,0.7943088696183151,0.01964363068819444
CCKAR,CCKAR,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.089680086943397,6.073727511692305,0.015952575251086967,0.024905150021914263,0.640533192414025,0.5228510954904473,0.7943088696183151,0.015952575251086967
B3GALT2,B3GALT2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,7.283359172216978,7.223752711128207,0.05960646108877457,0.09307049733881845,0.6404442094231028,0.5229087607036484,0.7943645870666028,0.05960646108877457
HS.566697,HS.566697,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.935766405745285,5.9187419569230775,0.01702444882220422,0.026584255413199094,0.640395924489635,0.5229400530197682,0.7943652651837654,0.01702444882220422
GAS5,GAS5,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.017539800273587,5.996466212307692,0.021073587965891427,0.03290908102083911,0.6403578377818251,0.5229647367940303,0.7943652651837654,0.021073587965891427
HMGCLL1,HMGCLL1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.0909930095188685,6.082035448000001,0.008957561518867535,0.013988619398091097,0.6403463604199492,0.5229721753241742,0.7943652651837654,0.008957561518867535
PTPRN,PTPRN,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.9853178493867905,6.004348418256409,-0.019030568869619166,0.02972400213360766,-0.6402424809444525,0.523039502578842,0.7944192074309827,0.019030568869619166
MRPS2,MRPS2,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,8.583157736037737,8.557959708948717,0.025198027089016584,0.03935797020275714,0.64022679419711,0.5230496699985527,0.7944192074309827,0.025198027089016584
LOC646697,LOC646697,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.181586388547168,6.1983794334871805,-0.016793044940010687,0.02623224292502944,-0.6401680934415119,0.5230877180066544,0.7944451131939421,0.016793044940010687
LRRC18,LRRC18,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.063233948556601,6.04299328848718,0.020240660069423433,0.03162092100529314,0.6401034323457966,0.5231296309840069,0.7944764277567499,0.020240660069423433
OR52E4,OR52E4,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.071938699915096,6.056430448102562,0.015508251812530544,0.024228936116504552,0.640071513580262,0.5231503211997559,0.7944764277567499,0.015508251812530544
RAB11FIP4,RAB11FIP4,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.154363186462264,6.173249637102564,-0.018886450640301394,0.02951248128668968,-0.6399479073560415,0.5232304485862251,0.7945017468558511,0.018886450640301394
HS.577888,HS.577888,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.290673984896226,6.273326786205128,0.017347198691096855,0.027107212433538162,0.6399477162629302,0.5232305724667234,0.7945017468558511,0.017347198691096855
OR7E156P,OR7E156P,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,6.800156542660373,6.782788290153846,0.01736825250652957,0.027141700021539397,0.6399102669599284,0.5232548501311092,0.7945017468558511,0.01736825250652957
LAIR1,LAIR1,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,13.76384585056604,13.815229717948718,-0.05138386738268125,0.08030334624375038,-0.6398720574695878,0.523279621212462,0.7945017468558511,0.05138386738268125
HS.562331,HS.562331,GSE36961,HCM,HCM_vs_Control,disease_only,106,39,5.975367843933964,5.960065656256411,0.015302187677550178,0.0239157742715513,0.6398365992169736,0.5233026092198751,0.7945017468558511,0.015302187677550178
