gene_symbol_upper,gene_symbol,log2FC_disease_only,SE_disease_only,p_value_disease_only,FDR_disease_only,log2FC_adjusted_age_sex,SE_adjusted_age_sex,p_value_adjusted_age_sex,FDR_adjusted_age_sex,same_direction,abs_log2FC_change
MVP,MVP,-0.8097362156209498,0.0617339399083026,2.663322234897988e-26,7.69435826732437e-24,-0.8016514451585981,0.06497946799854032,4.942749191794894e-24,1.2812553829634903e-21,True,0.008084770462351676
SYF2,SYF2,0.4992274472839849,0.0380934992932074,2.848563759830344e-26,8.167177579889332e-24,0.47891996856015867,0.04057216683776437,1.152592726823175e-22,2.2601567015207193e-20,True,0.02030747872382621
LYPLAL1,LYPLAL1,0.803544411832364,0.0613392384669066,2.9406352145678925e-26,8.367765438386199e-24,0.7866362876094127,0.06325767453135556,2.7646373396303914e-24,7.637260201142467e-22,True,0.016908124222951293
OSR1,OSR1,-1.053812231312289,0.0805897950534592,3.390244338280635e-26,9.575163225863352e-24,-1.0278937626002311,0.08540251363965005,2.9282049198682845e-23,6.443072290542738e-21,True,0.02591846871205794
CD209,CD209,-0.9897488766473158,0.075860379062664,4.039902147295259e-26,1.132549160492862e-23,-1.014474038918203,0.07944234036139555,3.847982499180652e-25,1.311988699675594e-22,True,0.02472516227088717
CYP2J2,CYP2J2,0.9248327456966592,0.0709958349984362,4.565171166483719e-26,1.2679351014353457e-23,0.9141014717340785,0.07375584038869358,3.53843485674915e-24,9.497560680037469e-22,True,0.010731273962580667
IFI30,IFI30,-0.7974171764646844,0.061218861406064,4.589840640930147e-26,1.2679351014353457e-23,-0.754335388628324,0.0629229182254844,3.880450139382202e-23,8.344290680401068e-21,True,0.0430817878363603
LILRB5,LILRB5,-0.5558672190691846,0.0427188036551425,4.974770375388285e-26,1.3643127509198914e-23,-0.5787160316289809,0.0449978567492774,2.2518307119849943e-25,8.194498569786932e-23,True,0.022848812559796317
DDIT3,DDIT3,0.6975261888127697,0.0537050767654804,5.74947445183023e-26,1.5654288496688264e-23,0.7182751189713465,0.056024756796901665,2.8544616072983537e-25,1.009625738222556e-22,True,0.020748930158576817
SORBS1,SORBS1,0.7869838871451368,0.0606363846926126,6.080733048783165e-26,1.6437958783160552e-23,0.7464187585269185,0.06039553444136233,4.3447052834051024e-24,1.1339980424534447e-21,True,0.04056512861821826
ATPIF1,ATPIF1,0.7907230561862583,0.0609633436924788,6.389856482884873e-26,1.7099846875459066e-23,0.7747916282549646,0.061652343118674006,1.2714481264939571e-24,3.9121321784788863e-22,True,0.01593142793129365
RASSF1,RASSF1,-0.5421879564446068,0.0418039195898379,6.41594423800451e-26,1.7099846875459066e-23,-0.5253790135289568,0.04187383461806616,1.4339262510759586e-24,4.30701372208101e-22,True,0.01680894291565005
HES6,HES6,-0.7542046995396711,0.0581634380374208,6.524452582284045e-26,1.7267442827211325e-23,-0.741132630683782,0.06096758927928883,1.4381890088904984e-23,3.401856326904363e-21,True,0.013072068855889074
ACE2,ACE2,1.821104060101353,0.1405546481417467,6.945575657838152e-26,1.82543233573988e-23,1.851139809002708,0.13797299658539303,8.62845323221554e-27,4.186569756749094e-24,True,0.030035748901354964
SEMA4B,SEMA4B,-0.6776306816216755,0.0523063428163402,7.00901656271774e-26,1.82940166091459e-23,-0.7122240925143105,0.05499743671569458,1.3327999612371e-25,5.2542861805186754e-23,True,0.03459341089263501
PRICKLE1,PRICKLE1,1.034180660654327,0.0798573795087665,7.208997985313301e-26,1.8687105325490904e-23,1.0387143324719283,0.08347766081356993,2.64349791684011e-24,7.356310452994911e-22,True,0.004533671817601448
C8ORF47,C8ORF47,0.6072786566523936,0.0469527468971866,7.95951596257145e-26,2.049223408976048e-23,0.5617648935196689,0.04848025316315213,4.1519072272580956e-22,7.411937779377825e-20,True,0.045513763132724705
ZNF187,ZNF187,0.3506272766669069,0.0271377320783047,8.632616092385563e-26,2.2074999231920546e-23,0.36250929732693554,0.02846753783039369,4.751450290891962e-25,1.5636816322530192e-22,True,0.011882020660028636
M6PRBP1,M6PRBP1,-1.1302384218754258,0.0875441249110794,9.154369291862112e-26,2.3252098001329762e-23,-1.089902808207741,0.0844419974789335,1.7164310317284803e-25,6.628576410897557e-23,True,0.04033561366768468
OSMR,OSMR,-0.6202999182051291,0.048060845337876,9.373539558653308e-26,2.365006520911954e-23,-0.6089737125183761,0.050149875400559665,1.5539285493442802e-23,3.630245671511336e-21,True,0.011326205686753021
GPR172A,GPR172A,-0.7577872422622172,0.0587264241216043,9.536264369481064e-26,2.390128882962784e-23,-0.7149321449635664,0.05809746540679418,5.9446593849091574e-24,1.5099434837669258e-21,True,0.04285509729865078
NKD2,NKD2,-0.8053688867481864,0.0624310879018247,9.741959341710284e-26,2.4133225960588325e-23,-0.6987859434128617,0.05951469850396436,1.6705767949404493e-22,3.225747417414094e-20,True,0.1065829433353247
KIAA1853,KIAA1853,0.7817129467864042,0.0605984672533759,9.756337715927744e-26,2.4133225960588325e-23,0.7814604479588331,0.06358162703662325,6.4980484060484574e-24,1.6221794924471812e-21,True,0.00025249882757116815
PUS1,PUS1,-0.5770058258633303,0.0447380847935319,9.901384951341056e-26,2.433297499145803e-23,-0.5610464806450615,0.045015740353041366,2.3448313244607837e-24,6.672367391394197e-22,True,0.015959345218268806
TCEAL8,TCEAL8,0.4552779269920152,0.0354457863975457,1.3612852243884984e-25,3.323819393690781e-23,0.42954757927251325,0.03563551212334709,2.6319163823462858e-23,5.893935349483877e-21,True,0.025730347719501945
TUBB,TUBB,-0.8311714958819569,0.0650743923819918,2.093264032264183e-25,5.078312215709633e-23,-0.8070492097172043,0.06819538677846963,9.639680650247315e-23,1.9201229152066312e-20,True,0.02412228616475265
UCHL5IP,UCHL5IP,-0.4092111413853423,0.0320485123322561,2.145987040208605e-25,5.1730589505563613e-23,-0.3853600063740008,0.03190400811813682,2.2728624662617546e-23,5.150823526834872e-21,True,0.023851135011341507
INTU,INTU,0.4687432191163505,0.0367370291021688,2.26605245495878e-25,5.427912734833545e-23,0.4157078948326232,0.03659305102823687,1.5919423710898838e-21,2.552908939672362e-19,True,0.05303532428372726
HS.467627,HS.467627,0.8174146919368639,0.0642640199865933,2.877415179759494e-25,6.84897200586024e-23,0.7297457712602458,0.060628179669186225,2.918874398298139e-23,6.443072290542738e-21,True,0.08766892067661813
VPS41,VPS41,0.4128255578551023,0.0324598541091294,2.905139815350359e-25,6.871745090734356e-23,0.39289119048896326,0.03196779097611921,6.515121356338095e-24,1.6221794924471812e-21,True,0.019934367366139016
GNA15,GNA15,-0.6470946624472674,0.0508999536907406,2.993045808555055e-25,7.035702588234448e-23,-0.57781299699851,0.050679632860578604,1.2492067753700027e-21,2.0645187607272106e-19,True,0.06928166544875747
ANKMY2,ANKMY2,0.7308715126506999,0.0575402671860739,3.200392828334995e-25,7.476670801306556e-23,0.6679475642403049,0.05792697223987408,5.804586934221558e-22,1.0170388755210607e-19,True,0.06292394841039506
GATA2,GATA2,-0.490551868696421,0.0386395636377946,3.324348221459982e-25,7.718606306096597e-23,-0.49364754179924725,0.040845828361366035,2.1820858959278923e-23,4.974892940800423e-21,True,0.0030956731028262685
SELS,SELS,-0.7308882928418009,0.0576036300921266,3.4743911151248662e-25,8.017793057500957e-23,-0.7102083773346448,0.05654629915678515,1.3276857028151792e-24,4.0198074486994615e-22,True,0.020679915507156088
SDSL,SDSL,0.7773640680133037,0.061295665391224,3.6025083684732618e-25,8.263062528075096e-23,0.7308398077153118,0.06455508477852774,2.0063055541703028e-21,3.1376297521954245e-19,True,0.04652426029799195
HMGN2,HMGN2,0.5950197831419912,0.0469822327302907,3.99979007036184e-25,9.119039458006881e-23,0.5970544810333129,0.0501568843759064,6.395689221829595e-23,1.3083851583208802e-20,True,0.002034697891321713
CNDP2,CNDP2,-0.5071359972859226,0.0401565808051239,4.9598651912930525e-25,1.124018311554951e-22,-0.5263823895407129,0.04208495133226375,1.805820091446619e-24,5.257159013914518e-22,True,0.0192463922547903
GRASP,GRASP,-0.6143346882089988,0.0487136823858532,5.520629218642473e-25,1.2418681442122302e-22,-0.6551835681893994,0.05116978401556299,3.146779185026809e-25,1.0925963764818773e-22,True,0.04084887998040054
YPEL1,YPEL1,0.6067757590137868,0.0481171540253779,5.545519113561986e-25,1.2418681442122302e-22,0.5810833641570132,0.04926920075274578,1.223556644775283e-22,2.3869445761940906e-20,True,0.02569239485677355
C5ORF23,C5ORF23,1.2364150143609076,0.0981962803059617,6.2206134953803555e-25,1.384854931448029e-22,1.2363036684305784,0.10452182356117018,9.99851631329594e-23,1.9811719811151737e-20,True,0.000111345930329243
SVIL,SVIL,0.6056391238190582,0.0482021599725767,7.30291145020394e-25,1.6107328915169832e-22,0.5830375834028436,0.04867097396597209,4.09449278298298e-23,8.686980375480039e-21,True,0.02260154041621454
LOC148915,LOC148915,0.6963942995839355,0.055427017085114,7.320352410847146e-25,1.6107328915169832e-22,0.663505042156679,0.05879335343693134,2.4794826144299088e-21,3.861666626572606e-19,True,0.03288925742725646
MAP3K8,MAP3K8,-0.6709041355324151,0.0535826089681401,9.49228424897425e-25,2.076560634027049e-22,-0.6725904784653255,0.05557484298412845,1.9758587902322007e-23,4.559655596044382e-21,True,0.0016863429329103674
MIDN,MIDN,-0.9698212585336236,0.0778542965759742,1.3950351349473643e-24,3.0342815929435613e-22,-0.9934364535898794,0.08140320298361389,1.0848167257306822e-23,2.5984793545571772e-21,True,0.023615195056255867
SGK,SGK,-1.371773742806242,0.1104102706871996,1.6965181167677062e-24,3.668938551268034e-22,-1.338190053044486,0.11487968295697652,2.892111509851469e-22,5.365433931462681e-20,True,0.033583689761756075
IRX2,IRX2,1.0037788582193987,0.0810562715413671,2.1656464780720116e-24,4.656878216426895e-22,1.0307552561203137,0.08320659413187903,3.65975248583298e-24,9.754013561889787e-22,True,0.026976397900914995
RASL11B,RASL11B,1.7241645680082232,0.1393077056554227,2.259639949903916e-24,4.831544268026191e-22,1.7277763402185595,0.14423883742733648,4.108675916109832e-23,8.686980375480039e-21,True,0.0036117722103363725
C20ORF27,C20ORF27,-0.4794894046695716,0.0388704146840118,2.892835332982569e-24,6.150687978205523e-22,-0.4559901180278087,0.04009549181916353,1.480179087364631e-21,2.393968279504351e-19,True,0.023499286641762873
PDE5A,PDE5A,0.7659448376678755,0.0622235687373092,3.383054279067699e-24,7.152797332156208e-22,0.7885588691281147,0.0628593792245172,1.4501285041691326e-24,4.321382942424015e-22,True,0.022614031460239215
MPP3,MPP3,-0.8131638411422358,0.0661359525388512,3.6852545444847775e-24,7.748452416142829e-22,-0.8696199459429401,0.06859827346071594,6.652732334853767e-25,2.170511275386859e-22,True,0.05645610480070429
TUBA1B,TUBA1B,-0.6977478689961328,0.0567678035221736,3.776742801372721e-24,7.896939671864753e-22,-0.6528754242111527,0.057046308801557866,9.665405149545378e-22,1.6114401907034992e-19,True,0.04487244478498009
IMPDH1,IMPDH1,-0.4871302181833594,0.0396607740873715,3.9830699940177855e-24,8.282597087560279e-22,-0.4646681527085695,0.03867472237797871,3.3171262872890804e-23,7.214940314295548e-21,True,0.022462065474789905
CSNK1D,CSNK1D,-0.5545419511260292,0.0451974888679133,4.309903264234807e-24,8.913256772580902e-22,-0.5268702314137849,0.0444544092034857,8.688988240819918e-23,1.7491672817131415e-20,True,0.027671719712244358
PLCE1,PLCE1,1.0273324193746964,0.0838936300059559,4.969009366298514e-24,1.0220496112876825e-21,1.0427430650526097,0.08771338458185991,7.016554771497504e-23,1.4200456250379388e-20,True,0.015410645677913282
EGLN2,EGLN2,-0.4009061522595559,0.0327440576735329,5.029882502596383e-24,1.0289780172608794e-21,-0.39531656300679624,0.033077042080931644,4.8252926818259697e-23,1.008939374786661e-20,True,0.0055895892527596525
VSIG4,VSIG4,-0.897448968096518,0.0734945630038573,6.1175453704092616e-24,1.244756032733919e-21,-0.8454248914558059,0.0749948894246766,2.6661606604502437e-21,4.1185108716489764e-19,True,0.05202407664071207
KIAA0141,KIAA0141,0.6117027485803106,0.0501250415667212,6.4021437792539014e-24,1.2956980399446158e-21,0.5838234710808483,0.051880429273619764,2.9982155694340567e-21,4.593946009749041e-19,True,0.027879277499462285
FCGR2A,FCGR2A,-0.6776767750478964,0.0555433806130149,6.50622798911004e-24,1.30975906636095e-21,-0.7222101677549916,0.057854870437565396,2.086370259073692e-24,5.9818764261290105e-22,True,0.04453339270709522
DCUN1D3,DCUN1D3,-0.63329910029826,0.0519167843808589,6.6050722572605016e-24,1.3226220351760897e-21,-0.6221836442963813,0.05388906448630167,5.31855413022342e-22,9.362139516857467e-20,True,0.011115456001878687
PPARG,PPARG,-0.4620904589172727,0.0378936446205884,6.763720394632698e-24,1.347261905554048e-21,-0.49666671993998074,0.036772457763589686,5.10195442808441e-27,2.7195572857082053e-24,True,0.034576261022708055
LOC255783,LOC255783,-0.6546691803604278,0.0537124909066195,7.012707690271878e-24,1.3895441635917777e-21,-0.6613361496219071,0.05638691648906326,1.8026354250721436e-22,3.4111270148640174e-20,True,0.006666969261479361
GFPT2,GFPT2,-0.941566813943156,0.0773049478130241,7.380438051021503e-24,1.4547919712445822e-21,-0.9227924220679425,0.08226343864804687,3.7033757048547075e-21,5.583982347646664e-19,True,0.01877439187521346
TERF1,TERF1,0.4226468762447972,0.0347460677718689,8.127684907983392e-24,1.593784264391396e-21,0.4046406810755282,0.036962447110057785,1.828351036014565e-20,2.5346437109526457e-18,True,0.01800619516926899
DDIT4,DDIT4,-1.316253098798017,0.1082350023830606,8.266270263872925e-24,1.6126044557037872e-21,-1.3274958324464052,0.11447453955506118,3.9382803621199687e-22,7.097531361180588e-20,True,0.011242733648388237
LRRC49,LRRC49,1.0595042380638595,0.0871335183786857,8.342146880838026e-24,1.6190609787292097e-21,0.9877934267276628,0.08518817543810227,3.961642719591208e-22,7.105797647661084e-20,True,0.07171081133619672
SLC16A9,SLC16A9,0.9038190366891607,0.0743481922103169,8.492991077311377e-24,1.6399272464894204e-21,0.8767727516162456,0.0771607632700524,1.567286568226242e-21,2.524064998344271e-19,True,0.027046285072915177
FERMT3,FERMT3,-0.4783986668316415,0.0394499339886693,1.0163710187990693e-23,1.952567389719268e-21,-0.43890117763420905,0.038091011038562904,6.101078902482261e-22,1.0640618992780813e-19,True,0.039497489197432456
PLEK,PLEK,-0.7813657179588784,0.0644407859065641,1.0249729811510118e-23,1.959147850739454e-21,-0.7388707013794711,0.06807780807885097,3.1854774657768024e-20,4.274133288758969e-18,True,0.04249501657940735
IRAK3,IRAK3,-0.6573086886030495,0.0542497658435294,1.0819379379437184e-23,2.057639356754672e-21,-0.6191156130019653,0.054587701438742774,1.7773569338342384e-21,2.8144707329661333e-19,True,0.0381930756010842
SLC39A1,SLC39A1,-0.6653716865188688,0.0549359253447967,1.1120700849735081e-23,2.1043702217953696e-21,-0.6209996741714362,0.054601440552743685,1.4739138952638547e-21,2.393968279504351e-19,True,0.0443720123474326
FGR,FGR,-0.738872675765361,0.0610659803802305,1.1967799266322069e-23,2.2511534560007758e-21,-0.6908300106339545,0.06001491118843815,6.529089318101837e-22,1.1180991598772945e-19,True,0.048042665131406426
ADAP2,ADAP2,-0.808101871695937,0.0667912375657595,1.201535163853926e-23,2.2511534560007758e-21,-0.7516864589371091,0.06768572615424868,7.179930751841564e-21,1.0532234854038598e-18,True,0.05641541275882789
DUSP1,DUSP1,-1.5440179405331418,0.1277146896956892,1.2709565386533861e-23,2.3694887271860123e-21,-1.5090941967861982,0.13580969342416785,6.917856975372462e-21,1.0187284633850047e-18,True,0.034923743746943625
MARCO,MARCO,-0.8303947148326087,0.0687138309051182,1.3079048314176378e-23,2.4264199142074468e-21,-0.8133772621898061,0.06986172900625935,2.9957104329050878e-22,5.53051985579151e-20,True,0.017017452642802633
PLTP,PLTP,-1.0368181480478966,0.0858175598156684,1.333109307239092e-23,2.461114870330277e-21,-1.0480961911684985,0.0885122212632588,9.254603181545623e-23,1.853173079411511e-20,True,0.011278043120601877
HS.554507,HS.554507,0.5462061070766792,0.0452147798664613,1.3443830068668312e-23,2.469879576596218e-21,0.5594093264615657,0.04766378093141356,1.7189988222559612e-22,3.30239743284767e-20,True,0.013203219384886555
ARS2,ARS2,-0.4292938597718944,0.0355398684849803,1.3527973521966833e-23,2.4733318160017237e-21,-0.4037058712538938,0.03475381097311036,3.5043807797549215e-22,6.376288220702151e-20,True,0.025587988518000593
SLC25A28,SLC25A28,-0.5576818805430582,0.0462149754031515,1.454943773818087e-23,2.647298176149968e-21,-0.5802189415095215,0.0483522765369282,3.6236478044483044e-23,7.836604274694316e-21,True,0.02253706096646324
TRMT5,TRMT5,0.655602959251087,0.0544804313592107,1.778828282917658e-23,3.221126085899602e-21,0.6373405505613075,0.057898300735705246,1.2782692518673821e-20,1.7984155429804067e-18,True,0.018262408689779575
C1QTNF1,C1QTNF1,-1.297475834121434,0.1080593328913307,2.0885195674963962e-23,3.763910073879457e-21,-1.2988167512467028,0.11274214615201696,6.180740586571773e-22,1.073010588254107e-19,True,0.0013409171252687369
CCDC28A,CCDC28A,0.6086927329446029,0.0509989053996131,3.215023290078933e-23,5.766624238688497e-21,0.6119531387066236,0.053162443768656545,6.527858585791232e-22,1.1180991598772945e-19,True,0.0032604057620206905
SLC7A1,SLC7A1,-1.1134696820471714,0.093409571312491,3.52123386707687e-23,6.261991444055793e-21,-1.0883791803536902,0.09587948468724829,1.676622907514164e-21,2.6773616269105926e-19,True,0.02509050169348126
LOC730534,LOC730534,0.6526590498393801,0.0547525819090471,3.524293657411309e-23,6.261991444055793e-21,0.6251311119258006,0.05788491897359143,4.375503698046486e-20,5.613400439195502e-18,True,0.027527937913579437
SERPINA5,SERPINA5,-0.8357688422880987,0.0702591729226238,4.0878108069061404e-23,7.229312513933168e-21,-0.8549038896102261,0.07447203064577308,7.863786025764555e-22,1.3286287764780597e-19,True,0.019135047322127452
RARRES1,RARRES1,-1.3526981556676343,0.1137271695004728,4.119256985174276e-23,7.25104185399561e-21,-1.2735512028677372,0.11908800988895633,8.146073963852926e-20,1.0009620624544735e-17,True,0.07914695279989714
C21ORF34,C21ORF34,0.6786872406006254,0.0570678446388918,4.159146132165565e-23,7.287363172126758e-21,0.6630718623163835,0.05646344812093703,1.6511122297344977e-22,3.204512484437528e-20,True,0.015615378284241865
TOMM40,TOMM40,-0.6392661859037261,0.0537770876185599,4.294113398716635e-23,7.489171229853907e-21,-0.6172188673335102,0.05261791596277688,1.784973126236908e-22,3.3946780369629155e-20,True,0.022047318570215912
SMAP2,SMAP2,-0.6226148202404467,0.0523974081030588,4.419577676109624e-23,7.672630125231414e-21,-0.5976413104866474,0.0548052665960965,2.3504188880200993e-20,3.246494643649952e-18,True,0.024973509753799306
