gene_symbol,disease_group,source_resource_layer,stratum,is_prespecified_h4_gene,MCI,Adj_MCI,MCI_tier,bootstrap_majority_tier,MCI_CI95_lower,MCI_CI95_upper,MCI_CI95_width,bootstrap_median_MCI,bootstrap_prob_HIGH,bootstrap_prob_MODERATE,bootstrap_prob_UNSTABLE,sigma_disease,sigma_GTEx,sigma_disease_to_GTEx_ratio,GTEx_low_confidence_flag,GTEx_adjustment_status,n_cohorts_available,D_g_direction_agreement,S_g_effect_size_consistency,R_g_statistical_reproducibility,resource_interpretation,has_DCM_generalization_entry,DCM_MCI_if_available,DCM_tier_if_available,resource_version,resource_release_date_utc,primary_data_type,resource_status
PKP2,HCM,primary_HCM_bulk_RNA_resource,,False,0.3,0.3930700483576799,UNSTABLE,UNSTABLE,0.2166666666666666,1.0,0.7833333333333334,,0.34,0.0,0.66,0.4491018598370247,1.8719725464521475,0.2399083579981898,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.6666666666666666,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,False,,,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
MYH7,HCM,primary_HCM_bulk_RNA_resource,HCM_sarcomeric,True,0.292774455340535,0.3739348605156427,UNSTABLE,UNSTABLE,0.1333333333333333,1.0,0.8666666666666667,,0.22,0.229,0.551,0.3687196073331015,1.7404733502156615,0.2118501885061403,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.2174508247824809,0.3333333333333333,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,True,0.7405165973635002,HIGH,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
TCAP,HCM,primary_HCM_bulk_RNA_resource,,False,0.2731064436543995,0.3366434285949151,UNSTABLE,UNSTABLE,0.1333333333333333,1.0,0.8666666666666667,,0.349,0.0,0.651,0.2655612360216872,1.5176005388915037,0.1749875736177982,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.1612565056792368,0.3333333333333333,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,True,0.125,UNSTABLE,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
ACTC1,HCM,primary_HCM_bulk_RNA_resource,HCM_sarcomeric,True,0.2166666666666666,0.242137708777757,UNSTABLE,UNSTABLE,0.2166666666666666,1.0,0.7833333333333334,,0.339,0.228,0.433,0.1753238669769115,2.0651256513367566,0.084897433172371,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.3333333333333333,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,True,0.6624764392918125,MODERATE,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
COQ9,HCM,primary_HCM_bulk_RNA_resource,,False,0.2166666666666666,0.2677510095853357,UNSTABLE,UNSTABLE,0.2166666666666666,1.0,0.7833333333333334,,0.108,0.352,0.54,0.2309963018249075,1.3011074356516386,0.1775382228210976,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.3333333333333333,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,False,,,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
MTO1,HCM,primary_HCM_bulk_RNA_resource,,False,0.2166666666666666,0.2885861512747906,UNSTABLE,UNSTABLE,0.2166666666666666,1.0,0.7833333333333334,,0.117,0.333,0.55,0.134115506288489,0.5184181562113528,0.2587014067343192,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.3333333333333333,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,False,,,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
NEXN,HCM,primary_HCM_bulk_RNA_resource,,False,0.2166666666666666,0.264416865065181,UNSTABLE,UNSTABLE,0.1333333333333333,1.0,0.8666666666666667,,0.308,0.0,0.692,0.2893329595762849,1.753056261783391,0.1650448795533495,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.3333333333333333,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,True,0.2030462831417696,UNSTABLE,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
TNNT2,HCM,primary_HCM_bulk_RNA_resource,HCM_sarcomeric,True,0.2142705021088397,0.2295415370272766,UNSTABLE,UNSTABLE,0.1333333333333333,0.75,0.6166666666666667,,0.315,0.0,0.685,0.0751676362866279,1.484321584042947,0.0506410720525189,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.231249053644304,0.0,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,True,0.5808946396051466,MODERATE,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
CACNA1C,HCM,primary_HCM_bulk_RNA_resource,,False,0.1333333333333333,0.1595576818411482,UNSTABLE,UNSTABLE,0.1333333333333333,0.75,0.6166666666666667,,0.125,0.217,0.658,0.1475685016814658,1.0103277505664787,0.146060030122627,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.0,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,False,,,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
DES,HCM,primary_HCM_bulk_RNA_resource,,False,0.1333333333333333,0.1540221500718291,UNSTABLE,UNSTABLE,0.1333333333333333,0.75,0.6166666666666667,,0.091,0.221,0.688,0.1535557298408887,1.3523201435725676,0.1135498354962192,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.0,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,True,0.8673795939483651,HIGH,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
JPH2,HCM,primary_HCM_bulk_RNA_resource,HCM_non_sarcomeric,True,0.1333333333333333,0.1504335909638775,UNSTABLE,UNSTABLE,0.1333333333333333,0.75,0.6166666666666667,,0.107,0.233,0.66,0.1194447619036121,1.2847862973868684,0.0929685832940087,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.0,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,False,,,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
MYBPC3,HCM,primary_HCM_bulk_RNA_resource,HCM_sarcomeric,True,0.1333333333333333,0.1404081704251487,UNSTABLE,UNSTABLE,0.1333333333333333,0.75,0.6166666666666667,,0.093,0.216,0.691,0.0641582785214783,1.7125313792921362,0.0374640017095615,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.0,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,True,0.8216765726764936,HIGH,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
MYO6,HCM,primary_HCM_bulk_RNA_resource,,False,0.1333333333333333,0.1555984843117688,UNSTABLE,UNSTABLE,0.1333333333333333,0.75,0.6166666666666667,,0.343,0.0,0.657,0.052978628630767,0.4317294160182036,0.1227125756669154,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.0,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,False,,,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
TTN,HCM,primary_HCM_bulk_RNA_resource,,False,0.1333333333333333,0.1644665009097846,UNSTABLE,UNSTABLE,0.1333333333333333,0.75,0.6166666666666667,,0.112,0.238,0.65,0.2803379728801225,1.5957061443964062,0.1756827056564124,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,3,0.3333333333333333,0.0,0.0,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,True,0.6773377079356372,MODERATE,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
CEP85L,HCM,primary_HCM_bulk_RNA_resource,,False,0.0,0.0,UNSTABLE,UNSTABLE,0.0,0.75,0.75,,0.5,0.0,0.5,0.2277294062193911,0.5868907395473557,0.3880269203004111,True,LOW_CONFIDENCE_DISEASE_VARIABILITY_WITHIN_GTEx_BASELINE,2,0.0,0.0,0.0,Unstable transcript-level evidence across current HCM cohorts. Do not treat bulk transcript signal as reproducible without additional validation.,False,,INSUFFICIENT_COVERAGE,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
CASR,HCM,primary_HCM_bulk_RNA_resource,,False,,,INSUFFICIENT_COHORT_COVERAGE,INSUFFICIENT_COVERAGE,,,,,,,,,0.0044773819239756,,False,NO_DISEASE_SIGMA,1,,,0.0,Insufficient evidence for primary MCI interpretation.,False,,,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
RPL36A-HNRNPH2,HCM,primary_HCM_bulk_RNA_resource,,False,,,INSUFFICIENT_COHORT_COVERAGE,INSUFFICIENT_COVERAGE,,,,,,,,,,,False,NO_GTEx_MATCH,1,,,1.0,Insufficient evidence for primary MCI interpretation.,False,,,v0.2-resource-reframe-corrected-source,2026-07-09,bulk_RNA_expression,browser_ready_table_candidate
