gene_symbol,disease_group,stratum,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,n_plp_variants,max_review_weight,review_status_examples,condition_examples,matched_in_expression_matrix,expression_gene_id,expression_symbol_match_type,dataset,contrast,log2FC,SE,t_stat,p_value,FDR,mean_DCM,mean_Control,n_DCM,n_Control,abs_log2FC,direction,matched_in_DE
LDB3,DCM,,ClinVar_PLP_review2plus,False,True,2,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",LDB3-related_disorder|Cardiovascular_phenotype|Neuromuscular_disease|Myofibrillar_myopathy|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1C|Myofibrillar_myopathy_4 | not_provided|Dilated_cardiomyopathy_1C|Myofibrillar_myopathy_4|Cardiomyopathy,,,,GSE141910,DCM_vs_Control,-0.045651571964684834,0.057080430501424036,-0.7997762379095218,0.4244157733756587,0.48681593633851117,18.181445291824446,18.227096863789132,166.0,166.0,0.045651571964684834,down_in_DCM,True
MHRT,DCM,,ClinVar_PLP_review2plus,False,True,3,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Hypertrophic_cardiomyopathy_1|Myosin_storage_myopathy|Congenital_myopathy_with_fiber_type_disproportion|MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|Myopathy,_myosin_storage,_autosomal_recessive|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|Congenital_myopathy_with_fiber_type_disproportion|Hypertrophic_cardiomyopathy_1|Myosin_storage_myopathy|Myopathy,_myosin_storage,_autosomal_recessive|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Asymmetric_septal_hypertrophy|Hypertrophic_cardiomyopathy | Myopathy,_myosin_storage,_autosomal_recessive|Hypertrophic_cardiomyopathy_1|MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|not_provided|Hypertrophic_cardiomyopathy",,,,,,,,,,,,,,,,,False
MT-TI,DCM,,ClinVar_PLP_review2plus,False,True,1,3.0,reviewed_by_expert_panel,Primary_dilated_cardiomyopathy|Asymmetric_septal_hypertrophy|MT-TI-related_disorder|Mitochondrial_disease|Primary_familial_hypertrophic_cardiomyopathy|MERRF_syndrome,,,,GSE141910,DCM_vs_Control,-0.2579354447695561,0.1322716073495403,-1.9500439280815358,0.05201737808458314,0.07571332026730779,10.010706916758357,10.268642361527915,166.0,166.0,0.2579354447695561,down_in_DCM,True
MYBPC3,DCM,,ClinVar_PLP_review2plus,False,True,7,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_4|Left_ventricular_noncompaction_10|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1I|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy|Left_ventricular_hypertrophy|See_cases | Cardiovascular_phenotype|MYBPC3-related_disorder|Left_ventricular_noncompaction_cardiomyopathy|Primary_dilated_cardiomyopathy|Left_ventricular_noncompaction_10|Hypertrophic_cardiomyopathy_4|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_4,,,,GSE141910,DCM_vs_Control,0.09088388687333904,0.07084817582670437,1.2827978393634623,0.20046316265844882,0.25320150987895634,18.93750849349308,18.846624606619756,166.0,166.0,0.09088388687333904,up_in_DCM,True
MYH7,DCM,,ClinVar_PLP_review2plus,False,True,66,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiomyopathy|Hypertrophic_cardiomyopathy_1|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Dilated_cardiomyopathy_1S|MYH7-related_skeletal_myopathy|Hypertrophic_cardiomyopathy_1|Myopathy,_myosin_storage,_autosomal_recessive|Myosin_storage_myopathy|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|See_cases|Hypertrophic_cardiomyopathy",,,,GSE141910,DCM_vs_Control,0.2232728600643199,0.0627623346301692,3.557433951110464,0.0004293427438646703,0.0009387530668674432,20.92914006881764,20.705867208753332,166.0,166.0,0.2232728600643199,up_in_DCM,True
MYPN,DCM,,ClinVar_PLP_review2plus,False,True,6,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Dilated_cardiomyopathy_1KK|not_provided | Cardiovascular_phenotype|MYPN-related_myopathy|Dilated_cardiomyopathy_1KK | Cardiovascular_phenotype|not_provided|Dilated_cardiomyopathy_1KK|MYPN-related_myopathy,,,,GSE141910,DCM_vs_Control,0.401368392119422,0.06785077957804621,5.915457340585792,8.276820712802054e-09,3.5225007323242396e-08,15.709819160491538,15.30845076837212,166.0,166.0,0.401368392119422,up_in_DCM,True
NCAPH2,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Cardioencephalomyopathy,_fatal_infantile,_due_to_cytochrome_c_oxidase_deficiency_1|Myopia_6|not_provided|Primary_dilated_cardiomyopathy",,,,GSE141910,DCM_vs_Control,0.3039516734438319,0.08167327391700768,3.7215561329486126,0.0002326934250669979,0.0005330841948107081,12.444542695530844,12.140591022087017,166.0,166.0,0.3039516734438319,up_in_DCM,True
NEXN,DCM,,ClinVar_PLP_review2plus,False,True,3,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Dilated_cardiomyopathy_1CC|Hypertrophic_cardiomyopathy_20|not_provided | Hypertrophic_cardiomyopathy_20|Dilated_cardiomyopathy_1CC|Heart_failure,,,,GSE141910,DCM_vs_Control,-0.29212232734076515,0.06293888351384831,-4.641364940585419,5.001058987776483e-06,1.4808797991155796e-05,16.931897346424453,17.22401967376522,166.0,166.0,0.29212232734076515,down_in_DCM,True
NKX2-5,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Noncompaction_cardiomyopathy|Ventricular_fibrillation|Atrial_septal_defect|Primary_dilated_cardiomyopathy|not_provided|Atrial_septal_defect_7,,,,GSE141910,DCM_vs_Control,-0.049861465706626085,0.1249107466220698,-0.39917674863866626,0.6900211731798844,0.7358503444170046,12.978649724608829,13.028511190315456,166.0,166.0,0.049861465706626085,down_in_DCM,True
PMS2,DCM,,ClinVar_PLP_review2plus,False,True,1,3.0,reviewed_by_expert_panel,Mismatch_repair_cancer_syndrome_4|Lynch_syndrome_4|PMS2-related_cancer_disorders|Inherited_MMR_deficiency_(Lynch_syndrome)|PMS2-related_disorder|Hereditary_nonpolyposis_colorectal_neoplasms|Breast_and/or_ovarian_cancer|Hereditary_cancer-predisposing_syndrome|Hypertrophic_cardiomyopathy_9|Dilated_cardiomyopathy_1G|not_provided|Lynch_syndrome|Endometrial_carcinoma|Lynch_syndrome_1|Mismatch_repair_cancer_syndrome_1|Pituitary_carcinoma,,,,GSE141910,DCM_vs_Control,0.040011523954341044,0.06016734583684332,0.6650039718029258,0.5065124199406137,0.5670354012433079,10.434175512112667,10.394163988158333,166.0,166.0,0.040011523954341044,up_in_DCM,True
PPCS,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiomyopathy,_dilated,_2c|not_provided",,,,GSE141910,DCM_vs_Control,0.17113894628348625,0.025518644212332,6.706427851710969,8.668376730528534e-11,4.692329193341367e-10,13.12296316217953,12.951824215896043,166.0,166.0,0.17113894628348625,up_in_DCM,True
PPP1R13L,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Primary_dilated_cardiomyopathy|Arrhythmogenic_cardiomyopathy_with_variable_ectodermal_abnormalities|Orofacial_cleft,,,,GSE141910,DCM_vs_Control,0.103535378113496,0.07513615351189319,1.377970168476984,0.1691461382214378,0.21779124056847113,13.403935785450853,13.300400407337353,166.0,166.0,0.103535378113496,up_in_DCM,True
PSEN1,DCM,,ClinVar_PLP_review2plus,False,True,5,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Alzheimer_disease_3|Acne_inversa,_familial,_3|Pick_disease|Frontotemporal_dementia|Dilated_cardiomyopathy_1U|not_provided | Alzheimer_disease_3|Dilated_cardiomyopathy_1U|Acne_inversa,_familial,_3|Frontotemporal_dementia|Pick_disease|not_provided | Autosomal_dominant_PSEN1-related_disorders|Frontotemporal_dementia|Acne_inversa,_familial,_3|Pick_disease|Alzheimer_disease_3|PSEN1-related_disorder|Dilated_cardiomyopathy_1U|not_provided",,,,GSE141910,DCM_vs_Control,-0.16124057573488315,0.02115045771646799,-7.6235028998610925,2.650687976570921e-13,1.8968761697045793e-12,12.97174848763489,13.132989063369763,166.0,166.0,0.16124057573488315,down_in_DCM,True
RAF1,DCM,,ClinVar_PLP_review2plus,False,True,5,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel",Cardiovascular_phenotype|Dilated_cardiomyopathy_1NN|not_provided|RASopathy|Noonan_syndrome|Noonan_syndrome_5 | Dilated_cardiomyopathy_1NN|LEOPARD_syndrome_2|Noonan_syndrome_5|not_provided|RASopathy|Noonan_syndrome_3 | Dilated_cardiomyopathy_1NN|not_provided|RASopathy|Noonan_syndrome|Noonan_syndrome_5 | not_provided|Noonan_syndrome_5|LEOPARD_syndrome_2|Dilated_cardiomyopathy_1NN|RAF1-related_disorder|RASopathy|Noonan_syndrome|Primary_familial_hypertrophic_cardiomyopathy,,,,GSE141910,DCM_vs_Control,-0.2852449494378737,0.0385480111941123,-7.3997319343271615,1.1412406310432948e-12,7.654995580617579e-12,15.178232630693776,15.463477580131658,166.0,166.0,0.2852449494378737,down_in_DCM,True
RNF220,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Leukodystrophy,_hypomyelinating,_23,_with_ataxia,_deafness,_liver_dysfunction,_and_dilated_cardiomyopathy",,,,GSE141910,DCM_vs_Control,-0.18760872560929087,0.03123671395817863,-6.006032704351405,5.018227821202492e-09,2.193269008099401e-08,13.290463965501889,13.478072691111183,166.0,166.0,0.18760872560929087,down_in_DCM,True
SCO2,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Cardioencephalomyopathy,_fatal_infantile,_due_to_cytochrome_c_oxidase_deficiency_1|Myopia_6|not_provided|Primary_dilated_cardiomyopathy",,,,,,,,,,,,,,,,,False
SDHA,DCM,,ClinVar_PLP_review2plus,False,True,41,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Dilated_cardiomyopathy_1GG|Hereditary_cancer-predisposing_syndrome|Pheochromocytoma/paraganglioma_syndrome_5|Mitochondrial_complex_II_deficiency,_nuclear_type_1 | Dilated_cardiomyopathy_1GG|Mitochondrial_complex_II_deficiency,_nuclear_type_1|Neurodegeneration_with_ataxia_and_late-onset_optic_atrophy|Pheochromocytoma/paraganglioma_syndrome_5|Hereditary_cancer-predisposing_syndrome|not_provided | Dilated_cardiomyopathy_1GG|Mitochondrial_complex_II_deficiency,_nuclear_type_1|Pheochromocytoma/paraganglioma_syndrome_5",,,,GSE141910,DCM_vs_Control,0.08735177516099313,0.05562406353636354,1.5703954297385698,0.11728144232292931,0.1572786194657291,16.705620509993732,16.61826873483274,166.0,166.0,0.08735177516099313,up_in_DCM,True
SGCB,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",not_provided|Primary_dilated_cardiomyopathy|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2E,,,,GSE141910,DCM_vs_Control,-0.19808078627348102,0.05085480190399872,-3.895026209076746,0.00011887478222638263,0.0002846260790684198,14.658527220216657,14.85660800649013,166.0,166.0,0.19808078627348102,down_in_DCM,True
SGCD,DCM,,ClinVar_PLP_review2plus,False,True,12,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel",Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2F|Dilated_cardiomyopathy_1L | Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2F|Dilated_cardiomyopathy_1L|Autosomal_recessive_limb-girdle_muscular_dystrophy|not_provided | Autosomal_recessive_limb-girdle_muscular_dystrophy|not_provided|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2F|Dilated_cardiomyopathy_1L,,,,GSE141910,DCM_vs_Control,-0.23930441658905366,0.07117506504653201,-3.362194561151493,0.0008640858179647243,0.0017853594584800157,15.118557932944132,15.357862349533185,166.0,166.0,0.23930441658905366,down_in_DCM,True
TAB2,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Congenital_heart_defects,_multiple_types,_2|Primary_dilated_cardiomyopathy|not_provided",,,,GSE141910,DCM_vs_Control,-0.473131043440576,0.049299392825712156,-9.597096765739758,2.1325505397017849e-19,2.8220091595067293e-18,13.881263390207167,14.354394433647746,166.0,166.0,0.473131043440576,down_in_DCM,True
TARID,DCM,,ClinVar_PLP_review2plus,False,True,4,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Dilated_cardiomyopathy_1J|Autosomal_dominant_nonsyndromic_hearing_loss_10|not_provided|Monogenic_hearing_loss | Dilated_cardiomyopathy_1J|EYA4-related_disorder | Rare_genetic_deafness|EYA4-related_disorder|Cardiovascular_phenotype|Dilated_cardiomyopathy_1J,,,,GSE141910,DCM_vs_Control,0.6525448560371148,0.11966916130499858,5.452907406729339,9.728777190289237e-08,3.634157629617123e-07,7.781158821774385,7.1286139657372685,166.0,166.0,0.6525448560371148,up_in_DCM,True
TCAP,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_25|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G|Primary_dilated_cardiomyopathy,,,,GSE141910,DCM_vs_Control,0.08417027769141239,0.10304075482688656,0.8168639470161347,0.4145954931670285,0.4769999605370206,17.9726799747011,17.888509697009695,166.0,166.0,0.08417027769141239,up_in_DCM,True
TMEM43,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Familial_isolated_arrhythmogenic_right_ventricular_dysplasia|not_provided|Arrhythmogenic_right_ventricular_cardiomyopathy|Cardiomyopathy|Primary_dilated_cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_5|Hypertrophic_cardiomyopathy,,,,GSE141910,DCM_vs_Control,-0.3852933948797874,0.045445910936960515,-8.478065175417878,7.755627863231775e-16,7.146836168840709e-15,13.956667178149159,14.341960573028937,166.0,166.0,0.3852933948797874,down_in_DCM,True
TNNC1,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|not_specified|Dilated_cardiomyopathy_1Z|Hypertrophic_cardiomyopathy_13|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy,,,,GSE141910,DCM_vs_Control,0.17537119042200366,0.07113481682184923,2.4653355172222495,0.014196984621348021,0.02327978532285349,18.4546132854089,18.279242094986895,166.0,166.0,0.17537119042200366,up_in_DCM,True
TNNI3,DCM,,ClinVar_PLP_review2plus,False,True,8,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiovascular_phenotype|Dilated_cardiomyopathy_2A|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_1FF|Hypertrophic_cardiomyopathy_7|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_7|Dilated_cardiomyopathy_1FF|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_2A|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Dilated_cardiomyopathy_1FF|Dilated_cardiomyopathy_2A|Hypertrophic_cardiomyopathy_7|Cardiomyopathy,_familial_restrictive,_1|not_provided|Restrictive_cardiomyopathy|Hypertrophic_cardiomyopathy",,,,GSE141910,DCM_vs_Control,0.6105217631417954,0.08836263093014243,6.9092755242254,2.5189632590915386e-11,1.4464505836092324e-10,17.698688646612574,17.088166883470787,166.0,166.0,0.6105217631417954,up_in_DCM,True
TPM1,DCM,,ClinVar_PLP_review2plus,False,True,7,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Autosomal_dominant_TPM1-related_disorders|Left_ventricular_noncompaction_9|Familial_cardiomyopathy|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_3|Dilated_cardiomyopathy_1Y|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1Y|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_3|Dilated_cardiomyopathy_1Y|Primary_dilated_cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy,,,,GSE141910,DCM_vs_Control,0.07021334106361188,0.04404122904523681,1.5942638883100304,0.11183421377198642,0.15081488924539513,19.484768099972317,19.414554758908714,166.0,166.0,0.07021334106361188,up_in_DCM,True
TSFM,DCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",not_provided|Primary_dilated_cardiomyopathy|Fatal_mitochondrial_disease_due_to_combined_oxidative_phosphorylation_defect_type_3,,,,GSE141910,DCM_vs_Control,0.09884459537794044,0.03831804586669576,2.579583408867191,0.01032415097916537,0.017429418847099077,12.778430661692653,12.679586066314716,166.0,166.0,0.09884459537794044,up_in_DCM,True
