"gene_symbol_target","disease_group","stratum","sources","is_prespecified_h4_gene","present_in_strict_clinvar_filter","n_plp_variants","max_review_weight","review_status_examples","condition_examples","matched_in_expression_matrix","expression_gene_id","expression_symbol_match_type","gene_symbol_upper","feature_id","ensembl_gene_id","gene_symbol_de","cohort","disease","comparison","model","n_hcm","n_control","n_samples_model","mean_expression_hcm","mean_expression_control","log2FC","SE","moderated_t","p_value","FDR","B_statistic","average_expression","abs_log2FC","gene_symbol"
"FLNC","DCM","","ClinVar_PLP_review2plus","False","True",19,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|Myofibrillar_myopathy_5|not_provided|Hypertrophic_cardiomyopathy_26 | Cardiovascular_phenotype|not_provided|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy_26|Myofibrillar_myopathy_5|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement | Hypertrophic_cardiomyopathy_26|Myofibrillar_myopathy_5|Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement|not_provided|Primary_familial_dilated_cardiomyopathy",NA,NA,NA,"FLNC","ENSG00000128591","ENSG00000128591","FLNC","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.8260647186479,5.24731261844548,-0.0623246294199335,0.194033166583846,-0.321206062433669,0.748402217969172,0.837960479074211,-6.91259523930062,17.6507156097836,0.0623246294199335,"FLNC"
"GATA4","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","GATA4-related_dilated_cardiomyopathy|Transposition_of_the_great_arteries|Atrioventricular_septal_defect_4|Atrial_septal_defect_2",NA,NA,NA,"GATA4","ENSG00000136574","ENSG00000136574","GATA4","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,13.34639177053,13.4018861470245,0.133290664433657,0.0878124505491132,1.51790165973227,0.130677452962422,0.247932817494028,-5.82300003519157,13.9857266046597,0.133290664433657,"GATA4"
"KIF5B","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Primary_dilated_cardiomyopathy|Skeletal_myopathy|Ophthalmoplegia|Multiple_joint_contractures|Hypertrophic_cardiomyopathy",NA,NA,NA,"KIF5B","ENSG00000170759","ENSG00000170759","KIF5B","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.38769615460293,5.56322743101043,0.0328324692161463,0.0907876155603416,0.361640395702698,0.718016850908774,0.815539362633102,-6.89884836042422,15.7876876782898,0.0328324692161463,"KIF5B"
"LAMP2","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","not_provided|Danon_disease|Primary_dilated_cardiomyopathy",NA,NA,NA,"LAMP2","ENSG00000005893","ENSG00000005893","LAMP2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,10.6951023580027,10.8887972603233,-0.233606614304078,0.0744449081760089,-3.13797974942444,0.00196826486132946,0.00838853816310245,-2.18057247288553,14.2820409315101,0.233606614304078,"LAMP2"
"LDB3","DCM","","ClinVar_PLP_review2plus","False","True",2,2,"criteria_provided,_multiple_submitters,_no_conflicts","LDB3-related_disorder|Cardiovascular_phenotype|Neuromuscular_disease|Myofibrillar_myopathy|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1C|Myofibrillar_myopathy_4 | not_provided|Dilated_cardiomyopathy_1C|Myofibrillar_myopathy_4|Cardiomyopathy",NA,NA,NA,"LDB3","ENSG00000122367","ENSG00000122367","LDB3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.12074634333364,4.19683901308758,-0.207706885875119,0.102835776434772,-2.01979207116568,0.0447893578310443,0.107827577048996,-4.95297093963696,18.1919116969576,0.207706885875119,"LDB3"
"MHRT","DCM","","ClinVar_PLP_review2plus","False","True",3,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Hypertrophic_cardiomyopathy_1|Myosin_storage_myopathy|Congenital_myopathy_with_fiber_type_disproportion|MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|Myopathy,_myosin_storage,_autosomal_recessive|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|Congenital_myopathy_with_fiber_type_disproportion|Hypertrophic_cardiomyopathy_1|Myosin_storage_myopathy|Myopathy,_myosin_storage,_autosomal_recessive|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Asymmetric_septal_hypertrophy|Hypertrophic_cardiomyopathy | Myopathy,_myosin_storage,_autosomal_recessive|Hypertrophic_cardiomyopathy_1|MYH7-related_skeletal_myopathy|Dilated_cardiomyopathy_1S|not_provided|Hypertrophic_cardiomyopathy",NA,NA,NA,"MHRT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MHRT"
"MT-TI","DCM","","ClinVar_PLP_review2plus","False","True",1,3,"reviewed_by_expert_panel","Primary_dilated_cardiomyopathy|Asymmetric_septal_hypertrophy|MT-TI-related_disorder|Mitochondrial_disease|Primary_familial_hypertrophic_cardiomyopathy|MERRF_syndrome",NA,NA,NA,"MT-TI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT-TI"
"MYBPC3","DCM","","ClinVar_PLP_review2plus","False","True",7,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_4|Left_ventricular_noncompaction_10|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1I|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy|Left_ventricular_hypertrophy|See_cases | Cardiovascular_phenotype|MYBPC3-related_disorder|Left_ventricular_noncompaction_cardiomyopathy|Primary_dilated_cardiomyopathy|Left_ventricular_noncompaction_10|Hypertrophic_cardiomyopathy_4|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_4",NA,NA,NA,"MYBPC3","ENSG00000134571","ENSG00000134571","MYBPC3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.3052403245065,12.0980659525806,0.0617766070785803,0.127489848856831,0.484560987659138,0.628537904367968,0.746635771731493,-6.84707817873572,18.8508691589125,0.0617766070785803,"MYBPC3"
"MYH7","DCM","","ClinVar_PLP_review2plus","False","True",66,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiomyopathy|Hypertrophic_cardiomyopathy_1|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Cardiomyopathy|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Dilated_cardiomyopathy_1S|MYH7-related_skeletal_myopathy|Hypertrophic_cardiomyopathy_1|Myopathy,_myosin_storage,_autosomal_recessive|Myosin_storage_myopathy|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|See_cases|Hypertrophic_cardiomyopathy",NA,NA,NA,"MYH7","ENSG00000092054","ENSG00000092054","MYH7","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,11.2969759939533,11.8924755223897,0.23762146122041,0.113408215871847,2.0952755441363,0.0374525963378325,0.0934336620043815,-4.80157840187848,20.7312035552089,0.23762146122041,"MYH7"
"MYPN","DCM","","ClinVar_PLP_review2plus","False","True",6,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Dilated_cardiomyopathy_1KK|not_provided | Cardiovascular_phenotype|MYPN-related_myopathy|Dilated_cardiomyopathy_1KK | Cardiovascular_phenotype|not_provided|Dilated_cardiomyopathy_1KK|MYPN-related_myopathy",NA,NA,NA,"MYPN","ENSG00000138347","ENSG00000138347","MYPN","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,4.89310887945285,4.91784780577429,0.379374034475419,0.126633269466094,2.9958480585309,0.00309635670066704,0.0122051192330352,-2.59450855676541,15.3641711028042,0.379374034475419,"MYPN"
"NCAPH2","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardioencephalomyopathy,_fatal_infantile,_due_to_cytochrome_c_oxidase_deficiency_1|Myopia_6|not_provided|Primary_dilated_cardiomyopathy",NA,NA,NA,"NCAPH2","ENSG00000025770","ENSG00000025770","NCAPH2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.1591048277794,12.5582318342963,0.320750948751433,0.153096958027267,2.09508374878556,0.0374698463261717,0.0934654755136447,-4.80196980154808,12.1855061457676,0.320750948751433,"NCAPH2"
"NEXN","DCM","","ClinVar_PLP_review2plus","False","True",3,2,"criteria_provided,_multiple_submitters,_no_conflicts","Dilated_cardiomyopathy_1CC|Hypertrophic_cardiomyopathy_20|not_provided | Hypertrophic_cardiomyopathy_20|Dilated_cardiomyopathy_1CC|Heart_failure",NA,NA,NA,"NEXN","ENSG00000162614","ENSG00000162614","NEXN","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,9.80926687592404,10.2919969934418,-0.165772455208417,0.108785190933991,-1.52385130535832,0.129184684305547,0.245656153096187,-5.81409192002731,17.1939506668221,0.165772455208417,"NEXN"
"NKX2-5","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Noncompaction_cardiomyopathy|Ventricular_fibrillation|Atrial_septal_defect|Primary_dilated_cardiomyopathy|not_provided|Atrial_septal_defect_7",NA,NA,NA,"NKX2-5","ENSG00000183072","ENSG00000183072","NKX2-5","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,6.73372683776952,6.68845273973941,-0.0273294094914776,0.219861331855719,-0.124302937950963,0.901204940962905,0.939874529667275,-6.95628411314419,13.0229154948834,0.0273294094914776,"NKX2-5"
"PMS2","DCM","","ClinVar_PLP_review2plus","False","True",1,3,"reviewed_by_expert_panel","Mismatch_repair_cancer_syndrome_4|Lynch_syndrome_4|PMS2-related_cancer_disorders|Inherited_MMR_deficiency_(Lynch_syndrome)|PMS2-related_disorder|Hereditary_nonpolyposis_colorectal_neoplasms|Breast_and/or_ovarian_cancer|Hereditary_cancer-predisposing_syndrome|Hypertrophic_cardiomyopathy_9|Dilated_cardiomyopathy_1G|not_provided|Lynch_syndrome|Endometrial_carcinoma|Lynch_syndrome_1|Mismatch_repair_cancer_syndrome_1|Pituitary_carcinoma",NA,NA,NA,"PMS2","ENSG00000122512","ENSG00000122512","PMS2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,4.91706324211782,4.21240508231863,0.0791004864660763,0.113708983861262,0.695639726783489,0.487492248003384,0.629893453072084,-6.72320393377242,10.4030326231372,0.0791004864660763,"PMS2"
"PPCS","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiomyopathy,_dilated,_2c|not_provided",NA,NA,NA,"PPCS","ENSG00000127125","ENSG00000127125","PPCS","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,10.8444336622134,10.6929392842973,0.0731100649976939,0.0532500724705879,1.37295709856687,0.171360666195902,0.301847282722666,-6.02948616310118,12.9622756180617,0.0731100649976939,"PPCS"
"PPP1R13L","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Primary_dilated_cardiomyopathy|Arrhythmogenic_cardiomyopathy_with_variable_ectodermal_abnormalities|Orofacial_cleft",NA,NA,NA,"PPP1R13L","ENSG00000104881","ENSG00000104881","PPP1R13L","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,6.45013673823377,9.09496815963988,-0.022331258795051,0.130659862846205,-0.17091139014386,0.86447269909508,0.91707627545535,-6.94943005328698,13.2975800248583,0.022331258795051,"PPP1R13L"
"PSEN1","DCM","","ClinVar_PLP_review2plus","False","True",5,2,"criteria_provided,_multiple_submitters,_no_conflicts","Alzheimer_disease_3|Acne_inversa,_familial,_3|Pick_disease|Frontotemporal_dementia|Dilated_cardiomyopathy_1U|not_provided | Alzheimer_disease_3|Dilated_cardiomyopathy_1U|Acne_inversa,_familial,_3|Frontotemporal_dementia|Pick_disease|not_provided | Autosomal_dominant_PSEN1-related_disorders|Frontotemporal_dementia|Acne_inversa,_familial,_3|Pick_disease|Alzheimer_disease_3|PSEN1-related_disorder|Dilated_cardiomyopathy_1U|not_provided",NA,NA,NA,"PSEN1","ENSG00000080815","ENSG00000080815","PSEN1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,13.6062184179602,13.921868920696,-0.162360970977723,0.0404324268464881,-4.01561280489463,8.48842153505885e-05,0.000571792181264369,0.748287650403054,13.1098974006538,0.162360970977723,"PSEN1"
"RAF1","DCM","","ClinVar_PLP_review2plus","False","True",5,3,"criteria_provided,_multiple_submitters,_no_conflicts | criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiovascular_phenotype|Dilated_cardiomyopathy_1NN|not_provided|RASopathy|Noonan_syndrome|Noonan_syndrome_5 | Dilated_cardiomyopathy_1NN|LEOPARD_syndrome_2|Noonan_syndrome_5|not_provided|RASopathy|Noonan_syndrome_3 | Dilated_cardiomyopathy_1NN|not_provided|RASopathy|Noonan_syndrome|Noonan_syndrome_5 | not_provided|Noonan_syndrome_5|LEOPARD_syndrome_2|Dilated_cardiomyopathy_1NN|RAF1-related_disorder|RASopathy|Noonan_syndrome|Primary_familial_hypertrophic_cardiomyopathy",NA,NA,NA,"RAF1","ENSG00000132155","ENSG00000132155","RAF1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.353623059766,12.2277510920848,-0.299150758387136,0.0764512028328565,-3.91296339759575,0.00012633502392902,0.000805359519622876,0.373662544401898,15.4173674175815,0.299150758387136,"RAF1"
"RNF220","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Leukodystrophy,_hypomyelinating,_23,_with_ataxia,_deafness,_liver_dysfunction,_and_dilated_cardiomyopathy",NA,NA,NA,"RNF220","ENSG00000187147","ENSG00000187147","RNF220","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,14.4415884098501,14.6389399052605,-0.16714275753757,0.0621660665706199,-2.68864939922969,0.00780244659578786,0.0263389608036172,-3.42909452981463,13.4538116841832,0.16714275753757,"RNF220"
"SCO2","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardioencephalomyopathy,_fatal_infantile,_due_to_cytochrome_c_oxidase_deficiency_1|Myopia_6|not_provided|Primary_dilated_cardiomyopathy",NA,NA,NA,"SCO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCO2"
"SDHA","DCM","","ClinVar_PLP_review2plus","False","True",41,2,"criteria_provided,_multiple_submitters,_no_conflicts","Dilated_cardiomyopathy_1GG|Hereditary_cancer-predisposing_syndrome|Pheochromocytoma/paraganglioma_syndrome_5|Mitochondrial_complex_II_deficiency,_nuclear_type_1 | Dilated_cardiomyopathy_1GG|Mitochondrial_complex_II_deficiency,_nuclear_type_1|Neurodegeneration_with_ataxia_and_late-onset_optic_atrophy|Pheochromocytoma/paraganglioma_syndrome_5|Hereditary_cancer-predisposing_syndrome|not_provided | Dilated_cardiomyopathy_1GG|Mitochondrial_complex_II_deficiency,_nuclear_type_1|Pheochromocytoma/paraganglioma_syndrome_5",NA,NA,NA,"SDHA","ENSG00000073578","ENSG00000073578","SDHA","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,8.85436943188078,5.49891745141628,0.191392041672194,0.102333402916421,1.87027926578881,0.0629608420698857,0.140943212259821,-5.23709314280997,16.6385560050361,0.191392041672194,"SDHA"
"SGCB","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","not_provided|Primary_dilated_cardiomyopathy|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2E",NA,NA,NA,"SGCB","ENSG00000163069","ENSG00000163069","SGCB","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.864979864848,12.4965787303108,-0.146849433682563,0.0906149720566971,-1.62058686715348,0.106740881701596,0.212164731003431,-5.66448959761419,14.8326669848243,0.146849433682563,"SGCB"
"SGCD","DCM","","ClinVar_PLP_review2plus","False","True",12,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2F|Dilated_cardiomyopathy_1L | Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2F|Dilated_cardiomyopathy_1L|Autosomal_recessive_limb-girdle_muscular_dystrophy|not_provided | Autosomal_recessive_limb-girdle_muscular_dystrophy|not_provided|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2F|Dilated_cardiomyopathy_1L",NA,NA,NA,"SGCD","ENSG00000170624","ENSG00000170624","SGCD","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,13.3103038267938,12.7216223016905,-0.243930427408845,0.137567981524426,-1.77316280071706,0.0777807798683449,0.16646632004294,-5.41036085472863,15.3152168450374,0.243930427408845,"SGCD"
"TAB2","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Congenital_heart_defects,_multiple_types,_2|Primary_dilated_cardiomyopathy|not_provided",NA,NA,NA,"TAB2","ENSG00000055208","ENSG00000055208","TAB2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,15.4189339637372,15.4821516224218,-0.417235828632018,0.0903867768371238,-4.61611579959173,7.12602199732359e-06,6.51786369394285e-05,3.10018665913888,14.2922716261712,0.417235828632018,"TAB2"
"TARID","DCM","","ClinVar_PLP_review2plus","False","True",4,2,"criteria_provided,_multiple_submitters,_no_conflicts","Dilated_cardiomyopathy_1J|Autosomal_dominant_nonsyndromic_hearing_loss_10|not_provided|Monogenic_hearing_loss | Dilated_cardiomyopathy_1J|EYA4-related_disorder | Rare_genetic_deafness|EYA4-related_disorder|Cardiovascular_phenotype|Dilated_cardiomyopathy_1J",NA,NA,NA,"TARID","ENSG00000227954","ENSG00000227954","TARID","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.6767597130631,13.2139544252089,0.825478300959564,0.212432149006215,3.88584451468979,0.000140147772099011,0.000881541558263722,0.276068326119982,7.24671048890695,0.825478300959564,"TARID"
"TCAP","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_25|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G|Primary_dilated_cardiomyopathy",NA,NA,NA,"TCAP","ENSG00000173991","ENSG00000173991","TCAP","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,13.9344343967194,13.9963204714167,0.14653378196662,0.179083932757036,0.818240808712991,0.414229977159534,0.565988109366315,-6.63101607126623,17.9070424588348,0.14653378196662,"TCAP"
"TMEM43","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Familial_isolated_arrhythmogenic_right_ventricular_dysplasia|not_provided|Arrhythmogenic_right_ventricular_cardiomyopathy|Cardiomyopathy|Primary_dilated_cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_5|Hypertrophic_cardiomyopathy",NA,NA,NA,"TMEM43","ENSG00000170876","ENSG00000170876","TMEM43","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,14.5658614937681,14.5706448351546,-0.341648167460921,0.0946218401813476,-3.61066923668082,0.000389372358176839,0.0021411873446078,-0.681125732176557,14.2949484448294,0.341648167460921,"TMEM43"
"TNNC1","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|not_specified|Dilated_cardiomyopathy_1Z|Hypertrophic_cardiomyopathy_13|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"TNNC1","ENSG00000114854","ENSG00000114854","TNNC1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,8.60025291468081,8.51656533021008,0.171080006118887,0.123122016247816,1.38951595606218,0.166278683221238,0.295614450852985,-6.00692247081038,18.3024944407072,0.171080006118887,"TNNC1"
"TNNI3","DCM","","ClinVar_PLP_review2plus","False","True",8,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Cardiovascular_phenotype|Dilated_cardiomyopathy_2A|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_1FF|Hypertrophic_cardiomyopathy_7|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_7|Dilated_cardiomyopathy_1FF|Cardiomyopathy,_familial_restrictive,_1|Dilated_cardiomyopathy_2A|not_provided|Cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy | Dilated_cardiomyopathy_1FF|Dilated_cardiomyopathy_2A|Hypertrophic_cardiomyopathy_7|Cardiomyopathy,_familial_restrictive,_1|not_provided|Restrictive_cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"TNNI3","ENSG00000129991","ENSG00000129991","TNNI3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,11.1840599845868,11.5601966534092,0.562943465555534,0.158438163082273,3.55307998151436,0.000478742073621225,0.00254183419313303,-0.873718763178132,17.1634572435347,0.562943465555534,"TNNI3"
"TPM1","DCM","","ClinVar_PLP_review2plus","False","True",7,2,"criteria_provided,_multiple_submitters,_no_conflicts","Autosomal_dominant_TPM1-related_disorders|Left_ventricular_noncompaction_9|Familial_cardiomyopathy|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_3|Dilated_cardiomyopathy_1Y|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Dilated_cardiomyopathy_1Y|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy_3|Dilated_cardiomyopathy_1Y|Primary_dilated_cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"TPM1","ENSG00000140416","ENSG00000140416","TPM1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.04161163486073,4.95810770254078,0.0125487618657241,0.0754168891795197,0.166391931598419,0.868022916116069,0.91911047275295,-6.95018939787877,19.4161460236927,0.0125487618657241,"TPM1"
"TSFM","DCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","not_provided|Primary_dilated_cardiomyopathy|Fatal_mitochondrial_disease_due_to_combined_oxidative_phosphorylation_defect_type_3",NA,NA,NA,"TSFM","ENSG00000123297","ENSG00000123297","TSFM","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,6.56194198986035,6.46603166507825,0.0313385703991885,0.0699836156109845,0.447798675812766,0.654801319593488,0.767826781541151,-6.86413462034761,12.6829387830077,0.0313385703991885,"TSFM"
"ACTC1","HCM","HCM_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",5,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Atrial_septal_defect_5|Dilated_cardiomyopathy_1R|Hypertrophic_cardiomyopathy_11|not_provided|Primary_dilated_cardiomyopathy | Cardiovascular_phenotype|Atrial_septal_defect_5|Dilated_cardiomyopathy_1R|Hypertrophic_cardiomyopathy_11|not_specified|not_provided | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_11|Dilated_cardiomyopathy_1R|Atrial_septal_defect_5|not_provided|Cardiomyopathy|Left_ventricular_noncompaction_4|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"ACTC1","ENSG00000159251","ENSG00000159251","ACTC1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,10.3164993871555,10.2664669566819,-0.00595379927732986,0.0876636838033715,-0.0679163710560481,0.945922598801674,0.966764251497447,-6.96168352422992,19.5049109681624,0.00595379927732986,"ACTC1"
"BAG3","HCM","HCM_non_sarcomeric","PreSpecified_H4_Stratum","True","False",0,NA,"nan","nan",NA,NA,NA,"BAG3","ENSG00000151929","ENSG00000151929","BAG3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.4977783203848,12.6646815442656,-0.182113180308161,0.103682597776177,-1.75644885655059,0.0805996669057387,0.171052050446094,-5.43927964582328,14.6589475308314,0.182113180308161,"BAG3"
"CSRP3","HCM","HCM_non_sarcomeric","ClinVar_PLP_review2plus;PreSpecified_H4_Stratum","True","True",6,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Dilated_cardiomyopathy_1M|Hypertrophic_cardiomyopathy_12 | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_12|Dilated_cardiomyopathy_1M|Cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy_12|Dilated_cardiomyopathy_1M",NA,NA,NA,"CSRP3","ENSG00000129170","ENSG00000129170","CSRP3","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,13.9256400679574,13.8305223886307,0.491163839430456,0.124245577498039,3.95316959622332,0.000108213450585529,0.000705832930514085,0.519417231251344,17.6684321179989,0.491163839430456,"CSRP3"
