dataset,contrast,gene_symbol,log2FC,SE,t_stat,p_value,FDR,mean_DCM,mean_Control,n_DCM,n_Control,abs_log2FC,direction
GSE141910,DCM_vs_Control,SLC25A21-AS1,0.4227780951298987,0.05985215045830417,7.063707684562242,9.660973182816604e-12,5.833450637099928e-11,9.041412485671431,8.61863439054153,166,166,0.4227780951298987,up_in_DCM
GSE141910,DCM_vs_Control,TIMELESS,-0.39256135276756154,0.055595988966483434,-7.060965369358226,9.828063127150515e-12,5.93240732549519e-11,9.85701008301718,10.249571435784743,166,166,0.39256135276756154,down_in_DCM
GSE141910,DCM_vs_Control,CRY1,-0.5048552577329461,0.07150493633622335,-7.060425246154564,9.861306623626408e-12,5.950533556818634e-11,12.020413957231572,12.525269214964515,166,166,0.5048552577329461,down_in_DCM
GSE141910,DCM_vs_Control,CA13,-0.3555286697779798,0.05036787982398433,-7.05863877972253,9.97205028040798e-12,6.015398072375136e-11,9.606269858945012,9.961798528722992,166,166,0.3555286697779798,down_in_DCM
GSE141910,DCM_vs_Control,XPOT,-0.3995261894676201,0.05660327368984313,-7.058358349674586,9.989545016107045e-12,6.02398849782377e-11,13.018695293659363,13.418221483126981,166,166,0.3995261894676201,down_in_DCM
GSE141910,DCM_vs_Control,GTF2IP13,1.2440775260834698,0.1762672241854672,7.057906152617798,1.0017819144020876e-11,6.039071501571425e-11,6.367494192709968,5.123416666626492,166,166,1.2440775260834698,up_in_DCM
GSE141910,DCM_vs_Control,PIK3IP1-DT,0.7359181489182185,0.10427000881937844,7.057812282273915,1.0023698355966871e-11,6.040648686979644e-11,6.26036410769749,5.524445958779272,166,166,0.7359181489182185,up_in_DCM
GSE141910,DCM_vs_Control,AP5M1,-0.4246436444574435,0.06017585151531685,-7.056711849758486,1.009287349235011e-11,6.080356881349742e-11,12.86651244181559,13.291156086273038,166,166,0.4246436444574435,down_in_DCM
GSE141910,DCM_vs_Control,BCAN-AS2,-0.8753023501410833,0.12405211080817141,-7.05592467906178,1.0142644448217035e-11,6.108353177288287e-11,3.954996261608374,4.830298611749463,166,166,0.8753023501410833,down_in_DCM
GSE141910,DCM_vs_Control,STRIP1,0.19553642580591113,0.027713930434652367,7.055528491960865,1.0167785723534463e-11,6.121502995115236e-11,12.374480687968289,12.17894426216238,166,166,0.19553642580591113,up_in_DCM
GSE141910,DCM_vs_Control,PGM2,-0.41286277072105637,0.058531961713456176,-7.053629480970249,1.0289147361782436e-11,6.192554782466783e-11,11.390981835319804,11.803844606040855,166,166,0.41286277072105637,down_in_DCM
GSE141910,DCM_vs_Control,TSEN34,0.44629773492877556,0.06327307253965543,7.053517665813767,1.0296337493756145e-11,6.194868249005769e-11,11.865891908839199,11.419594173910424,166,166,0.44629773492877556,up_in_DCM
GSE141910,DCM_vs_Control,LCORL,-0.5586025318311822,0.07920052254443173,-7.053015736326797,1.0328674395731102e-11,6.212305038602011e-11,10.126907367041351,10.685509898872539,166,166,0.5586025318311822,down_in_DCM
GSE141910,DCM_vs_Control,DPH5-DT,0.2857247502178484,0.04052058170350212,7.051348677779562,1.0436793802457108e-11,6.275295994312713e-11,10.947706784614422,10.66198203439657,166,166,0.2857247502178484,up_in_DCM
GSE141910,DCM_vs_Control,TMEM168,-0.4080396378259312,0.05787509100206034,-7.050349826860836,1.0502108448103583e-11,6.31251732791369e-11,13.050654087638303,13.458693725464247,166,166,0.4080396378259312,down_in_DCM
GSE141910,DCM_vs_Control,ASF1A,-0.27872680289168805,0.03953693393792076,-7.0497829530568366,1.0539354945635479e-11,6.332849013584863e-11,12.22858936851154,12.507316171403225,166,166,0.27872680289168805,down_in_DCM
GSE141910,DCM_vs_Control,GMNN,-0.3805934856361226,0.05398772345975038,-7.0496301982406715,1.0549413929638382e-11,6.336836472400888e-11,10.34853639184632,10.72912987748244,166,166,0.3805934856361226,down_in_DCM
GSE141910,DCM_vs_Control,SMIM13,-0.40285212375929813,0.05714600729574402,-7.0495235419413245,1.0556442902832789e-11,6.339001863773707e-11,11.978862984162003,12.381715107921304,166,166,0.40285212375929813,down_in_DCM
GSE141910,DCM_vs_Control,TEX261,-0.17133823699969586,0.024306906106867383,-7.048952929113755,1.0594126373691165e-11,6.359567495335426e-11,13.770662099344136,13.942000336343847,166,166,0.17133823699969586,down_in_DCM
GSE141910,DCM_vs_Control,HIPK3,-0.5966007893336283,0.0846423770256779,-7.048488124957053,1.0624920007590398e-11,6.375985222059029e-11,15.169223274818702,15.765824064152332,166,166,0.5966007893336283,down_in_DCM
GSE141910,DCM_vs_Control,MT-TE,-0.6551491695679159,0.09296282125075282,-7.047432089014945,1.0695210970809506e-11,6.416086866577979e-11,9.841161198470116,10.496310368038035,166,166,0.6551491695679159,down_in_DCM
GSE141910,DCM_vs_Control,SEC23B,-0.32876643835465025,0.04665499851413988,-7.046757021222709,1.0740383806075482e-11,6.441098976413197e-11,11.456483904550337,11.785250342904991,166,166,0.32876643835465025,down_in_DCM
GSE141910,DCM_vs_Control,ATP6V1A,-0.39263658416893765,0.055722252158228014,-7.046315770834479,1.0770011929757773e-11,6.456775610608992e-11,12.334122798369032,12.726759382537956,166,166,0.39263658416893765,down_in_DCM
GSE141910,DCM_vs_Control,ZNF789,0.32618512647325426,0.046298208811276546,7.0453076878820315,1.0838002592183845e-11,6.49543353800905e-11,10.796582692862886,10.47039756638963,166,166,0.32618512647325426,up_in_DCM
GSE141910,DCM_vs_Control,TPPP3,0.8080650627802983,0.11471213952168902,7.044285514590325,1.0907374821826184e-11,6.53489417723198e-11,11.31962082482233,10.511555762042029,166,166,0.8080650627802983,up_in_DCM
GSE141910,DCM_vs_Control,KLHL13,0.5329502586283938,0.07567631836101497,7.042497179711451,1.1029796914533585e-11,6.606102564825631e-11,11.765552311903715,11.232602053275322,166,166,0.5329502586283938,up_in_DCM
GSE141910,DCM_vs_Control,ELOVL7,-0.826602505601421,0.11737961188241729,-7.042130165070351,1.1055087944091617e-11,6.619108768077881e-11,8.14939149903082,8.975994004632248,166,166,0.826602505601421,down_in_DCM
GSE141910,DCM_vs_Control,EFEMP2,0.5580990670290173,0.07925879159249422,7.041478375023184,1.110014362233804e-11,6.643936594902818e-11,13.784094913739771,13.225995846710749,166,166,0.5580990670290173,up_in_DCM
GSE141910,DCM_vs_Control,COQ10A,-0.47224071892872654,0.06707431346297639,-7.040559858870467,1.116394390744565e-11,6.679964239125447e-11,14.90368690519838,15.37592762412711,166,166,0.47224071892872654,down_in_DCM
GSE141910,DCM_vs_Control,EIF4E2,-0.20637169218391094,0.029313175947781867,-7.0402365322522185,1.1186487983838688e-11,6.691290857667387e-11,13.693858130059214,13.900229822243126,166,166,0.20637169218391094,down_in_DCM
GSE141910,DCM_vs_Control,SORBS2,0.44579129652057325,0.06333884623019302,7.038197299970217,1.1329710051187946e-11,6.774771388166746e-11,17.834213659437914,17.388422362917336,166,166,0.44579129652057325,up_in_DCM
GSE141910,DCM_vs_Control,CFLAR,-0.3484663013781377,0.04951133243898205,-7.038111967751805,1.133574238582937e-11,6.776189822049052e-11,16.228602558845456,16.577068860223594,166,166,0.3484663013781377,down_in_DCM
GSE141910,DCM_vs_Control,RETREG1-AS1,1.0092960588987958,0.14342676125041012,7.037013525925308,1.141367657573594e-11,6.820574384977387e-11,6.888095038892124,5.878798979993332,166,166,1.0092960588987958,up_in_DCM
GSE141910,DCM_vs_Control,IGHM,1.4121332760231944,0.2007247375555409,7.035173109305745,1.154543704964467e-11,6.897085385610576e-11,9.213737632456775,7.801604356433578,166,166,1.4121332760231944,up_in_DCM
GSE141910,DCM_vs_Control,PLS3-AS1,0.5536033486983323,0.07869203952447798,7.035061640842695,1.1553465277159923e-11,6.899654925034246e-11,7.149371402090803,6.595768053392473,166,166,0.5536033486983323,up_in_DCM
GSE141910,DCM_vs_Control,LINC02454,0.7896441915178609,0.11227806644310186,7.032933648870964,1.1707786073112574e-11,6.987996729903791e-11,5.892909747406522,5.103265555888666,166,166,0.7896441915178609,up_in_DCM
GSE141910,DCM_vs_Control,GSG1L,1.520943606293034,0.21626068283950284,7.032917802362611,1.1708942827289775e-11,6.987996729903791e-11,8.617914647966204,7.096971041673169,166,166,1.520943606293034,up_in_DCM
GSE141910,DCM_vs_Control,TRIAP1,-0.26139737234436833,0.037170033200788315,-7.032476159822869,1.1741226873033273e-11,7.005005900756203e-11,11.836885055120838,12.0982824274652,166,166,0.26139737234436833,down_in_DCM
GSE141910,DCM_vs_Control,DRAM1,-0.34471348452721084,0.049023759750035575,-7.031559518993455,1.1808513072851222e-11,7.042005272500908e-11,11.251600827991828,11.596314312519041,166,166,0.34471348452721084,down_in_DCM
GSE141910,DCM_vs_Control,PRMT3,-0.4574291624917435,0.06505402196925325,-7.031527777144049,1.1810849873664623e-11,7.042005272500908e-11,11.602571420852493,12.06000058334423,166,166,0.4574291624917435,down_in_DCM
GSE141910,DCM_vs_Control,CDK4,0.2645728193451067,0.03764107713631227,7.028832314946531,1.2010955732200467e-11,7.159009126536615e-11,13.61979462858725,13.355221809242135,166,166,0.2645728193451067,up_in_DCM
GSE141910,DCM_vs_Control,TM9SF1,-0.29951177451529043,0.04264764936630365,-7.022937464683289,1.2460275280822912e-11,7.424431164270182e-11,8.606160078292051,8.905671852807341,166,166,0.29951177451529043,down_in_DCM
GSE141910,DCM_vs_Control,CD164,-0.5619113955592994,0.08003984168547466,-7.02039613930512,1.2659045470711804e-11,7.540441081058161e-11,14.773309459912552,15.335220855471858,166,166,0.5619113955592994,down_in_DCM
GSE141910,DCM_vs_Control,ARAP3,0.24234884128720768,0.03452293115564631,7.019938144724161,1.26951979107031e-11,7.559543226788244e-11,13.118245517345168,12.875896676057957,166,166,0.24234884128720768,up_in_DCM
GSE141910,DCM_vs_Control,LNP1,0.31607632686021514,0.04502890655253501,7.019409331902173,1.2737066860284199e-11,7.582035973776249e-11,10.543692150300748,10.227615823440534,166,166,0.31607632686021514,up_in_DCM
GSE141910,DCM_vs_Control,ANGPTL7,1.048860729368199,0.14943535406927042,7.018825872236379,1.2783420150024016e-11,7.607182810588062e-11,8.701175828445606,7.652315099077411,166,166,1.048860729368199,up_in_DCM
GSE141910,DCM_vs_Control,ALDH4A1,0.5357643613157705,0.07633654460800335,7.018451831517659,1.2813223296120428e-11,7.622467958903517e-11,13.13618788296829,12.600423521652525,166,166,0.5357643613157705,up_in_DCM
GSE141910,DCM_vs_Control,BHMT2,-0.6355910782615224,0.09056270601857164,-7.018243007570711,1.2829891881471474e-11,7.629932168380386e-11,10.460688983478882,11.096280061740407,166,166,0.6355910782615224,down_in_DCM
GSE141910,DCM_vs_Control,ZSWIM3,0.2616800955520393,0.03728801617743652,7.017806855339906,1.2864774935886289e-11,7.64822024367575e-11,9.403568177215051,9.141888081663005,166,166,0.2616800955520393,up_in_DCM
GSE141910,DCM_vs_Control,ECE1-AS1,0.7548387742197065,0.10758139078977913,7.016443723940225,1.2974399598227677e-11,7.71091684629178e-11,5.56132973388929,4.806490959669587,166,166,0.7548387742197065,up_in_DCM
GSE141910,DCM_vs_Control,SYPL1P2,0.7573734148453521,0.10795837632859542,7.015420577835638,1.3057285569763401e-11,7.75768702673395e-11,5.610219872706578,4.852846457861223,166,166,0.7573734148453521,up_in_DCM
GSE141910,DCM_vs_Control,ZBTB22,0.24615288590993245,0.035092488618577916,7.01440381117968,1.3140170792437698e-11,7.80442675265958e-11,11.525747026358806,11.279594140448875,166,166,0.24615288590993245,up_in_DCM
GSE141910,DCM_vs_Control,ALG2,-0.239767901906637,0.034184113850602535,-7.014015427005454,1.317196770772687e-11,7.820803020306207e-11,12.028788565923128,12.268556467829768,166,166,0.239767901906637,down_in_DCM
GSE141910,DCM_vs_Control,ARMCX6,0.3186183540016798,0.0454712638140778,7.007026576266751,1.3757253403029121e-11,8.165695166729019e-11,11.019258369529766,10.700640015528084,166,166,0.3186183540016798,up_in_DCM
GSE141910,DCM_vs_Control,BDNF-AS,0.4961086046541894,0.07080780811100452,7.0064109861506525,1.3810015951037742e-11,8.192053237964764e-11,9.60422923718593,9.108120632531744,166,166,0.4961086046541894,up_in_DCM
GSE141910,DCM_vs_Control,MTUS2,-0.5635700110029047,0.0804363996612751,-7.006405226690263,1.3810510536211327e-11,8.192053237964764e-11,12.56463446912177,13.12820448012467,166,166,0.5635700110029047,down_in_DCM
GSE141910,DCM_vs_Control,UNC5B-AS1,1.3652354167909142,0.19486612231723402,7.006017262294403,1.3843866561500908e-11,8.20920889343582e-11,8.413866760708453,7.048631343917529,166,166,1.3652354167909142,up_in_DCM
GSE141910,DCM_vs_Control,METTL8,-0.24614769620519805,0.03514104320191054,-7.004564286578025,1.396949485391999e-11,8.281052136747383e-11,10.850853793982838,11.097001490188038,166,166,0.24614769620519805,down_in_DCM
GSE141910,DCM_vs_Control,NMNAT3,0.3151403956668153,0.045002395965786514,7.0027470516548425,1.4128197546057894e-11,8.372449461273041e-11,11.242042660639285,10.926902264972467,166,166,0.3151403956668153,up_in_DCM
GSE141910,DCM_vs_Control,ZBED10P,0.43383440670048223,0.06195368186794916,7.002560519731115,1.4144587779721418e-11,8.379480114111444e-11,8.555517911985419,8.121683505284933,166,166,0.43383440670048223,up_in_DCM
GSE141910,DCM_vs_Control,GCKR,-1.1087029407780487,0.15832982075053045,-7.00248971117675,1.4150814500657002e-11,8.380487167327673e-11,4.263427305171516,5.3721302459495694,166,166,1.1087029407780487,down_in_DCM
GSE141910,DCM_vs_Control,ABHD17B,-0.3519611927976074,0.05026383541173591,-7.002274894355343,1.4169721441261845e-11,8.389000736874977e-11,11.08716760370798,11.439128796505585,166,166,0.3519611927976074,down_in_DCM
GSE141910,DCM_vs_Control,LRRC49,0.4264122604222482,0.060902995072237266,7.001499021788322,1.4238216492884392e-11,8.424794675766466e-11,14.236778656999922,13.810366396577663,166,166,0.4264122604222482,up_in_DCM
GSE141910,DCM_vs_Control,GALNT12,0.5350218913827414,0.07641546612903209,7.001486982744106,1.4239281877855166e-11,8.424794675766466e-11,8.424555197737297,7.889533306354554,166,166,0.5350218913827414,up_in_DCM
GSE141910,DCM_vs_Control,LINC01664,0.773192622733905,0.1104509305475806,7.000326922558839,1.4342309139183412e-11,8.48304054612468e-11,5.795566364747746,5.0223737420138415,166,166,0.773192622733905,up_in_DCM
GSE141910,DCM_vs_Control,HECTD1,-0.48440912709200035,0.06920451154935194,-6.999675544946991,1.4400480427873568e-11,8.514726737822528e-11,14.745751808656182,15.230160935748188,166,166,0.48440912709200035,down_in_DCM
GSE141910,DCM_vs_Control,LINC00205,0.43726917572972335,0.062483166164395525,6.998191714217105,1.4533861981472294e-11,8.590848878128882e-11,9.578497945503802,9.141228769774079,166,166,0.43726917572972335,up_in_DCM
GSE141910,DCM_vs_Control,THEMIS,1.0864021999320808,0.15528650459068497,6.996114715800292,1.4722606814450827e-11,8.699636768462438e-11,5.92070152549386,4.83429932556178,166,166,1.0864021999320808,up_in_DCM
GSE141910,DCM_vs_Control,ARPP19,-0.30780728888535336,0.04401163073685001,-6.993771503850068,1.4938439254716268e-11,8.824356283425726e-11,14.96584007907961,15.273647367964966,166,166,0.30780728888535336,down_in_DCM
GSE141910,DCM_vs_Control,NTRK2,0.640608158205831,0.0916035468057222,6.993268061601017,1.498521578569865e-11,8.845156542354948e-11,11.727130525469686,11.086522367263848,166,166,0.640608158205831,up_in_DCM
GSE141910,DCM_vs_Control,HNRNPA2B1,-0.19541828742038447,0.027943807785599004,-6.993259076205583,1.4986051956811634e-11,8.845156542354948e-11,16.901274968138495,17.096693255558886,166,166,0.19541828742038447,down_in_DCM
GSE141910,DCM_vs_Control,RNF149,-0.3321941782272724,0.047502196199465455,-6.993238309074446,1.4987984699058754e-11,8.845156542354948e-11,12.433327395529579,12.765521573756859,166,166,0.3321941782272724,down_in_DCM
GSE141910,DCM_vs_Control,RWDD4,-0.2580230407902082,0.03689859273069462,-6.992761015938911,1.5032472760010323e-11,8.868584072851214e-11,11.904312450642353,12.162335491432554,166,166,0.2580230407902082,down_in_DCM
GSE141910,DCM_vs_Control,MYCN,0.8096902288828329,0.11581260795144047,6.991382399594448,1.516170314261599e-11,8.941975478791011e-11,6.897275566900316,6.087585338017481,166,166,0.8096902288828329,up_in_DCM
GSE141910,DCM_vs_Control,DSE,-0.4822511613103888,0.0690091349113857,-6.98822209450452,1.5462086109277425e-11,9.11622930385519e-11,11.926358390630796,12.408609551941192,166,166,0.4822511613103888,down_in_DCM
GSE141910,DCM_vs_Control,PPOX,0.366367408756779,0.05244250058667801,6.986078174347153,1.5669188059153446e-11,9.235392503632849e-11,11.629212973764423,11.262845565007646,166,166,0.366367408756779,up_in_DCM
GSE141910,DCM_vs_Control,HNRNPCP1,0.450411227766343,0.06448832514563385,6.984384022211467,1.5834770584829055e-11,9.329114136639775e-11,7.468393354144536,7.017982126378191,166,166,0.450411227766343,up_in_DCM
GSE141910,DCM_vs_Control,COA6,-0.33916139384408917,0.048560206121994416,-6.984348315821347,1.5838278902100585e-11,9.329114136639775e-11,11.825438759513828,12.164600153357917,166,166,0.33916139384408917,down_in_DCM
GSE141910,DCM_vs_Control,PLA2G6,0.4335915904766554,0.062086097964142196,6.983714626856983,1.5900669115641145e-11,9.362884457311212e-11,11.301610144047618,10.868018553570966,166,166,0.4335915904766554,up_in_DCM
GSE141910,DCM_vs_Control,ZNF562,-0.31332021700054336,0.04487228282582451,-6.982488905606202,1.602203507030873e-11,9.43134929273849e-11,11.655769558361161,11.969089775361695,166,166,0.31332021700054336,down_in_DCM
GSE141910,DCM_vs_Control,BCKDHB,-0.4623794197251758,0.06622795300247353,-6.981635378461819,1.6107085621399477e-11,9.478400384900461e-11,12.781688957573088,13.244068377298264,166,166,0.4623794197251758,down_in_DCM
GSE141910,DCM_vs_Control,LRIG2-DT,0.6465661378207597,0.09263043190187768,6.980061784723832,1.626505368182671e-11,9.568317089661832e-11,7.076627104932041,6.430060967111278,166,166,0.6465661378207597,up_in_DCM
GSE141910,DCM_vs_Control,B4GALNT1,0.39779783096168053,0.05700027997976045,6.978875035402104,1.6385194795394335e-11,9.635931106961097e-11,10.731976708702504,10.334178877740825,166,166,0.39779783096168053,up_in_DCM
GSE141910,DCM_vs_Control,MYADML2,0.9621336071142936,0.1378771065409769,6.9781969701282405,1.645423047467483e-11,9.673457249211022e-11,9.560470101698147,8.59833649458385,166,166,0.9621336071142936,up_in_DCM
GSE141910,DCM_vs_Control,TMEM69,-0.22645301344707747,0.03245762402096433,-6.976882020101404,1.658892557314265e-11,9.749548543986979e-11,12.288071770971348,12.514524784418432,166,166,0.22645301344707747,down_in_DCM
GSE141910,DCM_vs_Control,TEX2,-0.3451129454240931,0.04947457137971545,-6.975562107963794,1.6725219602139483e-11,9.826530958248437e-11,13.858284233608947,14.203397179033042,166,166,0.3451129454240931,down_in_DCM
GSE141910,DCM_vs_Control,LSAMP,-0.7959568136768285,0.11410879359144468,-6.975420461692668,1.6739911269751248e-11,9.832042428201296e-11,10.49116886946422,11.287125683141051,166,166,0.7959568136768285,down_in_DCM
GSE141910,DCM_vs_Control,TSTD1,0.6596484052372511,0.0945781115353127,6.9746413258733515,1.6820951124838582e-11,9.87650707815213e-11,10.422219375834429,9.762570970597181,166,166,0.6596484052372511,up_in_DCM
GSE141910,DCM_vs_Control,FLT3,-0.8251411109193358,0.11830812624663176,-6.974509165999303,1.6834735631933112e-11,9.881466732846471e-11,6.860820874998859,7.6859619859181905,166,166,0.8251411109193358,down_in_DCM
GSE141910,DCM_vs_Control,THUMPD3,-0.1873210081938872,0.026858448651710533,-6.974379295803344,1.6848292146035142e-11,9.886289461158433e-11,13.097567056066268,13.284888064260148,166,166,0.1873210081938872,down_in_DCM
GSE141910,DCM_vs_Control,MTDH,-0.4080823321348106,0.058514947689640044,-6.97398439624788,1.6889579781838687e-11,9.907376124878949e-11,14.001367147354292,14.409449479489117,166,166,0.4080823321348106,down_in_DCM
GSE141910,DCM_vs_Control,FGF14-AS2,0.421298771570465,0.06041513438891256,6.973397904876335,1.695108250360925e-11,9.940303781733228e-11,10.12366252257657,9.702363751006107,166,166,0.421298771570465,up_in_DCM
GSE141910,DCM_vs_Control,BAIAP2,-0.6083740336201329,0.08724728687020773,-6.972985125889043,1.6994500820979728e-11,9.962609046827033e-11,10.693885937924529,11.302259971544663,166,166,0.6083740336201329,down_in_DCM
GSE141910,DCM_vs_Control,ZNF706,0.1693217110795633,0.02428529483253713,6.972190877119112,1.7078352161038478e-11,1.0008595554204031e-10,13.339773134805212,13.170451423725643,166,166,0.1693217110795633,up_in_DCM
GSE141910,DCM_vs_Control,SYTL3,0.33003615831961897,0.04733672213755725,6.97209573067938,1.708842432568547e-11,1.0011329099411872e-10,11.478923774625025,11.148887616305394,166,166,0.33003615831961897,up_in_DCM
GSE141910,DCM_vs_Control,PTTG1IP,-0.1728124688453878,0.024790208725914076,-6.970996926893192,1.720516749281854e-11,1.0076534824250225e-10,15.407587014277881,15.580399483123257,166,166,0.1728124688453878,down_in_DCM
GSE141910,DCM_vs_Control,CDK13-DT,0.4064583820354861,0.05831259169690342,6.970336426618992,1.7275719953969123e-11,1.0114655392404503e-10,7.3091920917481445,6.902733709712654,166,166,0.4064583820354861,up_in_DCM
GSE141910,DCM_vs_Control,RUSC1-AS1,0.5732469397266984,0.08224368834703605,6.970102523950793,1.7300772836619054e-11,1.012612100930536e-10,8.886895955122862,8.313649015396159,166,166,0.5732469397266984,up_in_DCM
GSE141910,DCM_vs_Control,DCTN5,-0.1786766361654415,0.025636330453558263,-6.969665041926529,1.7347726693913753e-11,1.0150393940721408e-10,13.160726372949147,13.33940300911458,166,166,0.1786766361654415,down_in_DCM
GSE141910,DCM_vs_Control,CHSY3,0.6496096510340452,0.09321467145859046,6.968963585551303,1.7423274005448447e-11,1.0191376671812546e-10,8.515933340482382,7.866323689448331,166,166,0.6496096510340452,up_in_DCM
GSE141910,DCM_vs_Control,TNFRSF12A,0.8068176270430003,0.11579449490135461,6.9676682620389565,1.756363271664984e-11,1.0270231600863501e-10,13.348014001596205,12.541196374553216,166,166,0.8068176270430003,up_in_DCM
GSE141910,DCM_vs_Control,LINC00607,0.7253466807241071,0.10412807632229616,6.965908776409366,1.775606996479463e-11,1.037947973660382e-10,6.902925759917416,6.177579079193308,166,166,0.7253466807241071,up_in_DCM
GSE141910,DCM_vs_Control,PHF19,0.226573573416041,0.032527174595721416,6.965670281299016,1.7782313585827285e-11,1.039153950171782e-10,11.668412927787337,11.441839354371298,166,166,0.226573573416041,up_in_DCM
GSE141910,DCM_vs_Control,SRD5A1,0.35791946977044553,0.05139975072374531,6.963447579622138,1.8028738087190355e-11,1.0532219255542917e-10,9.570178752634636,9.212259282864188,166,166,0.35791946977044553,up_in_DCM
GSE141910,DCM_vs_Control,NR2F1-AS1,0.771051441767916,0.11078409775325938,6.959946936474742,1.8423671142051758e-11,1.0759540184631047e-10,7.378554170021023,6.607502728253101,166,166,0.771051441767916,up_in_DCM
GSE141910,DCM_vs_Control,NUDT16,-0.26104310941916786,0.03750911810372621,-6.959457396393318,1.847957360291655e-11,1.0788784172525832e-10,14.653059607426576,14.91410271684573,166,166,0.26104310941916786,down_in_DCM
GSE141910,DCM_vs_Control,ATP5IF1,0.49450523046830064,0.07107809700675907,6.957209763526397,1.8738388370788144e-11,1.093643707151327e-10,15.01290970000036,14.518404469532054,166,166,0.49450523046830064,up_in_DCM
GSE141910,DCM_vs_Control,GAS1RR,0.5995854977130421,0.08619352845226678,6.956270482012896,1.8847599858501052e-11,1.0993768224009638e-10,7.162853678157298,6.563268180444255,166,166,0.5995854977130421,up_in_DCM
GSE141910,DCM_vs_Control,MEGF9,-0.5893489134582959,0.0847220598978926,-6.956262798243832,1.884849583698298e-11,1.0993768224009638e-10,11.7532519497812,12.342600863239502,166,166,0.5893489134582959,down_in_DCM
GSE141910,DCM_vs_Control,PKD1L2,0.7593321251903076,0.10917997868744082,6.954866032389645,1.901206592049514e-11,1.1085681146019733e-10,11.683555776932794,10.924223651742492,166,166,0.7593321251903076,up_in_DCM
GSE141910,DCM_vs_Control,FASTKD5,-0.3436714206507032,0.04941532654014698,-6.954753610127232,1.9025291821048804e-11,1.1089900109668657e-10,12.836579789494454,13.18025121014516,166,166,0.3436714206507032,down_in_DCM
GSE141910,DCM_vs_Control,CKMT2-AS1,0.38626498940393716,0.05554656099181602,6.95389565991039,1.9126523739918408e-11,1.1145399244479366e-10,8.74517517133091,8.358910181926973,166,166,0.38626498940393716,up_in_DCM
GSE141910,DCM_vs_Control,POLQ,-0.5499156984272062,0.07908911727259908,-6.953114630572921,1.9219140113657654e-11,1.1195844585404158e-10,7.757278541231485,8.307194239658685,166,166,0.5499156984272062,down_in_DCM
GSE141910,DCM_vs_Control,AVEN,-0.3921316280990519,0.05639930279937981,-6.952774389674972,1.925962451570439e-11,1.1215898982674909e-10,12.3842495575928,12.776381185691859,166,166,0.3921316280990519,down_in_DCM
GSE141910,DCM_vs_Control,PDXDC1,-0.3054890714345033,0.04394024509861648,-6.952375225693087,1.9307226958235106e-11,1.1240084675402722e-10,13.925535045880096,14.231024117314606,166,166,0.3054890714345033,down_in_DCM
GSE141910,DCM_vs_Control,BRD4,-0.2510450876523107,0.036119819958368625,-6.950341611382974,1.9551548734846788e-11,1.1378743216856918e-10,12.809845656870504,13.060890744522803,166,166,0.2510450876523107,down_in_DCM
GSE141910,DCM_vs_Control,CXCR2,1.0042761896808567,0.14449936851132328,6.950038605893004,1.9588211660195955e-11,1.1396497877599237e-10,8.582616218775353,7.578340029094501,166,166,1.0042761896808567,up_in_DCM
GSE141910,DCM_vs_Control,PPBP,1.1196048637727034,0.16110641611498713,6.949474085337504,1.9656697701548915e-11,1.1432750378535189e-10,5.753701669811378,4.6340968060386745,166,166,1.1196048637727034,up_in_DCM
GSE141910,DCM_vs_Control,CCNY,-0.13907831920412228,0.02002007628270995,-6.9469425211049405,1.996672725274646e-11,1.1609422789889925e-10,14.08362820439919,14.222706523603312,166,166,0.13907831920412228,down_in_DCM
GSE141910,DCM_vs_Control,CAV1,-0.32057903060252624,0.046152608672095474,-6.946065235015695,2.0075282714882815e-11,1.1668876260616187e-10,16.109438590662855,16.430017621265375,166,166,0.32057903060252624,down_in_DCM
GSE141910,DCM_vs_Control,RPS12P26,-0.9909805945044865,0.14268076921504755,-6.945439108271745,2.0153114470849103e-11,1.17104396798126e-10,4.953616389061858,5.9445969835663455,166,166,0.9909805945044865,down_in_DCM
GSE141910,DCM_vs_Control,ZNF763,0.403504871615898,0.05809735853769249,6.945322158736555,2.0167684941089894e-11,1.1715229096780583e-10,9.101961393668617,8.698456522052723,166,166,0.403504871615898,up_in_DCM
GSE141910,DCM_vs_Control,GALNT18-AS1,0.9803844542416684,0.14119663887267622,6.943397959534491,2.040890938292944e-11,1.185163548952863e-10,5.118751044984383,4.1383665907427165,166,166,0.9803844542416684,up_in_DCM
GSE141910,DCM_vs_Control,CNBP,-0.21158778752463103,0.03047352412437259,-6.94333174794851,2.0417260208024648e-11,1.1852766956135474e-10,16.56875545337329,16.780343240897913,166,166,0.21158778752463103,down_in_DCM
GSE141910,DCM_vs_Control,PPP1R15B,-0.43173130264353876,0.06218652788550208,-6.942521432269752,2.051973254552128e-11,1.1908520646245624e-10,12.731705381579342,13.163436684222882,166,166,0.43173130264353876,down_in_DCM
GSE141910,DCM_vs_Control,MYOM3,-0.38492034235321704,0.055452185254058775,-6.941481937811335,2.0651927688692224e-11,1.1981483462888095e-10,16.318987439039702,16.70390778139291,166,166,0.38492034235321704,down_in_DCM
GSE141910,DCM_vs_Control,EEF1A1P12,0.5144292377910777,0.0741132286951053,6.941125718694434,2.0697421389178178e-11,1.2004115356449113e-10,8.864355013920346,8.34992577612927,166,166,0.5144292377910777,up_in_DCM
