feature_id,gene_symbol,cohort,disease,comparison,model,model_formula,normalization,transformation,n_samples,n_hcm,n_control,mean_log2CPM_hcm,mean_log2CPM_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
MT1M,MT1M,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.596565380085459,3.4281110608134484,-2.8315456807279893,0.12455548207911471,-22.733207992639443,6.229090257722071e-45,9.85815824187095e-41,2.8315456807279893
SLC11A1,SLC11A1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.6574753020097595,3.7367800453618254,-3.0793047433520657,0.1369259344981743,-22.488834964957814,1.7590820178472788e-44,1.3919616007225517e-40,3.0793047433520657
SLCO4A1,SLCO4A1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0108237086585201,4.420700029707158,-3.409876321048638,0.15597177443763102,-21.86213712925448,2.6039426655167232e-43,1.373666554148922e-39,3.409876321048638
SLA,SLA,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.319308216677491,3.919891580077259,-2.600583363399768,0.12277755101361656,-21.18126108502809,5.134342895964109e-42,2.0314027667881997e-38,2.600583363399768
S100A9,S100A9,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0297500826404342,4.694903790892015,-3.6651537082515824,0.1769301920461654,-20.715253094255697,4.0825027351133867e-41,1.2921937657180891e-37,3.6651537082515824
SERPINA3,SERPINA3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.553808819272455,7.529616784330535,-4.975807965058083,0.24158207354095027,-20.59675990079057,6.946137550462266e-41,1.8321595478935972e-37,4.975807965058083
IL1RL1,IL1RL1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.41201801236798596,4.3021043186635595,-3.890086306295574,0.195972886478658,-19.850125066761294,2.058833948388052e-39,4.6547294381699016e-36,3.890086306295574
FPR1,FPR1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.6044327676347787,3.3300988903666346,-2.7256661227318557,0.13774600338316598,-19.78762400205479,2.7428898544347253e-39,5.4261218545354955e-36,2.7256661227318557
LILRA6,LILRA6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7112825584462592,2.643903907114741,-1.9326213486684813,0.10696278516816245,-18.068165910508917,8.907825784650891e-36,1.5663916763098334e-32,1.9326213486684813
TUBA3E,TUBA3E,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.6292149192671308,5.231723870784647,-3.602508951517516,0.20317032686120753,-17.73147194855138,4.5332791248909337e-35,6.743397735276706e-32,3.602508951517516
SRRM4,SRRM4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.937950879510268,1.2761081647585115,1.661842714751756,0.09375911103341229,17.72459973686756,4.687057695440652e-35,6.743397735276706e-32,1.661842714751756
CEBPD,CEBPD,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.299711628612793,3.5379676991609963,-2.2382560705482035,0.1268554891473632,-17.644140475057462,6.929707056362913e-35,9.139128656166622e-32,2.2382560705482035
CD163,CD163,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.868866518431849,6.492758790253498,-3.623892271821649,0.20720384461678276,-17.48950304722351,1.472585824985179e-34,1.7927033281704187e-31,3.623892271821649
S100A8,S100A8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.9229389366461974,4.247563845103906,-3.3246249084577095,0.19065336808473962,-17.43806019193962,1.8935368913718195e-34,2.140508203060744e-31,3.3246249084577095
LILRB3,LILRB3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.5613525555406308,2.2284868486925347,-1.6671342931519044,0.09617632266129734,-17.3341446940431,3.149818264958375e-34,3.3232682574154162e-31,1.6671342931519044
IL18R1,IL18R1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.9924920336454656,2.7913538252001775,-1.7988617915547125,0.10494632744925424,-17.140778865506604,8.149018990650654e-34,8.060398409127327e-31,1.7988617915547125
TUBA3D,TUBA3D,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.335263383731423,6.193931897985955,-3.8586685142545316,0.22545379764161882,-17.115118727732714,9.247830783950771e-34,8.609186469812053e-31,3.8586685142545316
BEST1,BEST1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2912474473811455,2.525718747457566,-1.234471300076421,0.0725135835932905,-17.02400073068025,1.450098808688807e-33,1.27495909701717e-30,1.234471300076421
MT1X,MT1X,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.6573945613992724,5.579846810320362,-2.9224522489210907,0.17893841569371385,-16.332167900287033,4.5626439174663563e-32,3.800442244095924e-29,2.9224522489210907
METTL7B,METTL7B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.4805533369658999,4.056259286154605,-2.5757059491887055,0.15806193374121552,-16.29554876511723,5.485364103471417e-32,4.340568615076933e-29,2.5757059491887055
RP11-343H19.2,RP11-343H19.2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.0887538805198904,4.816112196529156,-2.727358316009266,0.1677602316310413,-16.257478244352953,6.644149613810263e-32,5.0071577041981534e-29,2.727358316009266
RP11-259K5.2,RP11-259K5.2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.9330378100487415,1.621408770860289,1.311629039188452,0.08099759070925962,16.193432763902038,9.175593430594786e-32,6.600588256026959e-29,1.311629039188452
IL15RA,IL15RA,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.6573920562660298,3.359183878094817,-1.701791821828788,0.10538269466966475,-16.148683872273978,1.1500488896368141e-31,7.913336403214008e-29,1.701791821828788
FCER1G,FCER1G,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.2736998288649906,4.288476022320657,-2.014776193455666,0.12695969319616313,-15.869416054295845,4.733439888876784e-31,3.121309153390166e-28,2.014776193455666
THEMIS2,THEMIS2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.424138860712993,3.2635754792604295,-1.8394366185474373,0.1164347752598194,-15.798000334889728,6.807002959330463e-31,4.309105153374556e-28,1.8394366185474373
FOSL2,FOSL2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.00324001895689,6.797244637851232,-1.7940046188943453,0.11363950446021635,-15.786804310840706,7.206345257617628e-31,4.386446924886791e-28,1.7940046188943453
LRRC25,LRRC25,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.6203004607766598,1.881492144514729,-1.2611916837380686,0.08026046569522821,-15.713734935543131,1.0458261502671566e-30,6.130090612640007e-28,1.2611916837380686
FCN3,FCN3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.66846718532085,4.234691199273273,-2.566224013952424,0.16380935606182565,-15.665918453301707,1.3349100793168916e-30,7.5451024697389735e-28,2.566224013952424
CHRDL2,CHRDL2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.4230836637250815,2.5371558817885638,-2.1140722180634826,0.1351546942882535,-15.641870444800524,1.5093917153249001e-30,8.237114926459266e-28,2.1140722180634826
CDC42EP4,CDC42EP4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.216358688301287,5.681173991418183,-1.4648153031168984,0.09386345721940596,-15.60581025364206,1.8149119400239016e-30,9.574265454272755e-28,1.4648153031168984
HK3,HK3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.6890399658639383,2.4669511069211967,-1.7779111410572581,0.11447178467475777,-15.531435507087942,2.655674377549665e-30,1.3557646031968062e-27,1.7779111410572581
TLR2,TLR2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.4695376208048478,3.311766019519107,-1.8422283987142603,0.11866110355489172,-15.52512443862499,2.7429368590283095e-30,1.3565537103431884e-27,1.8422283987142603
OSMR,OSMR,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.4214653397968466,5.534608543086383,-2.1131432032895394,0.13784040488062416,-15.330361261776721,7.456039294841213e-30,3.5757356933380924e-27,2.1131432032895394
ZDHHC9,ZDHHC9,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.598638541527517,5.043197584152407,-1.4445590426248898,0.09453044442189452,-15.281415965609387,9.592796462421204e-30,4.3668467645030775e-27,1.4445590426248898
ALOX5,ALOX5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.239470092769139,2.8826074808464184,-1.6431373880772795,0.1075343888558406,-15.280110907405176,9.657502638544655e-30,4.3668467645030775e-27,1.6431373880772795
HCK,HCK,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2672148499502909,2.889007629821176,-1.621792779870885,0.10685970129059864,-15.176841786788412,1.6449717482705904e-29,7.231478580036213e-27,1.621792779870885
IFI30,IFI30,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.5223982955540305,4.617775333388998,-2.095377037834967,0.1389300753889494,-15.0822421420901,2.682208101772022e-29,1.1472601464498385e-26,2.095377037834967
FAM110B,FAM110B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.161538065703757,4.151418467060364,1.0101195986433937,0.06743715172241949,14.978681229023191,4.586038756423992e-29,1.9099644568201606e-26,1.0101195986433937
CCR1,CCR1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8251469466478594,2.430049855255882,-1.6049029086080235,0.10762711219884423,-14.911697209183858,6.492067364409517e-29,2.634447643824231e-26,1.6049029086080235
CD163L1,CD163L1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.3380971918135376,3.155000015191244,-1.8169028233777078,0.12303723170122478,-14.767097717134522,1.3770778226535186e-28,5.448408405328646e-26,1.8169028233777078
MYH6,MYH6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,8.639428821588812,11.229690542120796,-2.5902617205319842,0.17752911267068988,-14.59063069467838,3.458078640858244e-28,1.3348183553712822e-25,2.5902617205319842
YPEL2,YPEL2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.473059403920622,5.254781940996072,1.2182774629245516,0.0835285804090304,14.585157043957638,3.558453485741216e-28,1.3408591634604878e-25,1.2182774629245516
CTD-2587H24.5,CTD-2587H24.5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.54146196749824,2.115413884068528,2.42604808342971,0.16647052925036532,14.573438880470107,3.7832828548039735e-28,1.3924240572122717e-25,2.42604808342971
LINC00961,LINC00961,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.449119289835087,2.548540592165628,-1.099421302330541,0.07562818791853518,-14.537189539894975,4.573168981379508e-28,1.644885734075275e-25,1.099421302330541
CSRNP1,CSRNP1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.415987054262845,5.102735679428004,-2.686748625165158,0.18554735937470374,-14.480123210696854,6.16563405581777e-28,2.168384990386045e-25,2.686748625165158
RASD1,RASD1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.0939693520405445,4.511108697456002,-3.4171393454154577,0.23724915387354856,-14.403167680997333,9.229906323603188e-28,3.1754890755944363e-25,3.4171393454154577
LILRB2,LILRB2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.9988323967532551,2.64247691601758,-1.6436445192643259,0.11424651043019486,-14.386824709789277,1.0056407379963083e-27,3.3862277275594837e-25,1.6436445192643259
CHST7,CHST7,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.8469647599827947,3.1302954788115125,-1.2833307188287173,0.08970933606801453,-14.305431018414184,1.5421145231762603e-27,5.084480092455728e-25,1.2833307188287173
CTSC,CTSC,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.7875517690903835,4.9891591141705565,-2.201607345080172,0.1547700471013675,-14.225022130013421,2.3541407775478818e-27,7.603394274586281e-25,2.201607345080172
CRYM,CRYM,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.486011080096149,5.914208175925142,1.5718029041710024,0.11104879275573175,14.154164715940816,3.419482757531465e-27,1.0823346824138594e-24,1.5718029041710024
STXBP2,STXBP2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7879125939646697,2.1942693805272064,-1.406356786562537,0.09994045414176242,-14.071947127313068,5.2766024390049634e-27,1.6374021607782853e-24,1.406356786562537
SRGN,SRGN,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.3972016858178105,5.904426362651491,-1.5072246768336814,0.10793853996329801,-13.963730446476097,9.348967960816833e-27,2.8453224413055234e-24,1.5072246768336814
LYVE1,LYVE1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.2719202427093492,5.102443758973495,-2.830523516264146,0.20299513285130988,-13.943799915328272,1.0388858701681081e-26,3.1021524115623546e-24,2.830523516264146
GFPT2,GFPT2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.524048778501018,4.461363571971695,-1.9373147934706771,0.13899342365478634,-13.938175940484248,1.0702760947151858e-26,3.1367017546226906e-24,1.9373147934706771
FGR,FGR,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.5625566100318753,3.441284780594638,-1.8787281705627625,0.13586511090199338,-13.827892665674764,1.919876561196364e-26,5.5243575377261186e-24,1.8787281705627625
SIRPB2,SIRPB2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7492123475152318,2.21833218578477,-1.469119838269538,0.10688534167915825,-13.744820526274317,2.983766268540546e-26,8.432336601057621e-24,1.469119838269538
BTG2,BTG2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.456278027698504,7.484832735134692,-2.028554707436192,0.14835099645282018,-13.67402144872906,4.3469641702725286e-26,1.2069307887497024e-23,2.028554707436192
FKBP5,FKBP5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.365268794923017,8.01860920377473,-2.653340408851716,0.19478823650045687,-13.621666567351939,5.743314377615794e-26,1.5671326437956476e-23,2.653340408851716
KIAA0040,KIAA0040,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.150660255109601,5.417377455655001,-1.2667172005453997,0.09340508126782798,-13.561544868348633,7.910782948489088e-26,2.121966965132005e-23,1.2667172005453997
SOCS3,SOCS3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.9526397447426636,4.612630922263298,-2.659991177520634,0.19667082762206445,-13.52509271294799,9.607255164610106e-26,2.5340736705853256e-23,2.659991177520634
ATP1A1,ATP1A1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.893925661628832,9.282785057165778,-1.3888593955369464,0.10280380912852191,-13.50980481472861,1.042325265082063e-25,2.704236007407988e-23,1.3888593955369464
MYC,MYC,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.0472913365524286,4.278999842436383,-2.231708505883955,0.16542411638545312,-13.490829237279241,1.1533463151068354e-25,2.944009481109803e-23,2.231708505883955
PAFAH2,PAFAH2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.0567168294635785,3.794032369271752,1.2626844601918257,0.0942776820432194,13.393248888034577,1.9418676654643912e-25,4.8780948688316597e-23,1.2626844601918257
RP11-736K20.6,RP11-736K20.6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.3758498892806545,1.3489344456085182,1.026915443672136,0.07674072425676387,13.381623038065403,2.0663341938840505e-25,5.109657023813904e-23,1.026915443672136
TBXAS1,TBXAS1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.207293137363489,2.3703073066982028,-1.163014169334715,0.08720011479290242,-13.337300898018743,2.618837054431998e-25,6.376263880529355e-23,1.163014169334715
NFKBIZ,NFKBIZ,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.979432768849493,4.519827432493446,-1.5403946636439503,0.11555974393097325,-13.329855287357393,2.7252289903852845e-25,6.534768788157199e-23,1.5403946636439503
HCLS1,HCLS1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.4529436376415643,4.895647949285055,-1.4427043116434901,0.10916789114976133,-13.215463781967948,5.027654198080331e-25,1.1875769453555122e-22,1.4427043116434901
STEAP4,STEAP4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.789788873922567,5.893449765140278,-2.103660891217713,0.15922639817865275,-13.211759578065667,5.128444908672652e-25,1.1935701341860793e-22,2.103660891217713
BID,BID,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.536140435809885,3.3990813882316426,-0.8629409524217575,0.06540178199380585,-13.194456268844265,5.6267794111280005e-25,1.2905711733407499e-22,0.8629409524217575
PLA2G2A,PLA2G2A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.646041060069781,5.399413957329689,-3.753372897259908,0.2845264919531508,-13.19164648428564,5.71216570313987e-25,1.2914390631127367e-22,3.753372897259908
TRIL,TRIL,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.081282236169628,1.5044764503677732,1.5768057858018534,0.11970393424614452,13.17254771726636,6.328027594747537e-25,1.410526263584148e-22,1.5768057858018534
RP11-736K20.2,RP11-736K20.2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.162371735303933,1.196008996593127,0.9663627387108057,0.0734496057779771,13.15681314385702,6.8851413206359565e-25,1.513392313060898e-22,0.9663627387108057
FGD2,FGD2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.3691446927820399,2.894093215063049,-1.52494852228101,0.11614879374080686,-13.129266978734414,7.981539631628655e-25,1.7303540576733575e-22,1.52494852228101
CD68,CD68,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.760465754294455,4.720904008819566,-1.9604382545251136,0.1493826057673001,-13.123604615513102,8.227757799234301e-25,1.7596283098740818e-22,1.9604382545251136
HMGN2,HMGN2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.371678886041378,5.5920514472276315,0.7796274388137461,0.05945425933244084,13.113062841375728,8.706621400336678e-25,1.837213203756377e-22,0.7796274388137461
ZFP36,ZFP36,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.2125796123978434,5.786306718712403,-2.573727106314561,0.1964732189245571,-13.0996332243268,9.35736848273491e-25,1.948548863260035e-22,2.573727106314561
CYP2J2,CYP2J2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.426773128203598,6.2789769933280075,1.147796134875593,0.08765746998048442,13.094105215803422,9.639204641296713e-25,1.9811695149761273e-22,1.147796134875593
SCN2B,SCN2B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.707597770786805,4.114339531653207,1.5932582391335983,0.12183504659724584,13.077175112022447,1.0556429260381693e-24,2.1418724291641116e-22,1.5932582391335983
PRDX6,PRDX6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.430233103680679,8.270953247536301,-0.8407201438556209,0.06457036673512441,-13.020216337075464,1.4335085843309794e-24,2.8717350450154534e-22,0.8407201438556209
GRASP,GRASP,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.7926610420808737,4.774311004449343,-1.981649962368469,0.15239624586079079,-13.003272824572361,1.570183854843187e-24,3.106216210843535e-22,1.981649962368469
NPTX2,NPTX2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7446749336308008,2.611317584550746,-1.8666426509199452,0.14360490084922073,-12.998460636659216,1.6113321982846768e-24,3.1482646135868265e-22,1.8666426509199452
CPM,CPM,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.0171073248221365,3.6941024943819105,-1.6769951695597747,0.12952540574211702,-12.947229618401234,2.1224524829413593e-24,4.0963332920768235e-22,1.6769951695597747
TNFRSF1A,TNFRSF1A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.259651214580388,5.593476263280195,-1.3338250486998076,0.10321231432328738,-12.92311927549581,2.4164591276496446e-24,4.607576163154611e-22,1.3338250486998076
ADAMTS15,ADAMTS15,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.4011509096992834,5.189450754369283,-1.7882998446699996,0.13842986270956498,-12.918454224158056,2.477895913143325e-24,4.668473895405507e-22,1.7882998446699996
BCL6,BCL6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.89072954057112,6.486838364354099,-1.5961088237829826,0.12373587326271872,-12.899321608973409,2.7466870012118643e-24,5.11400805660929e-22,1.5961088237829826
