feature_id,gene_symbol,cohort,disease,comparison,model,model_formula,normalization,transformation,n_samples,n_hcm,n_control,mean_log2CPM_hcm,mean_log2CPM_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
CMTM3,CMTM3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.4136881583999674,3.6541441874695315,-0.2404560290695651,0.10335019751077482,-2.3266141222855063,0.021691670387137936,0.04083896925372888,0.2404560290695651
NXF1,NXF1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.917370075843264,6.104186270311289,-0.18681619446802422,0.08030644885534885,-2.3262913144687163,0.021709498224793296,0.04086767204776719,0.18681619446802422
PLA2G4F,PLA2G4F,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8398638289735537,1.1620674419482742,-0.32220361297472067,0.13853457464819557,-2.3257992728020938,0.02173669725489939,0.040914006988111054,0.32220361297472067
CEP128,CEP128,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.3061888472430525,1.4578700726095415,-0.15168122536648962,0.06527297112267302,-2.3237983924681815,0.021847611364817103,0.0411178852966578,0.15168122536648962
ING5,ING5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.686370318466307,3.909848531724143,-0.223478213257837,0.09617755111131564,-2.3236005770118218,0.02185860384553874,0.041133681862009046,0.223478213257837
LIMS1,LIMS1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.951628483134246,5.163156256513847,-0.21152777337959927,0.09104715877208197,-2.323277038321602,0.02187659319231045,0.041162639859886475,0.21152777337959927
SRP9,SRP9,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.1876683867366316,5.93795903869276,0.2497093480438668,0.10749889114164721,2.32290161686258,0.021897483667494073,0.041197049039676796,0.2497093480438668
MAP3K3,MAP3K3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.909306346448203,6.178767072480715,-0.2694607260325135,0.11601633741909556,-2.322610177384913,0.021913713049896085,0.04122268188846493,0.2694607260325135
SMOX,SMOX,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.3623586480070595,1.5968851973269227,-0.23452654931986322,0.10099829679619118,-2.3220842010150373,0.021943029908493273,0.04127292504537848,0.23452654931986322
GSK3B,GSK3B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.859725227504917,5.668397889231354,0.19132733827356052,0.08239955944390986,2.321946131323661,0.021950731357824483,0.041282504393218095,0.19132733827356052
RP11-567M16.1,RP11-567M16.1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.75116224907681,0.48084007193218187,0.2703221771446276,0.11642804036562585,2.3217961609223936,0.02195909932030571,0.04129333481976689,0.2703221771446276
TSFM,TSFM,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.092836271176341,4.9782601586802935,0.11457611249604516,0.04935079767257814,2.3216668807707963,0.02196631507571639,0.04130199624430172,0.11457611249604516
HLA-DQA1,HLA-DQA1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.297017264748562,3.7012058850546152,-0.40418862030605446,0.1741090319493286,-2.3214684257373075,0.021977395883392904,0.04131792198272465,0.40418862030605446
SURF2,SURF2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.9608766684475576,2.17987252492464,-0.21899585647708386,0.09437446706619672,-2.320499000258984,0.02203159491653629,0.04141489739269549,0.21899585647708386
LRRC14,LRRC14,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.3024482291837782,3.570039763908221,-0.2675915347244421,0.11532716989643439,-2.3202818118639645,0.022043753707050303,0.04143283208643445,0.2675915347244421
AF011889.2,AF011889.2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7533271835552022,0.5232685688945279,0.23005861466067387,0.09915506239323257,2.3201903070596583,0.0220488781617988,0.041437246769949,0.23005861466067387
RPS11,RPS11,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,8.719589663729296,8.900621414700792,-0.18103175097149227,0.07802683381567606,-2.3201217083746632,0.02205272051562314,0.041437246769949,0.18103175097149227
RAD51D,RAD51D,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.781327748582498,2.9434868245547743,-0.1621590759722769,0.06989315199379101,-2.320099628454049,0.0220539573829951,0.041437246769949,0.1621590759722769
SOX9,SOX9,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.093610568327873,3.816428670694583,0.27718189763328926,0.11947589770892052,2.3199817113623062,0.022060563867349822,0.04144473928830464,0.27718189763328926
TATDN1,TATDN1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.9496737298140117,4.212400623432709,-0.2627268936186973,0.11324822902659826,-2.3199205486647516,0.02206399128709846,0.04144625829194306,0.2627268936186973
GBA,GBA,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.60553571152233,3.821343857651002,-0.21580814612867172,0.09306817125239139,-2.3188179505904554,0.02212585890077366,0.041557541296421065,0.21580814612867172
PI4KAP2,PI4KAP2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.3243933063418747,2.597595152451878,-0.2732018461100037,0.11783303949304914,-2.31855044464095,0.022140891876540357,0.041580841917423485,0.2732018461100037
POP4,POP4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.262760673021442,4.389628896522667,-0.12686822350122473,0.054737931132071545,-2.3177387394331253,0.02218656218412204,0.041661667433070176,0.12686822350122473
ZFYVE1,ZFYVE1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.1697646461886455,4.000303081667226,0.1694615645214177,0.07311901794770409,2.317612698827812,0.02219366125154812,0.041670053739115025,0.1694615645214177
QTRT1,QTRT1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.6452563906061366,3.9497068649082476,-0.30445047430211203,0.13137282603479913,-2.317453947603035,0.02220260554732982,0.04168190218173686,0.30445047430211203
FBXL6,FBXL6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.3254500247695806,2.6458799860657107,-0.32042996129613094,0.1382769634120209,-2.317305452690284,0.022210974859769424,0.04169266850085528,0.32042996129613094
DHX40,DHX40,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.705799999006066,4.499861826136604,0.20593817286946314,0.0888731353739912,2.3172151179638827,0.022216067568757793,0.04169728241735779,0.20593817286946314
ZNF570,ZNF570,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.8901503691938775,2.670627885444611,0.21952248374926597,0.09476230570755068,2.3165591224293562,0.022253080821799224,0.041761799725577434,0.21952248374926597
RP11-568K15.1,RP11-568K15.1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.525355559451852,3.758403559773589,-0.23304800032173634,0.10061054339588313,-2.316337756021626,0.022265583233698327,0.041780308306439376,0.23304800032173634
PRKACA,PRKACA,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.606421871653961,7.7734687427786975,-0.16704687112473637,0.07214968111173768,-2.3152821821351104,0.022325285429864762,0.041887370149737965,0.16704687112473637
ABCD1,ABCD1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.511739829549559,2.848318184972986,-0.3365783554234266,0.14537576016571788,-2.3152302353552723,0.022328227123240164,0.041887923477050594,0.3365783554234266
CDKN2B,CDKN2B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.5487188118102855,1.3039874441314547,0.2447313676788303,0.10571858176501595,2.3149323760585676,0.022345101182928716,0.041910735500159675,0.2447313676788303
BAG1,BAG1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.360603991049296,6.199739532600057,0.16086445844923936,0.06949022532420701,2.3149221016153767,0.02234568344182657,0.041910735500159675,0.16086445844923936
RAB11FIP1,RAB11FIP1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.458394414345725,4.816843777002752,-0.35844936265702554,0.1548965956559214,-2.3141203403415322,0.022391160954233158,0.04199105501382794,0.35844936265702554
ANKRD27,ANKRD27,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.229725269813034,4.388244984924161,-0.15851971511112828,0.06851107476006987,-2.313782343457235,0.02241035722299258,0.04202207504870623,0.15851971511112828
GALNT7,GALNT7,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.0547352906564114,2.800921066881565,0.25381422377484597,0.10970436023060054,2.3136201992457175,0.022419571218356957,0.04203437200588997,0.25381422377484597
RP11-249L21.4,RP11-249L21.4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.9390128289560039,1.095063448460657,-0.1560506195046535,0.06745756787383246,-2.3133152353864697,0.022436910109067027,0.04206189758186387,0.1560506195046535
FAM168B,FAM168B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.809539809218465,6.984775697842786,-0.1752358886243237,0.07576232906814014,-2.3129686056340444,0.022456632271911477,0.042093883967223855,0.1752358886243237
ZNF155,ZNF155,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.179846673741135,2.9982114298545075,0.181635243886627,0.07853670029761639,2.312743509700772,0.02246944770761983,0.04211291797972424,0.181635243886627
ARPC1A,ARPC1A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.478997563243275,6.340119027518385,0.13887853572489162,0.060059902853450385,2.3123336723298276,0.02249279760158223,0.04215168914655303,0.13887853572489162
LINC00467,LINC00467,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.8252367022058267,2.6369279006246122,0.18830880158121432,0.0814437058175879,2.312134494505636,0.022504153182501253,0.04216797635167711,0.18830880158121432
CEP85,CEP85,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.2614450790238285,6.025025077326157,0.2364200016976703,0.10225939610362775,2.3119636014482885,0.02251390020678526,0.042181245965737364,0.2364200016976703
NPM1P27,NPM1P27,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.3721254553992854,3.1633071954310297,0.20881825996825687,0.09032648488341016,2.3118165202353573,0.022522292078613948,0.04219197377321784,0.20881825996825687
METTL3,METTL3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.24427462124989,5.358768919010642,-0.11449429776075548,0.04952964980972834,-2.311631481356994,0.022532853575621684,0.042203876739105535,0.11449429776075548
NCKIPSD,NCKIPSD,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.860279035701478,4.189851690683537,-0.3295726549820571,0.14257266751179082,-2.3116117607521183,0.02253397942913192,0.042203876739105535,0.3295726549820571
HBA2,HBA2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.829828189530371,1.2123728027697276,-0.38254461323935673,0.16550520910779096,-2.3113750636707233,0.02254749638008164,0.042219495414301186,0.38254461323935673
DNAJC25,DNAJC25,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.5973787643417987,2.792195181536783,-0.19481641719498466,0.08428603955986523,-2.3113723009444977,0.02254765419194197,0.042219495414301186,0.19481641719498466
CLDND2,CLDND2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8927045330997158,0.7153330470288829,0.17737148607083286,0.07675125231642858,2.3109914264274036,0.02256941973368143,0.042251556319326686,0.17737148607083286
AC004381.6,AC004381.6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.4548920515360204,2.286454479513574,0.16843757202244547,0.07288693887560296,2.3109431486746885,0.02257217994534771,0.042251556319326686,0.16843757202244547
FAT4,FAT4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.567866839977411,4.29174038640155,0.27612645357585985,0.1194870241212495,2.310932551936857,0.02257278583848775,0.042251556319326686,0.27612645357585985
SYT13,SYT13,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.8482153171701219,2.272107892454702,-0.42389257528458024,0.183434136055418,-2.310870726681518,0.02257632112672086,0.04225267137338039,0.42389257528458024
HAUS5,HAUS5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.2698480166826798,2.4947356161278726,-0.224887599445194,0.09731902400072019,-2.3108287588614713,0.022578721205906607,0.04225267137338039,0.224887599445194
DNAJC19,DNAJC19,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.366367852470588,5.207282474248832,0.15908537822175584,0.06889351990967794,2.309148646060223,0.02267498908223043,0.042427805298578716,0.15908537822175584
ARVCF,ARVCF,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.8966667089035454,3.5152568468166816,0.3814098620868642,0.16519450378051037,2.308853220647302,0.02269195379534523,0.042454206832516224,0.3814098620868642
FAM43A,FAM43A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.1495719212561277,2.8153002477258204,0.3342716735303068,0.14478096630972212,2.30880952137878,0.022694464160437713,0.042454206832516224,0.3342716735303068
UQCRC2,UQCRC2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,9.351678052383436,9.149479449176408,0.20219860320702532,0.08758246153334553,2.308665452729273,0.022702742114989856,0.042464672817850074,0.20219860320702532
C6orf48,C6orf48,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.72212622714152,4.528999512000741,0.19312671514077684,0.08365531771781473,2.308600581641802,0.022706470371618753,0.042466627286839795,0.19312671514077684
AC026806.2,AC026806.2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.1620914925321455,1.8581622391964656,0.3039292533356802,0.13165665279014188,2.3084990153907183,0.022712308646649783,0.04247252707572722,0.3039292533356802
DGCR8,DGCR8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.434252969528894,4.6275505069651475,-0.19329753743625455,0.08374368738680533,-2.3082042774571034,0.022729258379260115,0.042499201690710135,0.19329753743625455
INTS1,INTS1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.891491723290408,4.284967802361146,-0.3934760790707392,0.17048319056968028,-2.3080051338546292,0.022740716991723437,0.0425156039115198,0.3934760790707392
RDH13,RDH13,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.879344003310329,4.6533581962486785,0.22598580706164662,0.09792704904158127,2.3076954658941036,0.022758545212583622,0.04254390934731259,0.22598580706164662
CLIC5,CLIC5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,8.734198473451238,8.464871420357937,0.2693270530932983,0.11671773282068029,2.3075075790503905,0.022769368238182798,0.04255911441330825,0.2693270530932983
AGGF1,AGGF1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.519365393299454,4.277407528395569,0.24195786490388604,0.1048613223763627,2.3074081026316233,0.022775100306999155,0.04256480130592449,0.24195786490388604
WWC3,WWC3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.5962567704865664,5.764517298284879,-0.16826052779831158,0.0729683267676712,-2.3059392376372787,0.0228598877328646,0.04271821741177414,0.16826052779831158
ATG2A,ATG2A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.1543310494792665,3.482950726941215,-0.328619677461948,0.14256440353125258,-2.3050612167006252,0.022910702321658094,0.04280398757341069,0.328619677461948
CHST14,CHST14,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.2102283624188206,3.012530978186183,0.1976973842326356,0.0857669691519872,2.30505270487403,0.022911195421102107,0.04280398757341069,0.1976973842326356
KDELC2,KDELC2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.9606973417899343,4.225281651490676,-0.2645843097007402,0.11481930106397524,-2.304353947889986,0.022951707035495796,0.04287461231630742,0.2645843097007402
AQR,AQR,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.4237087277582,4.635509263691292,-0.21180053593309556,0.09193135882904269,-2.3038986764784353,0.02297813605399377,0.04291891669898565,0.21180053593309556
LDOC1L,LDOC1L,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.316554656690187,5.565045730308633,-0.24849107361844625,0.10786891753685598,-2.303639262288354,0.022993207309587798,0.042941998923948135,0.24849107361844625
SLC4A4,SLC4A4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.18691834867214,3.9350144196263384,0.2519039290458034,0.10935904180032081,2.3034577196255612,0.02300375961329223,0.042956637125659336,0.2519039290458034
KRIT1,KRIT1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.8449621050885145,4.6162958051530305,0.2286662999354856,0.09928384732285739,2.3031571207337915,0.023021241515966025,0.04298421050397337,0.2286662999354856
NCAPD3,NCAPD3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.015838699450328,3.8294086631342577,0.18643003631607202,0.08095501693130658,2.3028842854083402,0.02303711889085394,0.04300878182926206,0.18643003631607202
CDC42EP5,CDC42EP5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2025233371783055,1.4498111879241478,-0.2472878507458415,0.10738808244889982,-2.302749477471231,0.023044967456489922,0.04301390530632005,0.2472878507458415
POLR1A,POLR1A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.918492583699754,5.133527072562135,-0.21503448886238108,0.09338185624263999,-2.302743782514275,0.023045299070661426,0.04301390530632005,0.21503448886238108
PGBD5,PGBD5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.9595763457176223,2.736557503780412,0.2230188419372096,0.09685205236000893,2.302675436429843,0.023049279152535254,0.043016260833493275,0.2230188419372096
ATP11A,ATP11A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.296260627382386,6.528108656386368,-0.23184802900398327,0.10069316132514142,-2.302520111125905,0.023058326650988833,0.04301675555627485,0.23184802900398327
DDR1,DDR1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.016156035467632,4.66834970204566,0.34780633342197187,0.1510564371349604,2.3024926313549057,0.02305992763732502,0.04301675555627485,0.34780633342197187
ZNF33A,ZNF33A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.871430489470181,4.6083069513073935,0.26312353816278655,0.11427808618127487,2.3024846403658175,0.02306039321502414,0.04301675555627485,0.26312353816278655
LINC00630,LINC00630,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2138035082491296,1.0760759172171517,0.13772759103197768,0.05981695282245233,2.3024842378845074,0.02306041666494603,0.04301675555627485,0.13772759103197768
MTFR1,MTFR1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.7323339267728874,3.9907481863539527,-0.2584142595810659,0.11228603584549936,-2.3013926677101018,0.023124092447283612,0.043130452218115546,0.2584142595810659
RP11-195F19.9,RP11-195F19.9,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.4587865034377416,1.6238624522082576,-0.1650759487705163,0.0717444685013582,-2.300887472145553,0.02315361489058198,0.04318042767597813,0.1650759487705163
CTD-2554C21.2,CTD-2554C21.2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.8074977730696504,1.5944253593130642,0.2130724137565856,0.0926225177852694,2.300438585037821,0.02317987460427827,0.043224307233098606,0.2130724137565856
SSNA1,SSNA1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.700744810491114,4.139043580412467,-0.4382987699213522,0.19053615677744473,-2.3003443405930875,0.023185391191348735,0.04322950058839362,0.4382987699213522
KCTD11,KCTD11,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.2950920361957157,3.1189351986841616,0.1761568375115532,0.07658609424056977,2.300115174410318,0.02319881022289225,0.043249425207620776,0.1761568375115532
ZNF529,ZNF529,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.085193547003217,3.9069654994060357,0.17822804759718047,0.07758433654103059,2.29721688092189,0.02336911267741639,0.04356178765992836,0.17822804759718047
ACTR2,ACTR2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.118382037185433,6.394066418890597,-0.2756843817051655,0.12001158002386644,-2.2971481722875473,0.023373163267940596,0.04356420702843338,0.2756843817051655
BAHD1,BAHD1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.3100790956324415,4.507781797668412,-0.19770270203597284,0.08611097585320147,-2.295905952488664,0.02344650256469167,0.04369575477965266,0.19770270203597284
