"mean_normalized_count","log2FC","SE","test_stat","p_value","FDR","gene_symbol","feature_id","cohort","disease","comparison","model","n_hcm","n_control","abs_log2FC"
68.6211213441205,-3.16885897767842,0.206970051043615,-15.3107126451384,6.48494702223031e-53,4.52029002871288e-50,"LILRB3","LILRB3","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,3.16885897767842
1327.62375070721,-1.5150095822164,0.0990358778253305,-15.2975832141198,7.93488712687889e-53,5.41328129438818e-50,"CDC42EP4","CDC42EP4","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,1.5150095822164
352.614495265906,-3.23024945278076,0.212279504135325,-15.2169634366656,2.7290719256867e-52,1.82302004635872e-49,"FCN3","FCN3","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,3.23024945278076
26.4099550277009,-4.28969467835926,0.282055336676615,-15.2086988635054,3.09636183375561e-52,2.02615807831714e-49,"GPR97","GPR97","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,4.28969467835926
15.0196465475392,-4.65215720819559,0.306515606449761,-15.1775541287425,4.98008146940581e-52,3.19362664470056e-49,"RNASE2","RNASE2","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,4.65215720819559
134.574399598959,-6.26901575241545,0.414677148116179,-15.1178230604091,1.23560210521964e-51,7.76830311799267e-49,"FOSL1","FOSL1","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,6.26901575241545
134.856778965316,-2.30187379970929,0.152590506310885,-15.085301539137,2.0234808103933e-51,1.24770939816251e-48,"ALOX5","ALOX5","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,2.30187379970929
322.408006051766,1.68448127847423,0.111752281580001,15.0733502229961,2.42497868144891e-51,1.46706634796184e-48,"RP11-259K5.2","RP11-259K5.2","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,1.68448127847423
197.308438584428,-2.89143141503947,0.192267367262673,-15.0385968050899,4.10151994813125e-51,2.4353914003126e-48,"CEBPD","CEBPD","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,2.89143141503947
1585.14238446188,1.37405784471461,0.0921679459321103,14.9081964539681,2.9152091137359e-50,1.69951390950596e-47,"PAFAH2","PAFAH2","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,1.37405784471461
44.732882617376,-4.05108059716947,0.27397287077975,-14.7864297134229,1.79211039243629e-49,1.02611120755495e-46,"LILRA5","LILRA5","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,4.05108059716947
107.959656323728,-4.10621719378404,0.277929627779958,-14.7743053757299,2.1455781278564e-49,1.20694415950154e-46,"CD300E","CD300E","GSE249925","HCM","HCM_vs_Control","DESeq2_disease_only",97,23,4.10621719378404
